"project","report_type","ea_name","symbol","period","total_trades","total_net_profit","profit_factor","balance_dd","equity_dd","sharpe_ratio","source_report","copied_report"
"Gold SMC continuous","single","Gold_SMC_Continuous_MT5_RiskCapV1","XAUUSD","H1 (2025.01.01 - 2026.06.01)","686","13 870.55","1.34","3 847.43 (15.36%)","3 460.69 (14.29%)","3.59","C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\backtest\manual_runs\run_003_counter_validation\ReportTester-146237.html","C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\reports\collected\single\SINGLE_Gold_SMC_Continuous_MT5_RiskCapV1_tr686_profit13870.55_dd3847.43_sharpe3.59_20260604_215809.html"
