"project","report_type","ea_name","symbol","period","total_trades","total_net_profit","profit_factor","balance_dd","equity_dd","sharpe_ratio","source_report","copied_report"
"Gold SMC continuous","single","Gold_SMC_Continuous_MT5_RiskCapV1","XAUUSD","H1 (2025.01.01 - 2026.06.01)","479","7 497.37","1.31","2 355.07 (12.24%)","2 329.05 (12.38%)","3.15","C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\backtest\manual_runs\run_004\ReportTester-146237.html","C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\reports\collected\single\SINGLE_Gold_SMC_Continuous_MT5_RiskCapV1_tr479_profit7497.37_dd2355.07_sharpe3.15_20260604_221958.html"
