window,index,time,pnl,equity,dd_pct
MAIN,405,2024-09-30 14:06:40,2.19,9859.90,1.656693
MAIN,406,2024-09-30 14:31:20,1.40,9861.30,1.642729
MAIN,407,2024-09-30 15:46:40,2.01,9863.31,1.622681
MAIN,408,2024-10-02 09:46:40,1.39,9864.70,1.608817
MAIN,409,2024-10-03 10:47:40,1.01,9865.71,1.598743
MAIN,410,2024-10-03 11:05:40,1.79,9867.50,1.580890
MAIN,411,2024-10-03 11:37:40,1.21,9868.71,1.568821
MAIN,412,2024-10-03 12:33:40,1.41,9870.12,1.554758
MAIN,413,2024-10-04 15:45:40,1.90,9872.02,1.535807
MAIN,414,2024-10-04 16:02:40,3.16,9875.18,1.504289
MAIN,415,2024-10-07 09:11:40,1.41,9876.59,1.490225
MAIN,416,2024-10-07 16:00:40,2.10,9878.69,1.469280
MAIN,417,2024-10-10 22:07:40,-1.05,9877.64,1.479753
MAIN,418,2024-10-15 08:38:40,0.99,9878.63,1.469878
MAIN,419,2024-10-23 04:45:40,0.70,9879.33,1.462896
MAIN,420,2024-10-23 05:01:40,1.18,9880.51,1.451127
MAIN,421,2024-10-23 05:30:40,0.91,9881.42,1.442051
MAIN,422,2024-10-23 15:33:40,2.17,9883.59,1.420407
MAIN,423,2024-10-23 15:59:20,1.20,9884.79,1.408438
MAIN,424,2024-10-25 20:54:40,-1.24,9883.55,1.420806
MAIN,425,2024-11-06 13:56:20,-74.19,9809.36,2.160782
MAIN,426,2024-11-06 14:00:40,4.32,9813.68,2.117694
MAIN,427,2024-11-07 15:45:40,-0.33,9813.35,2.120985
MAIN,428,2024-11-08 08:45:40,1.30,9814.65,2.108019
MAIN,429,2024-11-08 09:53:20,1.30,9815.95,2.095053
MAIN,430,2024-11-11 03:30:40,1.89,9817.84,2.076202
MAIN,431,2024-11-11 16:32:20,-52.29,9765.55,2.597746
MAIN,432,2024-11-11 16:46:40,3.71,9769.26,2.560742
MAIN,433,2024-11-11 17:02:20,2.50,9771.76,2.535807
MAIN,434,2024-11-11 22:04:40,1.24,9773.00,2.523439
MAIN,435,2024-11-12 07:45:40,1.12,9774.12,2.512268
MAIN,436,2024-11-12 08:14:20,1.22,9775.34,2.500100
MAIN,437,2024-11-12 08:30:40,1.64,9776.98,2.483742
MAIN,438,2024-11-12 08:48:40,1.80,9778.78,2.465789
MAIN,439,2024-11-12 10:11:40,2.32,9781.10,2.442649
MAIN,440,2024-11-12 11:55:40,2.20,9783.30,2.420706
MAIN,441,2024-11-12 12:12:40,2.17,9785.47,2.399062
MAIN,442,2024-11-12 12:45:40,2.71,9788.18,2.372033
MAIN,443,2024-11-18 03:22:40,-0.47,9787.71,2.376721
MAIN,444,2024-11-20 14:42:40,1.40,9789.11,2.362757
MAIN,445,2024-11-25 05:35:40,3.45,9792.56,2.328346
MAIN,446,2024-11-25 05:48:40,3.85,9796.41,2.289946
MAIN,447,2024-11-25 06:02:40,2.93,9799.34,2.260722
MAIN,448,2024-11-25 06:37:40,3.49,9802.83,2.225913
MAIN,449,2024-11-25 11:18:20,1.80,9804.63,2.207959
MAIN,450,2024-11-29 04:22:40,-3.58,9801.05,2.243666
MAIN,451,2024-12-02 01:51:40,1.36,9802.41,2.230102
MAIN,452,2024-12-02 02:01:40,1.41,9803.82,2.216038
MAIN,453,2024-12-02 15:24:40,2.29,9806.11,2.193198
MAIN,454,2024-12-04 15:15:40,2.54,9808.65,2.167864
MAIN,455,2024-12-05 17:32:40,1.99,9810.64,2.148015
MAIN,456,2024-12-05 17:50:40,3.98,9814.62,2.108318
MAIN,457,2024-12-05 19:17:20,2.19,9816.81,2.086475
MAIN,458,2024-12-05 20:39:40,1.98,9818.79,2.066727
MAIN,459,2024-12-06 03:16:40,1.80,9820.59,2.048773
MAIN,460,2024-12-06 03:30:40,2.30,9822.89,2.025833
MAIN,461,2024-12-06 04:02:40,1.70,9824.59,2.008877
MAIN,462,2024-12-11 07:45:40,4.72,9829.31,1.961799
MAIN,463,2024-12-11 08:02:40,3.01,9832.32,1.931777
MAIN,464,2024-12-12 05:16:20,1.77,9834.09,1.914123
MAIN,465,2024-12-12 16:00:40,2.24,9836.33,1.891781
MAIN,466,2024-12-13 03:18:40,0.05,9836.38,1.891283
MAIN,467,2024-12-13 11:00:40,1.72,9838.10,1.874127
MAIN,468,2024-12-18 21:57:40,-71.07,9767.03,2.582984
MAIN,469,2024-12-18 22:00:40,2.41,9769.44,2.558947
MAIN,470,2024-12-19 03:35:40,-0.16,9769.28,2.560543
MAIN,471,2024-12-19 15:22:40,2.55,9771.83,2.535109
MAIN,472,2024-12-19 15:40:40,1.71,9773.54,2.518053
MAIN,473,2024-12-19 15:46:40,2.10,9775.64,2.497108
MAIN,474,2024-12-19 16:07:40,2.10,9777.74,2.476162
MAIN,475,2024-12-19 16:38:40,1.87,9779.61,2.457510
MAIN,476,2024-12-19 20:37:40,1.51,9781.12,2.442450
MAIN,477,2024-12-24 06:50:40,-0.07,9781.05,2.443148
MAIN,478,2024-12-27 21:48:40,1.08,9782.13,2.432376
MAIN,479,2024-12-30 11:29:40,0.89,9783.02,2.423499
MAIN,480,2025-01-03 15:45:40,2.00,9785.02,2.403551
MAIN,481,2025-01-06 11:21:40,1.09,9786.11,2.392679
MAIN,482,2025-01-14 23:20:40,0.97,9787.08,2.383004
MAIN,483,2025-01-17 11:30:40,0.96,9788.04,2.373429
MAIN,484,2025-01-17 13:59:40,1.92,9789.96,2.354279
MAIN,485,2025-01-20 01:30:40,3.22,9793.18,2.322162
MAIN,486,2025-01-20 03:19:20,1.67,9794.85,2.305506
MAIN,487,2025-01-23 06:02:40,0.65,9795.50,2.299023
MAIN,488,2025-01-23 11:52:40,1.55,9797.05,2.283563
MAIN,489,2025-01-23 15:46:40,2.31,9799.36,2.260523
MAIN,490,2025-01-27 11:12:40,1.25,9800.61,2.248055
MAIN,491,2025-01-27 17:20:40,2.80,9803.41,2.220128
MAIN,492,2025-01-27 17:48:20,2.10,9805.51,2.199182
MAIN,493,2025-01-27 22:34:20,1.05,9806.56,2.188709
MAIN,494,2025-01-29 17:31:40,1.42,9807.98,2.174546
MAIN,495,2025-01-29 21:31:40,2.00,9809.98,2.154598
MAIN,496,2025-02-03 03:36:20,2.02,9812.00,2.134450
MAIN,497,2025-02-03 08:15:20,1.41,9813.41,2.120387
MAIN,498,2025-02-06 09:02:40,1.53,9814.94,2.105127
MAIN,499,2025-02-06 10:38:40,1.51,9816.45,2.090066
MAIN,500,2025-02-06 17:15:40,2.51,9818.96,2.065031
MAIN,501,2025-02-11 15:32:20,1.92,9820.88,2.045881
MAIN,502,2025-02-14 15:45:40,3.16,9824.04,2.014363
MAIN,503,2025-02-14 17:40:40,3.78,9827.82,1.976661
MAIN,504,2025-02-18 05:02:40,-0.55,9827.27,1.982146
MAIN,505,2025-02-20 16:35:40,2.60,9829.87,1.956214
MAIN,506,2025-02-21 10:34:40,2.02,9831.89,1.936066
MAIN,507,2025-02-24 03:28:40,1.65,9833.54,1.919609
MAIN,508,2025-02-25 07:41:40,1.27,9834.81,1.906942
MAIN,509,2025-02-25 08:54:40,1.48,9836.29,1.892180
MAIN,510,2025-02-25 10:04:20,1.43,9837.72,1.877917
MAIN,511,2025-02-25 14:50:40,2.95,9840.67,1.848494
MAIN,512,2025-02-25 21:44:40,2.73,9843.40,1.821265
MAIN,513,2025-02-26 16:45:40,1.97,9845.37,1.801616
MAIN,514,2025-02-28 16:42:40,-63.37,9782.00,2.433672
MAIN,515,2025-02-28 16:46:40,2.53,9784.53,2.408438
MAIN,516,2025-02-28 17:01:40,2.63,9787.16,2.382206
MAIN,517,2025-02-28 17:20:40,2.22,9789.38,2.360064
MAIN,518,2025-03-05 15:45:40,3.89,9793.27,2.321265
MAIN,519,2025-03-05 16:02:40,3.62,9796.89,2.285159
MAIN,520,2025-03-06 15:16:40,1.90,9798.79,2.266208
MAIN,521,2025-03-07 02:17:40,3.32,9802.11,2.233094
MAIN,522,2025-03-10 12:05:40,4.21,9806.32,2.191103
MAIN,523,2025-03-10 21:47:40,2.15,9808.47,2.169659
MAIN,524,2025-03-20 15:13:40,1.60,9810.07,2.153700
MAIN,525,2025-03-21 05:03:40,1.09,9811.16,2.142829
MAIN,526,2025-03-21 14:49:40,2.21,9813.37,2.120786
MAIN,527,2025-03-21 18:06:40,2.49,9815.86,2.095951
MAIN,528,2025-03-24 17:50:40,2.17,9818.03,2.074307
MAIN,529,2025-03-24 18:31:20,2.01,9820.04,2.054259
MAIN,530,2025-03-24 21:31:40,1.92,9821.96,2.035109
MAIN,531,2025-04-01 19:02:40,3.11,9825.07,2.004089
MAIN,532,2025-04-01 19:38:40,2.77,9827.84,1.976461
MAIN,533,2025-04-01 19:48:40,2.60,9830.44,1.950529
MAIN,534,2025-04-01 20:15:40,2.61,9833.05,1.924496
MAIN,535,2025-04-03 13:45:40,3.94,9836.99,1.885198
MAIN,536,2025-04-03 14:10:40,3.58,9840.57,1.849491
MAIN,537,2025-04-03 17:07:40,5.86,9846.43,1.791043
MAIN,538,2025-04-04 12:01:40,2.62,9849.05,1.764911
MAIN,539,2025-04-04 17:23:40,7.05,9856.10,1.694594
MAIN,540,2025-04-07 20:29:40,-90.81,9765.29,2.600339
MAIN,541,2025-04-07 20:37:40,5.53,9770.82,2.545183
MAIN,542,2025-04-08 20:16:40,2.89,9773.71,2.516357
MAIN,543,2025-04-08 20:35:40,3.48,9777.19,2.481648
MAIN,544,2025-04-17 18:06:40,6.76,9783.95,2.414223
MAIN,545,2025-04-22 16:45:40,6.00,9789.95,2.354379
MAIN,546,2025-04-22 19:58:40,7.52,9797.47,2.279374
MAIN,547,2025-04-23 02:10:20,5.73,9803.20,2.222222
MAIN,548,2025-04-23 10:01:40,4.22,9807.42,2.180132
MAIN,549,2025-04-23 17:20:40,5.09,9812.51,2.129364
MAIN,550,2025-04-25 07:24:40,3.09,9815.60,2.098544
MAIN,551,2025-04-25 10:17:40,4.64,9820.24,2.052264
MAIN,552,2025-04-25 16:42:40,3.22,9823.46,2.020148
MAIN,553,2025-04-29 06:25:40,4.00,9827.46,1.980251
MAIN,554,2025-04-29 06:31:40,2.96,9830.42,1.950728
MAIN,555,2025-04-29 08:01:20,3.20,9833.62,1.918811
MAIN,556,2025-04-29 08:31:40,3.03,9836.65,1.888590
MAIN,557,2025-04-30 11:15:40,5.10,9841.75,1.837722
MAIN,558,2025-04-30 15:21:40,4.71,9846.46,1.790744
MAIN,559,2025-05-01 01:22:20,2.56,9849.02,1.765210
MAIN,560,2025-05-01 01:30:40,2.49,9851.51,1.740375
MAIN,561,2025-05-01 01:45:40,2.65,9854.16,1.713944
MAIN,562,2025-05-01 02:00:40,4.08,9858.24,1.673250
MAIN,563,2025-05-02 09:20:40,0.89,9859.13,1.664373
MAIN,564,2025-05-08 09:01:40,3.68,9862.81,1.627668
MAIN,565,2025-05-08 10:45:40,3.82,9866.63,1.589567
MAIN,566,2025-05-08 19:16:40,5.87,9872.50,1.531019
MAIN,567,2025-05-08 19:49:20,4.24,9876.74,1.488729
MAIN,568,2025-05-09 01:05:40,1.58,9878.32,1.472970
MAIN,569,2025-05-09 05:15:40,3.59,9881.91,1.437163
MAIN,570,2025-05-09 05:31:40,7.13,9889.04,1.366048
MAIN,571,2025-05-12 02:29:40,3.87,9892.91,1.327449
MAIN,572,2025-05-12 03:00:40,3.89,9896.80,1.288650
MAIN,573,2025-05-12 03:51:20,4.82,9901.62,1.240575
MAIN,574,2025-05-12 04:22:40,4.73,9906.35,1.193397
MAIN,575,2025-05-12 04:31:40,5.66,9912.01,1.136944
MAIN,576,2025-05-12 10:16:40,2.80,9914.81,1.109017
MAIN,577,2025-05-12 10:32:40,3.38,9918.19,1.075304
MAIN,578,2025-05-12 10:54:40,4.40,9922.59,1.031418
MAIN,579,2025-05-12 11:00:40,4.94,9927.53,0.982146
MAIN,580,2025-05-12 11:34:40,3.96,9931.49,0.942649
MAIN,581,2025-05-12 12:21:40,5.07,9936.56,0.892081
MAIN,582,2025-05-12 14:55:40,2.73,9939.29,0.864851
MAIN,583,2025-05-13 17:04:40,3.09,9942.38,0.834032
MAIN,584,2025-05-14 06:41:40,2.50,9944.88,0.809096
MAIN,585,2025-05-14 08:50:20,2.44,9947.32,0.784760
MAIN,586,2025-05-14 15:22:40,2.18,9949.50,0.763016
MAIN,587,2025-05-14 15:32:40,3.63,9953.13,0.726810
MAIN,588,2025-05-15 17:10:40,1.78,9954.91,0.709056
MAIN,589,2025-05-16 15:38:40,5.73,9960.64,0.651905
MAIN,590,2025-05-20 06:05:40,2.54,9963.18,0.626571
MAIN,591,2025-05-23 08:14:40,1.91,9965.09,0.607520
MAIN,592,2025-05-27 08:52:40,1.58,9966.67,0.591761
MAIN,593,2025-05-27 09:00:40,1.81,9968.48,0.573708
MAIN,594,2025-05-27 09:22:40,2.55,9971.03,0.548274
MAIN,595,2025-05-28 11:14:40,2.42,9973.45,0.524137
MAIN,596,2025-05-29 05:48:40,5.07,9978.52,0.473569
MAIN,597,2025-05-30 08:55:40,2.48,9981.00,0.448833
MAIN,598,2025-05-30 17:05:40,2.87,9983.87,0.420207
MAIN,599,2025-06-03 17:17:40,3.21,9987.08,0.388191
MAIN,600,2025-06-06 03:03:20,0.56,9987.64,0.382605
MAIN,601,2025-06-10 16:29:40,1.10,9988.74,0.371634
MAIN,602,2025-06-12 10:48:40,3.05,9991.79,0.341213
MAIN,603,2025-06-16 08:49:40,1.86,9993.65,0.322661
MAIN,604,2025-06-16 13:56:40,1.97,9995.62,0.303012
MAIN,605,2025-06-16 17:00:40,3.16,9998.78,0.271494
MAIN,606,2025-06-16 22:34:40,1.72,10000.50,0.254339
MAIN,607,2025-06-16 23:37:40,1.55,10002.05,0.238879
MAIN,608,2025-06-16 23:57:40,1.43,10003.48,0.224616
MAIN,609,2025-06-18 22:32:40,4.18,10007.66,0.182924
MAIN,610,2025-06-19 09:52:20,2.04,10009.70,0.162577
MAIN,611,2025-06-20 06:16:40,2.23,10011.93,0.140335
MAIN,612,2025-06-24 01:15:40,3.07,10015.00,0.109715
MAIN,613,2025-06-24 01:30:40,3.01,10018.01,0.079693
MAIN,614,2025-06-24 01:49:40,2.18,10020.19,0.057949
MAIN,615,2025-06-24 02:00:20,1.90,10022.09,0.038999
MAIN,616,2025-06-24 06:34:40,2.12,10024.21,0.017854
MAIN,617,2025-06-26 02:51:40,-2.31,10021.90,0.040894
MAIN,618,2025-06-26 17:43:40,4.06,10025.96,0.000399
MAIN,619,2025-06-27 03:54:40,2.55,10028.51,0.000000
MAIN,620,2025-06-30 22:18:40,1.10,10029.61,0.000000
MAIN,621,2025-07-03 15:45:40,3.21,10032.82,0.000000
MAIN,622,2025-07-07 04:17:40,2.72,10035.54,0.000000
MAIN,623,2025-07-07 04:31:40,1.89,10037.43,0.000000
MAIN,624,2025-07-07 06:09:40,2.89,10040.32,0.000000
MAIN,625,2025-07-07 07:52:40,1.98,10042.30,0.000000
MAIN,626,2025-07-08 20:25:40,3.54,10045.84,0.000000
MAIN,627,2025-07-09 06:05:40,1.77,10047.61,0.000000
MAIN,628,2025-07-14 16:04:40,2.47,10050.08,0.000000
MAIN,629,2025-07-14 17:49:40,2.16,10052.24,0.000000
MAIN,630,2025-07-14 18:04:40,2.50,10054.74,0.000000
MAIN,631,2025-07-15 17:25:40,2.24,10056.98,0.000000
MAIN,632,2025-07-16 07:30:40,0.40,10057.38,0.000000
MAIN,633,2025-07-16 17:25:20,1.86,10059.24,0.000000
MAIN,634,2025-07-16 17:48:40,2.63,10061.87,0.000000
MAIN,635,2025-07-17 09:46:40,1.93,10063.80,0.000000
MAIN,636,2025-07-17 15:46:40,1.98,10065.78,0.000000
MAIN,637,2025-07-17 16:01:40,1.80,10067.58,0.000000
MAIN,638,2025-07-23 16:42:40,1.67,10069.25,0.000000
MAIN,639,2025-07-28 16:53:40,-94.04,9975.21,0.933933
MAIN,640,2025-07-28 17:00:40,4.80,9980.01,0.886263
MAIN,641,2025-07-28 17:22:20,2.18,9982.19,0.864613
MAIN,642,2025-07-28 17:46:40,2.87,9985.06,0.836110
MAIN,643,2025-07-28 18:10:40,2.87,9987.93,0.807607
MAIN,644,2025-07-30 16:00:40,1.86,9989.79,0.789135
MAIN,645,2025-07-30 16:17:40,2.75,9992.54,0.761824
MAIN,646,2025-07-30 16:34:40,2.42,9994.96,0.737791
MAIN,647,2025-07-30 16:47:40,2.84,9997.80,0.709586
MAIN,648,2025-07-30 17:09:40,3.46,10001.26,0.675224
MAIN,649,2025-07-31 10:45:40,-0.71,10000.55,0.682275
MAIN,650,2025-08-05 08:20:40,2.16,10002.71,0.660824
MAIN,651,2025-08-05 13:03:40,1.84,10004.55,0.642550
MAIN,652,2025-08-05 15:25:40,2.84,10007.39,0.614346
MAIN,653,2025-08-06 08:47:40,1.15,10008.54,0.602925
MAIN,654,2025-08-06 13:15:40,1.87,10010.41,0.584353
MAIN,655,2025-08-11 04:18:20,1.91,10012.32,0.565385
MAIN,656,2025-08-11 04:49:40,2.01,10014.33,0.545423
MAIN,657,2025-08-11 09:30:40,1.61,10015.94,0.529434
MAIN,658,2025-08-11 09:49:40,1.90,10017.84,0.510564
MAIN,659,2025-08-13 17:03:40,0.90,10018.74,0.501626
MAIN,660,2025-08-14 11:23:40,1.70,10020.44,0.484743
MAIN,661,2025-08-14 17:16:40,2.56,10023.00,0.459319
MAIN,662,2025-08-18 03:05:40,0.88,10023.88,0.450580
MAIN,663,2025-08-18 18:22:20,1.44,10025.32,0.436279
MAIN,664,2025-08-18 18:49:40,1.84,10027.16,0.418005
MAIN,665,2025-08-18 19:39:40,1.35,10028.51,0.404598
MAIN,666,2025-08-18 19:54:20,1.41,10029.92,0.390595
MAIN,667,2025-08-19 16:15:40,1.53,10031.45,0.375400
MAIN,668,2025-08-19 19:16:40,1.93,10033.38,0.356233
MAIN,669,2025-08-20 07:43:20,0.32,10033.70,0.353055
MAIN,670,2025-08-21 09:30:40,0.77,10034.47,0.345408
MAIN,671,2025-08-21 13:45:40,1.11,10035.58,0.334384
MAIN,672,2025-08-21 14:21:40,1.85,10037.43,0.316012
MAIN,673,2025-08-22 08:45:40,1.27,10038.70,0.303399
MAIN,674,2025-08-22 09:56:40,1.10,10039.80,0.292475
MAIN,675,2025-08-26 03:07:40,2.21,10042.01,0.270527
MAIN,676,2025-08-27 09:16:40,0.95,10042.96,0.261092
MAIN,677,2025-09-04 05:24:40,2.90,10045.86,0.232291
MAIN,678,2025-09-04 09:31:40,3.03,10048.89,0.202200
MAIN,679,2025-09-09 23:05:40,1.23,10050.12,0.189984
MAIN,680,2025-09-10 01:04:40,1.36,10051.48,0.176478
MAIN,681,2025-09-11 09:03:40,2.52,10054.00,0.151451
MAIN,682,2025-09-11 12:34:20,1.95,10055.95,0.132085
MAIN,683,2025-09-15 03:00:40,1.27,10057.22,0.119473
MAIN,684,2025-09-15 05:00:40,1.58,10058.80,0.103781
MAIN,685,2025-09-17 04:46:40,1.37,10060.17,0.090176
MAIN,686,2025-09-17 09:46:40,1.26,10061.43,0.077662
MAIN,687,2025-09-17 10:33:40,1.71,10063.14,0.060680
MAIN,688,2025-09-17 11:30:20,1.72,10064.86,0.043598
MAIN,689,2025-09-18 02:13:20,0.97,10065.83,0.033965
MAIN,690,2025-09-18 09:16:40,2.24,10068.07,0.011719
MAIN,691,2025-09-18 10:06:40,3.33,10071.40,0.000000
MAIN,692,2025-09-18 16:46:40,4.48,10075.88,0.000000
MAIN,693,2025-09-24 18:02:40,2.62,10078.50,0.000000
MAIN,694,2025-09-25 03:08:40,-0.88,10077.62,0.008731
MAIN,695,2025-09-30 16:47:40,5.02,10082.64,0.000000
MAIN,696,2025-10-02 18:00:40,5.96,10088.60,0.000000
MAIN,697,2025-10-02 19:17:40,4.85,10093.45,0.000000
MAIN,698,2025-10-03 06:43:40,2.02,10095.47,0.000000
MAIN,699,2025-10-09 02:30:40,3.85,10099.32,0.000000
MAIN,700,2025-10-09 02:55:20,3.09,10102.41,0.000000
MAIN,701,2025-10-09 03:05:40,3.96,10106.37,0.000000
MAIN,702,2025-10-09 22:14:40,5.24,10111.61,0.000000
MAIN,703,2025-10-10 07:15:40,4.16,10115.77,0.000000
MAIN,704,2025-10-17 15:00:40,5.69,10121.46,0.000000
MAIN,705,2025-10-17 17:15:40,13.49,10134.95,0.000000
MAIN,706,2025-10-17 20:23:40,8.31,10143.26,0.000000
MAIN,707,2025-10-17 20:38:40,9.73,10152.99,0.000000
MAIN,708,2025-10-21 15:46:40,-90.00,10062.99,0.886438
MAIN,709,2025-10-21 16:37:40,13.88,10076.87,0.749730
MAIN,710,2025-10-21 17:39:20,-90.00,9986.87,1.636168
MAIN,711,2025-10-21 17:48:20,11.96,9998.83,1.518370
MAIN,712,2025-10-21 18:11:40,11.67,10010.50,1.403429
MAIN,713,2025-10-21 18:42:40,13.14,10023.64,1.274009
MAIN,714,2025-10-21 19:53:40,11.83,10035.47,1.157492
MAIN,715,2025-10-21 21:02:40,8.64,10044.11,1.072393
MAIN,716,2025-10-22 03:15:20,9.37,10053.48,0.980105
MAIN,717,2025-10-22 03:34:40,22.99,10076.47,0.753670
MAIN,718,2025-10-22 14:20:40,9.87,10086.34,0.656457
MAIN,719,2025-10-22 14:37:20,10.04,10096.38,0.557570
MAIN,720,2025-10-22 14:49:20,10.87,10107.25,0.450508
MAIN,721,2025-10-24 09:15:40,3.49,10110.74,0.416134
MAIN,722,2025-10-24 15:30:40,18.25,10128.99,0.236384
MAIN,723,2025-10-27 03:08:40,4.67,10133.66,0.190387
MAIN,724,2025-10-27 12:00:40,6.64,10140.30,0.124988
MAIN,725,2025-10-27 12:17:40,4.15,10144.45,0.084113
MAIN,726,2025-10-27 12:31:40,3.83,10148.28,0.046390
MAIN,727,2025-10-27 13:05:20,5.27,10153.55,0.000000
MAIN,728,2025-10-27 13:36:40,5.80,10159.35,0.000000
MAIN,729,2025-10-27 14:46:40,4.91,10164.26,0.000000
MAIN,730,2025-10-27 15:01:40,5.65,10169.91,0.000000
MAIN,731,2025-10-27 21:05:40,4.17,10174.08,0.000000
MAIN,732,2025-10-28 10:14:20,4.55,10178.63,0.000000
MAIN,733,2025-10-28 16:52:40,4.54,10183.17,0.000000
MAIN,734,2025-10-29 21:45:40,7.60,10190.77,0.000000
MAIN,735,2025-10-29 22:45:40,7.90,10198.67,0.000000
MAIN,736,2025-10-31 19:21:40,4.95,10203.62,0.000000
MAIN,737,2025-11-03 02:23:40,4.12,10207.74,0.000000
MAIN,738,2025-11-04 16:30:20,4.43,10212.17,0.000000
MAIN,739,2025-11-04 16:45:40,5.80,10217.97,0.000000
MAIN,740,2025-11-06 19:33:40,3.60,10221.57,0.000000
MAIN,741,2025-11-11 17:39:40,6.08,10227.65,0.000000
MAIN,742,2025-11-11 17:50:40,3.85,10231.50,0.000000
MAIN,743,2025-11-11 18:02:40,3.23,10234.73,0.000000
MAIN,744,2025-11-12 06:30:40,2.91,10237.64,0.000000
MAIN,745,2025-11-12 06:48:40,2.58,10240.22,0.000000
MAIN,746,2025-11-12 08:05:40,3.12,10243.34,0.000000
MAIN,747,2025-11-13 16:45:40,5.20,10248.54,0.000000
MAIN,748,2025-11-13 20:50:40,5.61,10254.15,0.000000
MAIN,749,2025-11-13 21:34:40,5.17,10259.32,0.000000
MAIN,750,2025-11-14 13:30:40,3.31,10262.63,0.000000
MAIN,751,2025-11-14 14:04:40,4.49,10267.12,0.000000
MAIN,752,2025-11-14 16:33:40,-90.00,10177.12,0.876585
MAIN,753,2025-11-14 16:53:40,10.38,10187.50,0.775485
MAIN,754,2025-11-17 08:00:40,3.18,10190.68,0.744513
MAIN,755,2025-11-17 08:18:40,4.53,10195.21,0.700391
MAIN,756,2025-11-17 21:47:20,3.84,10199.05,0.662990
MAIN,757,2025-11-17 22:04:40,3.74,10202.79,0.626563
MAIN,758,2025-11-17 22:16:40,4.23,10207.02,0.585364
MAIN,759,2025-11-20 04:31:40,4.68,10211.70,0.539781
MAIN,760,2025-11-27 05:06:40,2.06,10213.76,0.519717
MAIN,761,2025-11-28 10:31:40,3.37,10217.13,0.486894
MAIN,762,2025-11-28 10:47:20,2.78,10219.91,0.459817
MAIN,763,2025-12-02 03:15:40,2.54,10222.45,0.435078
MAIN,764,2025-12-02 13:32:40,3.05,10225.50,0.405372
MAIN,765,2025-12-02 18:02:40,4.25,10229.75,0.363977
MAIN,766,2025-12-04 08:02:40,2.82,10232.57,0.336511
MAIN,767,2025-12-04 08:18:40,2.40,10234.97,0.313136
MAIN,768,2025-12-08 17:17:40,5.41,10240.38,0.260443
MAIN,769,2025-12-09 08:15:40,2.16,10242.54,0.239405
MAIN,770,2025-12-10 13:54:20,1.52,10244.06,0.224600
MAIN,771,2025-12-15 17:30:40,4.90,10248.96,0.176875
MAIN,772,2025-12-15 20:34:40,5.45,10254.41,0.123793
MAIN,773,2025-12-16 05:17:40,4.38,10258.79,0.081133
MAIN,774,2025-12-23 16:45:40,4.16,10262.95,0.040615
MAIN,775,2025-12-23 17:00:40,4.43,10267.38,0.000000
MAIN,776,2025-12-23 17:38:40,4.48,10271.86,0.000000
MAIN,777,2025-12-24 17:52:40,4.88,10276.74,0.000000
MAIN,778,2025-12-29 02:33:40,5.93,10282.67,0.000000
MAIN,779,2025-12-29 02:45:40,7.98,10290.65,0.000000
MAIN,780,2025-12-29 16:06:40,-90.00,10200.65,0.874580
MAIN,781,2025-12-29 16:15:40,6.74,10207.39,0.809084
MAIN,782,2025-12-30 14:11:40,2.53,10209.92,0.784499
MAIN,783,2025-12-30 23:02:40,3.60,10213.52,0.749515
BWD,1,2020-01-06 17:33:40,1.03,10001.03,0.000000
BWD,2,2020-01-06 17:46:40,1.75,10002.78,0.000000
BWD,3,2020-01-06 18:53:40,1.38,10004.16,0.000000
BWD,4,2020-01-07 04:34:40,0.67,10004.83,0.000000
BWD,5,2020-01-08 15:45:40,1.27,10006.10,0.000000
BWD,6,2020-01-08 18:46:40,2.71,10008.81,0.000000
BWD,7,2020-01-08 22:37:40,0.87,10009.68,0.000000
BWD,8,2020-01-09 08:30:40,0.75,10010.43,0.000000
BWD,9,2020-01-09 08:45:40,1.74,10012.17,0.000000
BWD,10,2020-01-09 09:00:40,1.16,10013.33,0.000000
BWD,11,2020-01-13 10:46:40,0.70,10014.03,0.000000
BWD,12,2020-01-13 12:39:40,1.27,10015.30,0.000000
BWD,13,2020-01-14 13:10:40,0.53,10015.83,0.000000
BWD,14,2020-01-16 08:02:40,0.35,10016.18,0.000000
BWD,15,2020-01-21 10:00:40,0.66,10016.84,0.000000
BWD,16,2020-01-21 10:19:40,0.54,10017.38,0.000000
BWD,17,2020-01-21 10:33:40,0.63,10018.01,0.000000
BWD,18,2020-01-21 18:00:40,1.11,10019.12,0.000000
BWD,19,2020-01-22 05:26:40,0.56,10019.68,0.000000
BWD,20,2020-01-28 10:00:40,0.81,10020.49,0.000000
BWD,21,2020-01-28 14:17:40,0.62,10021.11,0.000000
BWD,22,2020-01-28 15:37:40,0.61,10021.72,0.000000
BWD,23,2020-01-28 18:04:40,1.56,10023.28,0.000000
BWD,24,2020-01-31 01:05:40,0.28,10023.56,0.000000
BWD,25,2020-02-03 09:32:40,0.51,10024.07,0.000000
BWD,26,2020-02-03 09:46:40,0.66,10024.73,0.000000
BWD,27,2020-02-04 08:10:40,0.46,10025.19,0.000000
BWD,28,2020-02-04 09:21:40,0.58,10025.77,0.000000
BWD,29,2020-02-04 10:31:20,0.94,10026.71,0.000000
BWD,30,2020-02-04 12:30:40,1.11,10027.82,0.000000
BWD,31,2020-02-04 15:18:40,0.60,10028.42,0.000000
BWD,32,2020-02-04 15:32:40,0.60,10029.02,0.000000
