drive_file_id,filename,size_bytes,sha256,purpose
1IhRFAu7yS83TPXl-l_GdZsE_H1PbtAVn,ssrn-2474755.pdf,675272,ab354be92f6e1f0c00dc65a67951cda648a879e3d14cf65601da65f31c086b3c,BATCH1_FULLTEXT
1G6GXj6mAJideiWlqCd_OuiEkWxa8tow9,ssrn-962461.pdf,1158589,e19667fcad0ed40914512d9dcf3c5f08e5a6329181932626a79dfe9c1eb3ab37,BATCH1_FULLTEXT
1z4WpumsULSnPX7Gw-IQ9yGD9wW3tJ5kP,ssrn-3412429.pdf,2208964,110f3cc97475c846bcc4025654c57ad8c48e26983121f464e306a972384641cf,BATCH1_FULLTEXT
1THqqe3JFcK3bCP75GdukKu7KhEtH7Tvh,ssrn-3813202.pdf,999615,68775df55a33f4b3036c5eb10a0ff4c15e124eaaa50d9c474c1671b8c2f529a2,BATCH1_FULLTEXT
15Ngcj17ccv9chGBsBU9OwLRWVZ1vgOg7,ssrn-3808539.pdf,731000,984c3846a2895d95c8db5c41e14d6ba9d01bdd59ed9784f7060d5d9e413a474e,BATCH1_FULLTEXT
14rHBr4YXoMuNKJGe6RI07xGSwkavlD5N,ssrn-5048674.pdf,2677728,0d5b7fb261a7fa057e33f82db642b1df1f1bf6e19828ec290e29f3608a213cb7,BATCH1_FULLTEXT
14Y2c5_evpbgiUC8S76QvZCefGWHwHveL,ssrn-2147012.pdf,712561,47e92906aa2a87b3fde502def0d5b96518b3975d8b7fe46ba5e8d238bcf4bf18,BATCH1_FULLTEXT
1Lahruer81Vb8EpLfI5wxY6L5EDNa11wU,ssrn_id3453295_code2224789.pdf,1676809,1bc54915eb2778b1b6a8eacfa0b07fb8c568f2cd5caa3ded45fa28f47c83c73e,DUPLICATE_PROOF
1bLpubJa-A5BE3FXPp4Rd5vD2L-YCXw0T,ssrn_id3453295_code2224789.pdf,1676809,1bc54915eb2778b1b6a8eacfa0b07fb8c568f2cd5caa3ded45fa28f47c83c73e,DUPLICATE_PROOF
