drive_file_id,filename,size_bytes,sha256,batch_role
1Y2E82TFHk6GzgynFJzqNB3mLRwJUQa93,ssrn-4708400.pdf,314039,06678cbb7d3a00431cbad3cbf9c638db96c25d795aa9fee6e53bae529db25994,BATCH2_FULLTEXT
1cQwT4FO9xxK0YdJ1Bfn-z5HAkDd2aFuO,ssrn-2269045.pdf,193183,907ad107078537619499322b67e486c6ca483d5bc6d314b1b767d3a1a153e083,BATCH2_FULLTEXT
1kjhbyOtWk-ZFFdt1yr6zdjjCtlw1XGi6,ssrn-1843305.pdf,604440,25a05a86fc949b4ae38d326891f8c7620bc76da58f6387df57b22e25d250f716,BATCH2_FULLTEXT
1b95Gpr5mqTzd6D6ozAmFKx3h0wfGVFDv,ssrn-3375564.pdf,1178094,0d2f5b6f8abd39c8b98bf7d5eeec38d705e55ea779c3e93afce75cdc1524b5fb,BATCH2_FULLTEXT
1oNxNnYTGyoGV41kxmsjalvASaVoVDsBv,ssrn-1585517.pdf,914767,9f06e6051e7eb76b5ddf8b8955f96562303b4308bfd7da400a56835a785fb12e,BATCH2_FULLTEXT
