Time,Deal,Symbol,Type,Direction,Volume,Price,Order,Commission,Swap,Profit,Balance,Comment
2026.01.19 01:05:01,641,XAUUSD,sell,out,0.03,4646.99,641,0.00,0.00,82.74,14 102.38,tp 4638.76
2026.01.19 01:05:01,642,XAUUSD,sell,out,0.02,4646.99,642,0.00,0.00,33.98,14 136.36,
2026.01.19 01:05:01,643,XAUUSD,sell,out,0.01,4646.99,643,0.00,0.00,26.79,14 163.15,
2026.01.20 07:00:00,644,XAUUSD,buy,in,0.01,4695.26,644,0.00,0.00,0.00,14 163.15,CT_1st_Buy
2026.01.20 08:00:00,645,XAUUSD,buy,in,0.02,4714.74,645,0.00,0.00,0.00,14 163.15,CT_Rec_Buy
2026.01.20 09:00:00,646,XAUUSD,buy,in,0.03,4712.34,646,0.00,0.00,0.00,14 163.15,CT_Rec_Buy
2026.01.20 10:53:08,647,XAUUSD,sell,out,0.03,4727.16,647,0.00,0.00,44.46,14 207.61,
2026.01.20 10:53:08,648,XAUUSD,sell,out,0.02,4727.16,648,0.00,0.00,24.84,14 232.45,
2026.01.20 10:53:08,649,XAUUSD,sell,out,0.01,4727.16,649,0.00,0.00,31.90,14 264.35,
2026.01.21 03:00:00,650,XAUUSD,buy,in,0.01,4784.53,650,0.00,0.00,0.00,14 264.35,CT_1st_Buy
2026.01.21 04:00:00,651,XAUUSD,buy,in,0.02,4835.21,651,0.00,0.00,0.00,14 264.35,CT_Rec_Buy
2026.01.21 05:00:03,652,XAUUSD,buy,in,0.03,4837.42,652,0.00,0.00,0.00,14 264.35,CT_Rec_Buy
2026.01.21 05:03:57,653,XAUUSD,sell,out,0.03,4844.55,653,0.00,0.00,21.39,14 285.74,
2026.01.21 05:03:57,654,XAUUSD,sell,out,0.02,4844.55,654,0.00,0.00,18.68,14 304.42,
2026.01.21 05:03:57,655,XAUUSD,sell,out,0.01,4844.55,655,0.00,0.00,60.02,14 364.44,
2026.01.22 09:00:00,656,XAUUSD,buy,in,0.01,4827.09,656,0.00,0.00,0.00,14 364.44,CT_1st_Buy
2026.01.22 10:00:00,657,XAUUSD,buy,in,0.02,4833.07,657,0.00,0.00,0.00,14 364.44,CT_Rec_Buy
2026.01.22 17:34:29,658,XAUUSD,sell,out,0.02,4864.44,658,0.00,0.00,62.74,14 427.18,
2026.01.22 17:34:29,659,XAUUSD,sell,out,0.01,4864.44,659,0.00,0.00,37.35,14 464.53,
2026.01.23 03:00:00,660,XAUUSD,buy,in,0.01,4965.81,660,0.00,0.00,0.00,14 464.53,CT_1st_Buy
2026.01.23 12:00:00,661,XAUUSD,sell,in,0.02,4918.83,661,0.00,0.00,0.00,14 464.53,CT_Rec_Sell
2026.01.23 19:00:00,662,XAUUSD,buy,in,0.03,4981.07,662,0.00,0.00,0.00,14 464.53,CT_Rec_Buy
2026.01.26 03:00:00,663,XAUUSD,buy,in,0.04,5041.86,663,0.00,0.00,0.00,14 464.53,CT_Rec_Buy
2026.01.26 03:12:54,664,XAUUSD,sell,out,0.03,5055.83,664,0.00,0.00,224.28,14 688.81,tp 5055.74
2026.01.26 03:13:13,665,XAUUSD,sell,out,0.04,5057.52,665,0.00,0.00,62.64,14 751.45,
2026.01.26 03:13:13,666,XAUUSD,buy,out,0.02,5057.71,666,0.00,0.00,-277.76,14 473.69,
2026.01.26 03:13:13,667,XAUUSD,sell,out,0.01,5057.52,667,0.00,0.00,91.71,14 565.40,
2026.01.28 01:01:05,668,XAUUSD,buy,in,0.01,5173.14,668,0.00,0.00,0.00,14 565.40,CT_1st_Buy
2026.01.28 05:00:00,669,XAUUSD,buy,in,0.02,5231.53,669,0.00,0.00,0.00,14 565.40,CT_Rec_Buy
2026.01.28 05:08:51,670,XAUUSD,sell,out,0.02,5245.52,670,0.00,0.00,27.98,14 593.38,
2026.01.28 05:08:51,671,XAUUSD,sell,out,0.01,5245.52,671,0.00,0.00,72.38,14 665.76,
2026.01.29 03:00:00,672,XAUUSD,buy,in,0.01,5520.63,672,0.00,0.00,0.00,14 665.76,CT_1st_Buy
2026.01.29 19:00:00,673,XAUUSD,sell,in,0.02,5263.60,673,0.00,0.00,0.00,14 665.76,CT_Rec_Sell
2026.01.30 06:00:00,674,XAUUSD,sell,in,0.03,5195.63,674,0.00,0.00,0.00,14 665.76,CT_Rec_Sell
2026.01.30 09:35:50,675,XAUUSD,buy,out,0.03,5122.44,675,0.00,0.00,219.57,14 885.33,
2026.01.30 09:35:50,676,XAUUSD,buy,out,0.02,5122.44,676,0.00,0.00,282.32,15 167.65,
2026.01.30 09:35:50,677,XAUUSD,sell,out,0.01,5121.34,677,0.00,0.00,-399.29,14 768.36,
2026.02.03 03:00:00,678,XAUUSD,buy,in,0.01,4783.77,678,0.00,0.00,0.00,14 768.36,CT_1st_Buy
2026.02.03 08:40:51,679,XAUUSD,sell,out,0.01,4884.91,679,0.00,0.00,101.14,14 869.50,
2026.02.04 06:00:00,680,XAUUSD,buy,in,0.01,5070.57,680,0.00,0.00,0.00,14 869.50,CT_1st_Buy
2026.02.04 18:00:00,681,XAUUSD,sell,in,0.02,4920.77,681,0.00,0.00,0.00,14 869.50,CT_Rec_Sell
2026.02.04 19:00:00,682,XAUUSD,sell,in,0.03,4904.38,682,0.00,0.00,0.00,14 869.50,CT_Rec_Sell
2026.02.05 02:00:00,683,XAUUSD,buy,in,0.04,5012.37,683,0.00,0.00,0.00,14 869.50,CT_Rec_Buy
2026.02.06 01:49:34,684,XAUUSD,buy,out,0.03,4713.88,684,0.00,0.00,571.50,15 441.00,tp 4714.57
2026.02.06 02:00:00,685,XAUUSD,sell,in,0.05,4704.07,685,0.00,0.00,0.00,15 441.00,CT_Rec_Sell
2026.02.06 04:10:07,686,XAUUSD,buy,out,0.05,4792.35,686,0.00,0.00,-441.40,14 999.60,
2026.02.06 04:10:07,687,XAUUSD,sell,out,0.04,4792.12,687,0.00,0.00,-881.00,14 118.60,
2026.02.06 04:10:07,688,XAUUSD,buy,out,0.02,4792.35,688,0.00,0.00,256.84,14 375.44,
2026.02.06 04:10:07,689,XAUUSD,sell,out,0.01,4792.12,689,0.00,0.00,-278.45,14 096.99,
2026.02.09 22:00:00,690,XAUUSD,buy,in,0.01,5075.09,690,0.00,0.00,0.00,14 096.99,CT_1st_Buy
2026.02.10 03:00:00,691,XAUUSD,sell,in,0.02,5018.96,691,0.00,0.00,0.00,14 096.99,CT_Rec_Sell
2026.02.11 14:00:00,692,XAUUSD,buy,in,0.03,5112.38,692,0.00,0.00,0.00,14 096.99,CT_Rec_Buy
2026.02.12 03:00:00,693,XAUUSD,sell,in,0.04,5061.96,693,0.00,0.00,0.00,14 096.99,CT_Rec_Sell
2026.02.12 18:10:54,694,XAUUSD,buy,out,0.04,5036.47,694,0.00,0.00,101.96,14 198.95,tp 5037.90
2026.02.12 18:17:38,695,XAUUSD,buy,out,0.02,4930.51,695,0.00,0.00,176.90,14 375.85,tp 4930.58
2026.02.12 20:00:00,696,XAUUSD,sell,in,0.04,4941.42,696,0.00,0.00,0.00,14 375.85,CT_Rec_Sell
2026.02.13 05:00:00,697,XAUUSD,buy,in,0.05,4988.47,697,0.00,0.00,0.00,14 375.85,CT_Rec_Buy
2026.02.13 06:49:33,698,XAUUSD,sell,out,0.05,4973.32,698,0.00,0.00,-75.75,14 300.10,
2026.02.13 06:49:33,699,XAUUSD,buy,out,0.04,4973.51,699,0.00,0.00,-128.36,14 171.74,
2026.02.13 06:49:33,700,XAUUSD,sell,out,0.03,4973.32,700,0.00,0.00,-417.18,13 754.56,
2026.02.13 06:49:33,701,XAUUSD,sell,out,0.01,4973.32,701,0.00,0.00,-101.77,13 652.79,
2026.02.18 07:00:00,702,XAUUSD,buy,in,0.01,4934.59,702,0.00,0.00,0.00,13 652.79,CT_1st_Buy
2026.02.18 08:01:39,703,XAUUSD,buy,in,0.02,4932.33,703,0.00,0.00,0.00,13 652.79,CT_Rec_Buy
2026.02.18 15:36:34,704,XAUUSD,sell,out,0.02,4962.55,704,0.00,0.00,60.44,13 713.23,tp 4962.33
2026.02.18 16:00:00,705,XAUUSD,buy,in,0.02,4954.44,705,0.00,0.00,0.00,13 713.23,CT_Rec_Buy
2026.02.18 16:16:02,706,XAUUSD,sell,out,0.02,4961.21,706,0.00,0.00,13.54,13 726.77,
2026.02.18 16:16:02,707,XAUUSD,sell,out,0.01,4961.21,707,0.00,0.00,26.62,13 753.39,
2026.02.19 09:00:00,708,XAUUSD,buy,in,0.01,5018.25,708,0.00,0.00,0.00,13 753.39,CT_1st_Buy
2026.02.19 10:00:00,709,XAUUSD,buy,in,0.02,5010.75,709,0.00,0.00,0.00,13 753.39,CT_Rec_Buy
2026.02.20 15:51:16,710,XAUUSD,sell,out,0.02,5046.65,710,0.00,0.00,71.80,13 825.19,
2026.02.20 15:51:16,711,XAUUSD,sell,out,0.01,5046.65,711,0.00,0.00,28.40,13 853.59,
2026.02.23 05:00:00,712,XAUUSD,buy,in,0.01,5173.93,712,0.00,0.00,0.00,13 853.59,CT_1st_Buy
2026.02.23 11:00:00,713,XAUUSD,sell,in,0.02,5139.54,713,0.00,0.00,0.00,13 853.59,CT_Rec_Sell
2026.02.23 18:00:00,714,XAUUSD,buy,in,0.03,5196.10,714,0.00,0.00,0.00,13 853.59,CT_Rec_Buy
2026.02.24 01:01:00,715,XAUUSD,buy,in,0.04,5232.60,715,0.00,0.00,0.00,13 853.59,CT_Rec_Buy
2026.02.24 15:59:25,716,XAUUSD,buy,out,0.02,5119.73,716,0.00,0.00,39.62,13 893.21,tp 5122.41
2026.02.24 15:59:25,717,XAUUSD,sell,out,0.04,5119.54,717,0.00,0.00,-452.24,13 440.97,
2026.02.24 15:59:25,718,XAUUSD,sell,out,0.03,5119.54,718,0.00,0.00,-229.68,13 211.29,
2026.02.24 15:59:25,719,XAUUSD,sell,out,0.01,5119.54,719,0.00,0.00,-54.39,13 156.90,
2026.02.26 05:00:00,720,XAUUSD,sell,in,0.01,5184.35,720,0.00,0.00,0.00,13 156.90,CT_1st_Sell
2026.02.26 13:54:23,721,XAUUSD,buy,out,0.01,5161.61,721,0.00,0.00,22.74,13 179.64,tp 5161.61
2026.02.27 17:00:00,722,XAUUSD,buy,in,0.01,5223.62,722,0.00,0.00,0.00,13 179.64,CT_1st_Buy
2026.03.02 01:10:09,723,XAUUSD,sell,out,0.01,5351.99,723,0.00,0.00,128.37,13 308.01,tp 5323.01
2026.03.03 13:00:00,724,XAUUSD,sell,in,0.01,5248.49,724,0.00,0.00,0.00,13 308.01,CT_1st_Sell
2026.03.03 13:29:16,725,XAUUSD,buy,out,0.01,5147.06,725,0.00,0.00,101.43,13 409.44,
2026.03.04 09:00:00,726,XAUUSD,buy,in,0.01,5160.79,726,0.00,0.00,0.00,13 409.44,CT_1st_Buy
2026.03.04 14:00:00,727,XAUUSD,buy,in,0.02,5192.23,727,0.00,0.00,0.00,13 409.44,CT_Rec_Buy
2026.03.04 18:00:00,728,XAUUSD,sell,in,0.03,5151.47,728,0.00,0.00,0.00,13 409.44,CT_Rec_Sell
2026.03.05 03:00:00,729,XAUUSD,buy,in,0.04,5172.69,729,0.00,0.00,0.00,13 409.44,CT_Rec_Buy
2026.03.05 15:22:29,730,XAUUSD,buy,out,0.03,5099.55,730,0.00,0.00,155.76,13 565.20,tp 5103.08
2026.03.05 17:00:00,731,XAUUSD,sell,in,0.05,5102.16,731,0.00,0.00,0.00,13 565.20,CT_Rec_Sell
2026.03.09 04:00:22,732,XAUUSD,buy,out,0.05,5023.24,732,0.00,0.00,394.60,13 959.80,
2026.03.09 04:00:22,733,XAUUSD,sell,out,0.04,5023.00,733,0.00,0.00,-598.76,13 361.04,
2026.03.09 04:00:22,734,XAUUSD,sell,out,0.02,5023.00,734,0.00,0.00,-338.46,13 022.58,
2026.03.09 04:00:22,735,XAUUSD,sell,out,0.01,5023.00,735,0.00,0.00,-137.79,12 884.79,
2026.03.12 08:00:00,736,XAUUSD,sell,in,0.01,5142.62,736,0.00,0.00,0.00,12 884.79,CT_1st_Sell
2026.03.12 12:00:00,737,XAUUSD,buy,in,0.02,5178.25,737,0.00,0.00,0.00,12 884.79,CT_Rec_Buy
2026.03.12 18:00:00,738,XAUUSD,sell,in,0.03,5142.90,738,0.00,0.00,0.00,12 884.79,CT_Rec_Sell
2026.03.12 19:00:00,739,XAUUSD,sell,in,0.04,5132.37,739,0.00,0.00,0.00,12 884.79,CT_Rec_Sell
2026.03.12 20:41:55,740,XAUUSD,buy,out,0.04,5107.29,740,0.00,0.00,100.32,12 985.11,
2026.03.12 20:41:55,741,XAUUSD,buy,out,0.03,5107.29,741,0.00,0.00,106.83,13 091.94,
2026.03.12 20:41:55,742,XAUUSD,sell,out,0.02,5107.10,742,0.00,0.00,-142.30,12 949.64,
2026.03.12 20:41:55,743,XAUUSD,buy,out,0.01,5107.29,743,0.00,0.00,35.33,12 984.97,
2026.03.13 23:00:00,744,XAUUSD,sell,in,0.01,5016.71,744,0.00,0.00,0.00,12 984.97,CT_1st_Sell
2026.03.16 01:05:21,745,XAUUSD,sell,in,0.02,5019.19,745,0.00,0.00,0.00,12 984.97,CT_Rec_Sell
2026.03.16 02:20:24,746,XAUUSD,buy,out,0.02,4983.95,746,0.00,0.00,70.48,13 055.45,
2026.03.16 02:20:24,747,XAUUSD,buy,out,0.01,4983.95,747,0.00,0.00,32.76,13 088.21,
2026.03.17 08:00:00,748,XAUUSD,buy,in,0.01,5038.11,748,0.00,0.00,0.00,13 088.21,CT_1st_Buy
2026.03.18 15:00:00,749,XAUUSD,sell,in,0.02,4930.22,749,0.00,0.00,0.00,13 088.21,CT_Rec_Sell
2026.03.18 16:00:00,750,XAUUSD,sell,in,0.03,4881.55,750,0.00,0.00,0.00,13 088.21,CT_Rec_Sell
2026.03.18 16:16:41,751,XAUUSD,buy,out,0.03,4841.25,751,0.00,0.00,120.90,13 209.11,
2026.03.18 16:16:41,752,XAUUSD,buy,out,0.02,4841.25,752,0.00,0.00,177.94,13 387.05,
2026.03.18 16:16:41,753,XAUUSD,sell,out,0.01,4841.06,753,0.00,0.00,-197.05,13 190.00,
2026.03.20 06:00:00,754,XAUUSD,buy,in,0.01,4698.53,754,0.00,0.00,0.00,13 190.00,CT_1st_Buy
2026.03.20 08:00:00,755,XAUUSD,buy,in,0.02,4721.84,755,0.00,0.00,0.00,13 190.00,CT_Rec_Buy
2026.03.20 18:00:00,756,XAUUSD,sell,in,0.03,4563.67,756,0.00,0.00,0.00,13 190.00,CT_Rec_Sell
2026.03.20 19:00:00,757,XAUUSD,sell,in,0.04,4553.37,757,0.00,0.00,0.00,13 190.00,CT_Rec_Sell
2026.03.20 19:20:31,758,XAUUSD,buy,out,0.04,4605.51,758,0.00,0.00,-208.56,12 981.44,
2026.03.20 19:20:31,759,XAUUSD,buy,out,0.03,4605.51,759,0.00,0.00,-125.52,12 855.92,
2026.03.20 19:20:31,760,XAUUSD,sell,out,0.02,4605.32,760,0.00,0.00,-233.04,12 622.88,
2026.03.20 19:20:31,761,XAUUSD,sell,out,0.01,4605.32,761,0.00,0.00,-93.21,12 529.67,
2026.03.23 21:00:00,762,XAUUSD,buy,in,0.01,4426.40,762,0.00,0.00,0.00,12 529.67,CT_1st_Buy
2026.03.24 11:00:00,763,XAUUSD,buy,in,0.02,4417.41,763,0.00,0.00,0.00,12 529.67,CT_Rec_Buy
2026.03.24 23:24:23,764,XAUUSD,sell,out,0.02,4454.44,764,0.00,0.00,74.06,12 603.73,
2026.03.24 23:24:23,765,XAUUSD,sell,out,0.01,4454.44,765,0.00,0.00,28.04,12 631.77,
2026.03.25 03:00:00,766,XAUUSD,buy,in,0.01,4546.90,766,0.00,0.00,0.00,12 631.77,CT_1st_Buy
2026.03.25 04:00:00,767,XAUUSD,buy,in,0.02,4563.39,767,0.00,0.00,0.00,12 631.77,CT_Rec_Buy
2026.03.25 04:42:27,768,XAUUSD,sell,out,0.02,4591.35,768,0.00,0.00,55.92,12 687.69,
2026.03.25 04:42:27,769,XAUUSD,sell,out,0.01,4591.35,769,0.00,0.00,44.45,12 732.14,
2026.03.26 15:00:00,770,XAUUSD,sell,in,0.01,4423.07,770,0.00,0.00,0.00,12 732.14,CT_1st_Sell
2026.03.26 21:00:00,771,XAUUSD,sell,in,0.02,4381.46,771,0.00,0.00,0.00,12 732.14,CT_Rec_Sell
2026.03.26 22:56:06,772,XAUUSD,buy,out,0.02,4361.84,772,0.00,0.00,39.24,12 771.38,
2026.03.26 22:56:06,773,XAUUSD,buy,out,0.01,4361.84,773,0.00,0.00,61.23,12 832.61,
2026.03.27 19:00:00,774,XAUUSD,buy,in,0.01,4524.35,774,0.00,0.00,0.00,12 832.61,CT_1st_Buy
2026.03.30 04:00:00,775,XAUUSD,sell,in,0.02,4432.23,775,0.00,0.00,0.00,12 832.61,CT_Rec_Sell
2026.03.30 10:00:00,776,XAUUSD,buy,in,0.03,4532.69,776,0.00,0.00,0.00,12 832.61,CT_Rec_Buy
2026.03.30 16:00:00,777,XAUUSD,buy,in,0.04,4569.68,777,0.00,0.00,0.00,12 832.61,CT_Rec_Buy
2026.03.31 04:41:15,778,XAUUSD,sell,out,0.04,4606.33,778,0.00,0.00,146.60,12 979.21,
2026.03.31 04:41:15,779,XAUUSD,sell,out,0.03,4606.33,779,0.00,0.00,220.92,13 200.13,
2026.03.31 04:41:15,780,XAUUSD,buy,out,0.02,4606.52,780,0.00,0.00,-348.58,12 851.55,
2026.03.31 04:41:15,781,XAUUSD,sell,out,0.01,4606.33,781,0.00,0.00,81.98,12 933.53,
2026.04.02 08:00:00,782,XAUUSD,sell,in,0.01,4672.51,782,0.00,0.00,0.00,12 933.53,CT_1st_Sell
2026.04.02 09:08:11,783,XAUUSD,buy,out,0.01,4571.89,783,0.00,0.00,100.62,13 034.15,
2026.04.06 12:00:00,784,XAUUSD,buy,in,0.01,4695.98,784,0.00,0.00,0.00,13 034.15,CT_1st_Buy
2026.04.06 13:00:00,785,XAUUSD,buy,in,0.02,4693.71,785,0.00,0.00,0.00,13 034.15,CT_Rec_Buy
2026.04.07 13:00:00,786,XAUUSD,buy,in,0.03,4671.13,786,0.00,0.00,0.00,13 034.15,CT_Rec_Buy
2026.04.07 22:20:22,787,XAUUSD,sell,out,0.03,4699.52,787,0.00,0.00,85.17,13 119.32,
2026.04.07 22:20:22,788,XAUUSD,sell,out,0.02,4699.52,788,0.00,0.00,11.62,13 130.94,
2026.04.07 22:20:22,789,XAUUSD,sell,out,0.01,4699.52,789,0.00,0.00,3.54,13 134.48,
2026.04.08 01:01:00,790,XAUUSD,buy,in,0.01,4747.70,790,0.00,0.00,0.00,13 134.48,CT_1st_Buy
2026.04.08 03:00:00,791,XAUUSD,buy,in,0.02,4833.52,791,0.00,0.00,0.00,13 134.48,CT_Rec_Buy
2026.04.08 03:00:54,792,XAUUSD,sell,out,0.02,4838.32,792,0.00,0.00,9.60,13 144.08,
2026.04.08 03:00:54,793,XAUUSD,sell,out,0.01,4838.32,793,0.00,0.00,90.62,13 234.70,
2026.04.09 15:00:00,794,XAUUSD,buy,in,0.01,4756.98,794,0.00,0.00,0.00,13 234.70,CT_1st_Buy
2026.04.09 20:00:00,795,XAUUSD,buy,in,0.02,4789.13,795,0.00,0.00,0.00,13 234.70,CT_Rec_Buy
2026.04.13 03:00:00,796,XAUUSD,sell,in,0.03,4671.56,796,0.00,0.00,0.00,13 234.70,CT_Rec_Sell
2026.04.14 03:00:00,797,XAUUSD,buy,in,0.04,4758.07,797,0.00,0.00,0.00,13 234.70,CT_Rec_Buy
2026.04.14 16:38:28,798,XAUUSD,sell,out,0.04,4802.46,798,0.00,0.00,177.56,13 412.26,tp 4799.62
2026.04.14 18:00:00,799,XAUUSD,buy,in,0.04,4804.02,799,0.00,0.00,0.00,13 412.26,CT_Rec_Buy
2026.04.14 20:07:02,800,XAUUSD,sell,out,0.01,4828.83,800,0.00,0.00,71.85,13 484.11,tp 4828.53
2026.04.14 20:07:02,801,XAUUSD,sell,out,0.02,4828.83,801,0.00,0.00,79.40,13 563.51,tp 4827.86
2026.04.14 22:00:00,802,XAUUSD,buy,in,0.05,4835.97,802,0.00,0.00,0.00,13 563.51,CT_Rec_Buy
2026.04.16 04:00:00,803,XAUUSD,buy,in,0.07,4833.34,803,0.00,0.00,0.00,13 563.51,CT_Rec_Buy
2026.04.16 11:05:02,804,XAUUSD,sell,out,0.07,4810.33,804,0.00,0.00,-161.07,13 402.44,
2026.04.16 11:05:02,805,XAUUSD,sell,out,0.05,4810.33,805,0.00,0.00,-128.20,13 274.24,
2026.04.16 11:05:02,806,XAUUSD,sell,out,0.04,4810.33,806,0.00,0.00,25.24,13 299.48,
2026.04.16 11:05:02,807,XAUUSD,buy,out,0.03,4810.52,807,0.00,0.00,-416.88,12 882.60,
2026.04.20 08:00:00,808,XAUUSD,sell,in,0.01,4788.84,808,0.00,0.00,0.00,12 882.60,CT_1st_Sell
2026.04.21 06:00:00,809,XAUUSD,sell,in,0.02,4807.17,809,0.00,0.00,0.00,12 882.60,CT_Rec_Sell
2026.04.21 08:00:00,810,XAUUSD,sell,in,0.03,4789.12,810,0.00,0.00,0.00,12 882.60,CT_Rec_Sell
2026.04.21 09:00:21,811,XAUUSD,buy,out,0.03,4778.09,811,0.00,0.00,33.09,12 915.69,
2026.04.21 09:00:21,812,XAUUSD,buy,out,0.02,4778.09,812,0.00,0.00,58.16,12 973.85,
2026.04.21 09:00:21,813,XAUUSD,buy,out,0.01,4778.09,813,0.00,0.00,10.75,12 984.60,
2026.04.22 05:00:00,814,XAUUSD,buy,in,0.01,4752.53,814,0.00,0.00,0.00,12 984.60,CT_1st_Buy
2026.04.22 06:00:00,815,XAUUSD,buy,in,0.02,4756.06,815,0.00,0.00,0.00,12 984.60,CT_Rec_Buy
2026.04.23 17:00:00,816,XAUUSD,buy,in,0.03,4724.77,816,0.00,0.00,0.00,12 984.60,CT_Rec_Buy
2026.04.23 17:55:32,817,XAUUSD,sell,out,0.03,4736.34,817,0.00,0.00,34.71,13 019.31,tp 4736.29
2026.04.24 07:00:00,818,XAUUSD,sell,in,0.03,4672.29,818,0.00,0.00,0.00,13 019.31,CT_Rec_Sell
2026.04.24 16:00:00,819,XAUUSD,buy,in,0.04,4700.77,819,0.00,0.00,0.00,13 019.31,CT_Rec_Buy
2026.04.28 11:03:42,820,XAUUSD,buy,out,0.03,4617.69,820,0.00,0.00,163.80,13 183.11,tp 4617.87
2026.04.28 12:57:33,821,XAUUSD,sell,out,0.04,4606.33,821,0.00,0.00,-377.76,12 805.35,
2026.04.28 12:57:33,822,XAUUSD,sell,out,0.02,4606.33,822,0.00,0.00,-299.46,12 505.89,
2026.04.28 12:57:33,823,XAUUSD,sell,out,0.01,4606.33,823,0.00,0.00,-146.20,12 359.69,
2026.04.29 22:00:00,824,XAUUSD,sell,in,0.01,4538.17,824,0.00,0.00,0.00,12 359.69,CT_1st_Sell
2026.04.30 04:00:00,825,XAUUSD,buy,in,0.02,4569.99,825,0.00,0.00,0.00,12 359.69,CT_Rec_Buy
2026.04.30 05:00:00,826,XAUUSD,buy,in,0.03,4579.37,826,0.00,0.00,0.00,12 359.69,CT_Rec_Buy
2026.04.30 11:00:00,827,XAUUSD,buy,in,0.04,4598.70,827,0.00,0.00,0.00,12 359.69,CT_Rec_Buy
2026.04.30 11:03:21,828,XAUUSD,sell,out,0.04,4604.50,828,0.00,0.00,23.20,12 382.89,
2026.04.30 11:03:21,829,XAUUSD,sell,out,0.03,4604.50,829,0.00,0.00,75.39,12 458.28,
2026.04.30 11:03:21,830,XAUUSD,sell,out,0.02,4604.50,830,0.00,0.00,69.02,12 527.30,
2026.04.30 11:03:21,831,XAUUSD,buy,out,0.01,4604.69,831,0.00,0.00,-66.52,12 460.78,
2026.05.04 14:00:00,832,XAUUSD,sell,in,0.01,4562.64,832,0.00,0.00,0.00,12 460.78,CT_1st_Sell
2026.05.04 15:00:00,833,XAUUSD,sell,in,0.02,4560.44,833,0.00,0.00,0.00,12 460.78,CT_Rec_Sell
2026.05.04 18:21:24,834,XAUUSD,buy,out,0.02,4527.75,834,0.00,0.00,65.38,12 526.16,
2026.05.04 18:21:24,835,XAUUSD,buy,out,0.01,4527.75,835,0.00,0.00,34.89,12 561.05,
2026.05.05 05:00:00,836,XAUUSD,buy,in,0.01,4541.17,836,0.00,0.00,0.00,12 561.05,CT_1st_Buy
2026.05.05 06:00:07,837,XAUUSD,buy,in,0.02,4538.95,837,0.00,0.00,0.00,12 561.05,CT_Rec_Buy
2026.05.05 14:42:41,838,XAUUSD,sell,out,0.02,4564.79,838,0.00,0.00,51.68,12 612.73,tp 4564.72
2026.05.06 03:00:00,839,XAUUSD,buy,in,0.02,4594.27,839,0.00,0.00,0.00,12 612.73,CT_Rec_Buy
2026.05.06 03:20:36,840,XAUUSD,sell,out,0.01,4599.88,840,0.00,0.00,58.71,12 671.44,tp 4599.88
2026.05.06 03:55:17,841,XAUUSD,sell,out,0.02,4615.18,841,0.00,0.00,41.82,12 713.26,
2026.05.07 14:00:00,842,XAUUSD,buy,in,0.01,4735.91,842,0.00,0.00,0.00,12 713.26,CT_1st_Buy
2026.05.07 21:00:00,843,XAUUSD,sell,in,0.02,4711.33,843,0.00,0.00,0.00,12 713.26,CT_Rec_Sell
2026.05.11 03:00:00,844,XAUUSD,sell,in,0.03,4691.63,844,0.00,0.00,0.00,12 713.26,CT_Rec_Sell
2026.05.11 08:43:06,845,XAUUSD,buy,out,0.02,4665.73,845,0.00,0.00,91.20,12 804.46,tp 4666.21
2026.05.11 08:43:13,846,XAUUSD,buy,out,0.03,4664.90,846,0.00,0.00,80.19,12 884.65,
2026.05.11 08:43:13,847,XAUUSD,sell,out,0.01,4664.69,847,0.00,0.00,-71.22,12 813.43,
2026.05.13 02:00:00,848,XAUUSD,buy,in,0.01,4717.19,848,0.00,0.00,0.00,12 813.43,CT_1st_Buy
2026.05.15 01:01:00,849,XAUUSD,sell,in,0.02,4649.75,849,0.00,0.00,0.00,12 813.43,CT_Rec_Sell
2026.05.15 05:00:00,850,XAUUSD,sell,in,0.03,4614.14,850,0.00,0.00,0.00,12 813.43,CT_Rec_Sell
2026.05.15 08:07:28,851,XAUUSD,buy,out,0.02,4597.63,851,0.00,0.00,104.24,12 917.67,tp 4597.64
2026.05.15 08:36:11,852,XAUUSD,buy,out,0.03,4564.63,852,0.00,0.00,148.53,13 066.20,
2026.05.15 08:36:11,853,XAUUSD,sell,out,0.01,4564.44,853,0.00,0.00,-152.75,12 913.45,
2026.05.19 08:00:00,854,XAUUSD,sell,in,0.01,4542.47,854,0.00,0.00,0.00,12 913.45,CT_1st_Sell
2026.05.19 08:24:09,855,XAUUSD,buy,out,0.01,4532.08,855,0.00,0.00,10.39,12 923.84,tp 4532.12
2026.05.19 21:00:00,856,XAUUSD,sell,in,0.01,4500.81,856,0.00,0.00,0.00,12 923.84,CT_1st_Sell
2026.05.20 01:01:00,857,XAUUSD,sell,in,0.02,4482.17,857,0.00,0.00,0.00,12 923.84,CT_Rec_Sell
2026.05.20 04:36:31,858,XAUUSD,buy,out,0.02,4457.08,858,0.00,0.00,50.18,12 974.02,tp 4457.63
2026.05.20 19:00:00,859,XAUUSD,buy,in,0.02,4529.48,859,0.00,0.00,0.00,12 974.02,CT_Rec_Buy
2026.05.21 15:00:00,860,XAUUSD,sell,in,0.03,4513.99,860,0.00,0.00,0.00,12 974.02,CT_Rec_Sell
2026.05.21 22:00:00,861,XAUUSD,buy,in,0.04,4532.11,861,0.00,0.00,0.00,12 974.02,CT_Rec_Buy
2026.05.25 02:00:03,862,XAUUSD,sell,out,0.04,4566.39,862,0.00,0.00,137.12,13 111.14,tp 4566.22
