window,index,time,pnl,equity,dd_pct
BWD,116,2022-07-28 17:52:40,57.92,10698.03,0.000000
BWD,117,2022-07-28 17:52:40,45.08,10743.11,0.000000
BWD,118,2022-07-28 17:52:40,29.36,10772.47,0.000000
BWD,119,2022-07-28 17:52:40,14.28,10786.75,0.000000
BWD,120,2022-07-28 17:52:40,-5.48,10781.27,0.050803
BWD,121,2022-07-28 17:52:40,-12.73,10768.54,0.168818
BWD,122,2022-07-28 17:52:40,-19.55,10748.99,0.350059
BWD,123,2022-07-28 17:52:40,-29.90,10719.09,0.627251
BWD,124,2022-08-22 05:24:40,2.45,10721.54,0.604538
BWD,125,2022-08-23 17:10:40,25.07,10746.61,0.372123
BWD,126,2022-08-23 17:10:40,19.08,10765.69,0.195240
BWD,127,2022-08-23 17:10:40,13.32,10779.01,0.071755
BWD,128,2022-08-23 17:10:40,8.05,10787.06,0.000000
BWD,129,2022-08-29 09:47:20,2.85,10789.91,0.000000
BWD,130,2022-08-29 13:25:40,3.62,10793.53,0.000000
BWD,131,2022-08-31 16:47:40,4.04,10797.57,0.000000
BWD,132,2022-09-01 12:44:20,2.60,10800.17,0.000000
BWD,133,2022-09-02 17:39:40,19.25,10819.42,0.000000
BWD,134,2022-09-02 17:39:40,12.85,10832.27,0.000000
BWD,135,2022-09-15 20:28:40,3.72,10835.99,0.000000
BWD,136,2022-09-16 17:30:40,21.71,10857.70,0.000000
BWD,137,2022-09-16 17:30:40,13.84,10871.54,0.000000
BWD,138,2022-09-26 04:00:40,8.51,10880.05,0.000000
BWD,139,2022-10-10 20:49:40,3.62,10883.67,0.000000
BWD,140,2022-10-11 03:49:40,3.35,10887.02,0.000000
BWD,141,2022-10-11 08:55:40,3.49,10890.51,0.000000
