symbol,tf,variant,window,year,trades,pf,net,balance_dd_pct
AUDUSD,H4,PARENT,MAIN,2023,76,1.1403692093347266,32.24,0.4706023470142713
AUDUSD,H4,PARENT,MAIN,2024,66,0.6429576439765174,-73.59,0.9413567605259304
AUDUSD,H4,PARENT,MAIN,2025,74,0.8398282694848084,-33.95,0.7503251442203897
AUDUSD,H4,PARENT,BWD,2020,57,0.94397100597512,-11.440000000000001,1.0329816130068978
AUDUSD,H4,PARENT,BWD,2021,78,0.9043633941210759,-22.969999999999995,0.698799999999992
AUDUSD,H4,PARENT,BWD,2022,79,1.0180610469713745,5.709999999999999,1.1893261478005146
AUDUSD,H4,CHILD,MAIN,2023,131,0.6827682207263359,-152.69,1.6542999999999481
AUDUSD,H4,CHILD,MAIN,2024,108,0.9028977777777778,-27.309999999999995,0.6735817467428439
AUDUSD,H4,CHILD,MAIN,2025,95,0.9808178267861245,-5.010000000000001,0.5264633655937037
AUDUSD,H4,CHILD,BWD,2020,104,1.2263134994017186,83.22000000000001,0.7521535107608666
AUDUSD,H4,CHILD,BWD,2021,114,0.7994557823129252,-73.7,0.9144999999999527
AUDUSD,H4,CHILD,BWD,2022,119,0.8301263782700131,-86.43,1.05091851657851
