magic,ea_name,account,net,trades,PF,win%,realized_DD
1851,UNMAPPED,159503454,4602.1,581,1.76,73.5,3288.8
7810,UNMAPPED,159503454,76.94,15,19.45,86.7,3.42
0,UNMAPPED,159503454,-2853.26,324,0.84,39.8,7703.16
