"project","active_path","active_reports","active_sets","active_candidates","generated_at"
"Gold SMC continuous","C:\Users\patip\OneDrive\.Codex\EA_LAB\ACTIVE\projects\Gold SMC continuous","3","1","1","2026-06-05T00:08:18"
