schema_version,created_utc,evidence_package_sha256,timeline_sha256,timeline_manifest_sha256,prejoin_readiness_sha256,package_review_receipt_sha256,classifier_id,classifier_version,attribution_unit,h3_run_id,window,year,symbol,tf,source_position_id,source_open_deal_id,source_deal_id,configured_run_magic,source_open_deal_magic,source_close_deal_magic,entry_utc,exit_utc,entry_volume,exit_volume,source_net_realized,asof_valid_from_utc,asof_valid_to_utc,macro_state,macro_as_of_utc,macro_ri,macro_confidence,macro_coverage,macro_missing_inputs,macro_partial,local_state,local_bar_close_utc,local_d,local_qtrend,vol_state,vol_bar_close_utc,vol_natr_pct,vol_q20,vol_q80,vol_q95,classification_status,unknown_reason,source_record_sha256,basket_status
BOSS19_P4B_REGIME_ATTRIBUTION_DETAIL_V1,2026-09-02T17:30:00Z,1330a822ed66149ba07d693d8732ced5b9e9ce66d15f34ce8d21ef70894b760c,5f3a0f8d1accd25cb6cc08ad1c6e291aed6d238d620269102151016dbfaf569d,858f4d02d1ae30511dd1f38ffab347c85c06a4a25df4bedf901dc169c2847916,ffa5a59f49cf9099c50520cc95c548ad2d47883a472689dfb58ffc722a44d51e,bb331765f169503ad878223d54a6f45fd2bb6e289609ae671857e298384463a4,BOSS19_P4_REGIME_CLASSIFIER_V1,1.0.0,DEAL,H3-C01-BWD,BWD,2020,XAUUSD,M15,83,2,7,990001,990001,990001,2020-01-02T13:02:40Z,2020-01-03T09:06:40Z,0.01000000,0.01000000,21.19000000,2020-01-02T13:00:00Z,2020-01-02T13:15:00Z,NEUTRAL,2020-01-02T00:00:00Z,0.346,HIGH,8/8,,false,RANGE,2020-01-02T13:00:00Z,0.740671438767,0.938782288468,LOW,2020-01-02T13:00:00Z,0.0632540715596,0.0669755585227,0.140282201341,0.20190247698,CLASSIFIED,,9a5966c187a25ff064a7dee44bbf1841bfd081b60220df1ae191309a3928690f,UNAVAILABLE_NO_SOURCE_BASKET_ID
BOSS19_P4B_REGIME_ATTRIBUTION_DETAIL_V1,2026-09-02T17:30:00Z,1330a822ed66149ba07d693d8732ced5b9e9ce66d15f34ce8d21ef70894b760c,5f3a0f8d1accd25cb6cc08ad1c6e291aed6d238d620269102151016dbfaf569d,858f4d02d1ae30511dd1f38ffab347c85c06a4a25df4bedf901dc169c2847916,ffa5a59f49cf9099c50520cc95c548ad2d47883a472689dfb58ffc722a44d51e,bb331765f169503ad878223d54a6f45fd2bb6e289609ae671857e298384463a4,BOSS19_P4_REGIME_CLASSIFIER_V1,1.0.0,DEAL,H3-C01-BWD,BWD,2020,XAUUSD,M15,84,3,6,990001,990001,990001,2020-01-02T13:51:40Z,2020-01-03T09:06:40Z,0.01000000,0.01000000,17.76000000,2020-01-02T13:45:00Z,2020-01-02T14:00:00Z,NEUTRAL,2020-01-02T00:00:00Z,0.346,HIGH,8/8,,false,TREND_UP,2020-01-02T13:45:00Z,0.973725146713,0.938782288468,NORMAL,2020-01-02T13:45:00Z,0.0737737154896,0.0669733735947,0.140282201341,0.20190247698,CLASSIFIED,,de2ad21ff7bbd30bf1ad99af78b16934135ba1a04d77a905877043cc829b2f11,UNAVAILABLE_NO_SOURCE_BASKET_ID
BOSS19_P4B_REGIME_ATTRIBUTION_DETAIL_V1,2026-09-02T17:30:00Z,1330a822ed66149ba07d693d8732ced5b9e9ce66d15f34ce8d21ef70894b760c,5f3a0f8d1accd25cb6cc08ad1c6e291aed6d238d620269102151016dbfaf569d,858f4d02d1ae30511dd1f38ffab347c85c06a4a25df4bedf901dc169c2847916,ffa5a59f49cf9099c50520cc95c548ad2d47883a472689dfb58ffc722a44d51e,bb331765f169503ad878223d54a6f45fd2bb6e289609ae671857e298384463a4,BOSS19_P4_REGIME_CLASSIFIER_V1,1.0.0,DEAL,H3-C01-BWD,BWD,2020,XAUUSD,M15,85,4,5,990001,990001,990001,2020-01-02T15:28:40Z,2020-01-03T09:06:40Z,0.02000000,0.02000000,28.66000000,2020-01-02T15:15:00Z,2020-01-02T15:30:00Z,NEUTRAL,2020-01-02T00:00:00Z,0.346,HIGH,8/8,,false,TREND_UP,2020-01-02T15:15:00Z,1.44264511864,0.9389552354,NORMAL,2020-01-02T15:15:00Z,0.0976747694101,0.0669733735947,0.140282201341,0.20190247698,CLASSIFIED,,cf14d1a649d272b3329f11cc3bbe907932ade4a3831a9908b7e549dd1db00e11,UNAVAILABLE_NO_SOURCE_BASKET_ID
BOSS19_P4B_REGIME_ATTRIBUTION_DETAIL_V1,2026-09-02T17:30:00Z,1330a822ed66149ba07d693d8732ced5b9e9ce66d15f34ce8d21ef70894b760c,5f3a0f8d1accd25cb6cc08ad1c6e291aed6d238d620269102151016dbfaf569d,858f4d02d1ae30511dd1f38ffab347c85c06a4a25df4bedf901dc169c2847916,ffa5a59f49cf9099c50520cc95c548ad2d47883a472689dfb58ffc722a44d51e,bb331765f169503ad878223d54a6f45fd2bb6e289609ae671857e298384463a4,BOSS19_P4_REGIME_CLASSIFIER_V1,1.0.0,DEAL,H3-C01-BWD,BWD,2020,XAUUSD,M15,89,8,13,990001,990001,990001,2020-01-03T09:44:40Z,2020-01-05T23:05:00Z,0.01000000,0.01000000,26.17000000,2020-01-03T09:30:00Z,2020-01-03T09:45:00Z,NEUTRAL,2020-01-03T00:00:00Z,0.269,HIGH,8/8,,false,TREND_UP,2020-01-03T09:30:00Z,3.03831209245,0.947073886576,NORMAL,2020-01-03T09:30:00Z,0.101834417802,0.0672064725403,0.140282201341,0.20190247698,CLASSIFIED,,b7f6f9837a95464770e7574f2e83319d46f53dfb88a0e928f89f3c146f6e48ae,UNAVAILABLE_NO_SOURCE_BASKET_ID
BOSS19_P4B_REGIME_ATTRIBUTION_DETAIL_V1,2026-09-02T17:30:00Z,1330a822ed66149ba07d693d8732ced5b9e9ce66d15f34ce8d21ef70894b760c,5f3a0f8d1accd25cb6cc08ad1c6e291aed6d238d620269102151016dbfaf569d,858f4d02d1ae30511dd1f38ffab347c85c06a4a25df4bedf901dc169c2847916,ffa5a59f49cf9099c50520cc95c548ad2d47883a472689dfb58ffc722a44d51e,bb331765f169503ad878223d54a6f45fd2bb6e289609ae671857e298384463a4,BOSS19_P4_REGIME_CLASSIFIER_V1,1.0.0,DEAL,H3-C01-BWD,BWD,2020,XAUUSD,M15,90,9,12,990001,990001,990001,2020-01-03T18:38:40Z,2020-01-05T23:05:00Z,0.01000000,0.01000000,22.71000000,2020-01-03T18:30:00Z,2020-01-03T18:45:00Z,NEUTRAL,2020-01-03T00:00:00Z,0.269,HIGH,8/8,,false,TREND_UP,2020-01-03T18:30:00Z,1.4362407716,0.948105137216,NORMAL,2020-01-03T18:30:00Z,0.119223453059,0.0672938603622,0.140395600745,0.20190247698,CLASSIFIED,,10553046d948ad4d9f611978830aecf3eed872f6885c4ad7b82910840b2bb7c7,UNAVAILABLE_NO_SOURCE_BASKET_ID
BOSS19_P4B_REGIME_ATTRIBUTION_DETAIL_V1,2026-09-02T17:30:00Z,1330a822ed66149ba07d693d8732ced5b9e9ce66d15f34ce8d21ef70894b760c,5f3a0f8d1accd25cb6cc08ad1c6e291aed6d238d620269102151016dbfaf569d,858f4d02d1ae30511dd1f38ffab347c85c06a4a25df4bedf901dc169c2847916,ffa5a59f49cf9099c50520cc95c548ad2d47883a472689dfb58ffc722a44d51e,bb331765f169503ad878223d54a6f45fd2bb6e289609ae671857e298384463a4,BOSS19_P4_REGIME_CLASSIFIER_V1,1.0.0,DEAL,H3-C01-BWD,BWD,2020,XAUUSD,M15,91,10,11,990001,990001,990001,2020-01-05T23:05:00Z,2020-01-05T23:05:00Z,0.02000000,0.02000000,40.06000000,2020-01-05T00:00:00Z,2020-01-05T23:15:00Z,NEUTRAL,2020-01-05T00:00:00Z,0.154,MED,8/8,,false,TREND_UP,2020-01-03T22:00:00Z,1.18678338033,0.948447593148,NORMAL,2020-01-03T22:00:00Z,0.106641208553,0.067294560083,0.140395600745,0.20190247698,CLASSIFIED,,a7baf3dc932fd1fac5416358c66228082a202fa9ebf9ea61702d8502845a9d3a,UNAVAILABLE_NO_SOURCE_BASKET_ID
BOSS19_P4B_REGIME_ATTRIBUTION_DETAIL_V1,2026-09-02T17:30:00Z,1330a822ed66149ba07d693d8732ced5b9e9ce66d15f34ce8d21ef70894b760c,5f3a0f8d1accd25cb6cc08ad1c6e291aed6d238d620269102151016dbfaf569d,858f4d02d1ae30511dd1f38ffab347c85c06a4a25df4bedf901dc169c2847916,ffa5a59f49cf9099c50520cc95c548ad2d47883a472689dfb58ffc722a44d51e,bb331765f169503ad878223d54a6f45fd2bb6e289609ae671857e298384463a4,BOSS19_P4_REGIME_CLASSIFIER_V1,1.0.0,DEAL,H3-C01-BWD,BWD,2020,XAUUSD,M15,95,14,15,990001,990001,990001,2020-01-05T23:05:40Z,2020-01-08T00:11:40Z,0.01000000,0.01000000,22.18000000,2020-01-05T00:00:00Z,2020-01-05T23:15:00Z,NEUTRAL,2020-01-05T00:00:00Z,0.154,MED,8/8,,false,TREND_UP,2020-01-03T22:00:00Z,1.18678338033,0.948447593148,NORMAL,2020-01-03T22:00:00Z,0.106641208553,0.067294560083,0.140395600745,0.20190247698,CLASSIFIED,,eb4cd1bcda402cf46d294a8e87f5eb54329ee9591470488c913deb6f5186a231,UNAVAILABLE_NO_SOURCE_BASKET_ID
BOSS19_P4B_REGIME_ATTRIBUTION_DETAIL_V1,2026-09-02T17:30:00Z,1330a822ed66149ba07d693d8732ced5b9e9ce66d15f34ce8d21ef70894b760c,5f3a0f8d1accd25cb6cc08ad1c6e291aed6d238d620269102151016dbfaf569d,858f4d02d1ae30511dd1f38ffab347c85c06a4a25df4bedf901dc169c2847916,ffa5a59f49cf9099c50520cc95c548ad2d47883a472689dfb58ffc722a44d51e,bb331765f169503ad878223d54a6f45fd2bb6e289609ae671857e298384463a4,BOSS19_P4_REGIME_CLASSIFIER_V1,1.0.0,DEAL,H3-C01-BWD,BWD,2020,XAUUSD,M15,99,16,19,990001,990001,990001,2020-01-08T00:18:40Z,2020-02-21T06:07:40Z,0.01000000,0.01000000,-11.82000000,2020-01-08T00:15:00Z,2020-01-08T00:30:00Z,NEUTRAL,2020-01-08T00:00:00Z,0.231,HIGH,8/8,,false,TREND_UP,2020-01-08T00:15:00Z,1.48182972438,0.951129350561,EXTREME,2020-01-08T00:15:00Z,0.243692684474,0.0680624790648,0.141476040221,0.202564845001,CLASSIFIED,,5aebdb7bf2bb7c54466282ff2928e59a7f96315d6185449b2e266a68109a76b6,UNAVAILABLE_NO_SOURCE_BASKET_ID
BOSS19_P4B_REGIME_ATTRIBUTION_DETAIL_V1,2026-09-02T17:30:00Z,1330a822ed66149ba07d693d8732ced5b9e9ce66d15f34ce8d21ef70894b760c,5f3a0f8d1accd25cb6cc08ad1c6e291aed6d238d620269102151016dbfaf569d,858f4d02d1ae30511dd1f38ffab347c85c06a4a25df4bedf901dc169c2847916,ffa5a59f49cf9099c50520cc95c548ad2d47883a472689dfb58ffc722a44d51e,bb331765f169503ad878223d54a6f45fd2bb6e289609ae671857e298384463a4,BOSS19_P4_REGIME_CLASSIFIER_V1,1.0.0,DEAL,H3-C01-BWD,BWD,2020,XAUUSD,M15,100,17,18,990001,990001,990001,2020-01-08T00:25:40Z,2020-02-21T06:07:40Z,0.01000000,0.01000000,-15.74000000,2020-01-08T00:15:00Z,2020-01-08T00:30:00Z,NEUTRAL,2020-01-08T00:00:00Z,0.231,HIGH,8/8,,false,TREND_UP,2020-01-08T00:15:00Z,1.48182972438,0.951129350561,EXTREME,2020-01-08T00:15:00Z,0.243692684474,0.0680624790648,0.141476040221,0.202564845001,CLASSIFIED,,7d824ba3b1e4bc7f00b44717da2dec30763ad437211ddde59a529e02245d9b63,UNAVAILABLE_NO_SOURCE_BASKET_ID
BOSS19_P4B_REGIME_ATTRIBUTION_DETAIL_V1,2026-09-02T17:30:00Z,1330a822ed66149ba07d693d8732ced5b9e9ce66d15f34ce8d21ef70894b760c,5f3a0f8d1accd25cb6cc08ad1c6e291aed6d238d620269102151016dbfaf569d,858f4d02d1ae30511dd1f38ffab347c85c06a4a25df4bedf901dc169c2847916,ffa5a59f49cf9099c50520cc95c548ad2d47883a472689dfb58ffc722a44d51e,bb331765f169503ad878223d54a6f45fd2bb6e289609ae671857e298384463a4,BOSS19_P4_REGIME_CLASSIFIER_V1,1.0.0,DEAL,H3-C01-BWD,BWD,2020,XAUUSD,M15,104,20,25,990001,990001,990001,2020-02-21T07:27:40Z,2020-02-23T23:10:40Z,0.01000000,0.01000000,29.81000000,2020-02-21T07:15:00Z,2020-02-21T07:30:00Z,NEUTRAL,2020-02-21T00:00:00Z,0.115,MED,8/8,,false,TREND_UP,2020-02-21T07:15:00Z,2.54634910322,0.941829566609,NORMAL,2020-02-21T07:15:00Z,0.090430007638,0.0742073306782,0.144385078753,0.207229653358,CLASSIFIED,,eebbc7073e9f5e3dbcc1114807a67e57fb76c6ee7425670916bc54f4bcd4b02b,UNAVAILABLE_NO_SOURCE_BASKET_ID
