ticket,time,symbol,magic,type,entry,volume,price,profit,swap,commission,comment
2032477128,2026.07.22 17:00:00,XAGUSDm,990302,0,0,0.01,60.07000,0.00,0.00,0.00,17_Wave5 L0
2032650001,2026.07.22 17:40:44,XAGUSDm,990302,1,1,0.01,59.75300,-15.85,0.00,0.00,[sl 59.753]
2035546767,2026.07.23 08:00:00,USDJPYm,990120,0,0,0.01,163.32200,0.00,0.00,0.00,12_Breakout L0
2036557364,2026.07.23 11:41:30,USDJPYm,990120,1,1,0.01,163.57500,1.55,0.00,0.00,[tp 163.57500]
2036665096,2026.07.23 12:00:00,USDJPYm,990120,0,0,0.01,163.49800,0.00,0.00,0.00,12_Breakout L0
2037341808,2026.07.23 13:12:10,USDJPYm,990120,1,1,0.01,163.80600,1.88,0.00,0.00,[tp 163.80600]
2037341818,2026.07.23 13:12:10,USDJPYm,990120,0,0,0.01,163.81900,0.00,0.00,0.00,12_Breakout L0
2037807534,2026.07.23 14:00:00,USDJPYm,991003,0,0,0.01,163.96600,0.00,0.00,0.00,BRKOUT_BUY
2038737824,2026.07.23 16:29:35,USDJPYm,991003,1,1,0.01,163.75100,-1.31,0.00,0.00,[sl 163.751]
2038818975,2026.07.23 17:00:00,XAGUSDm,990302,1,0,0.01,57.82700,0.00,0.00,0.00,17_Wave5 L0
2039504540,2026.07.24 00:00:00,XAUUSDm,990020,1,0,0.01,4047.09900,0.00,0.00,0.00,ST_ATR10x3
2044426158,2026.07.25 00:57:01,,0,2,0,0.00,0.00000,90000.00,0.00,0.00,D-trial-USD-6f81d92c04974d
2045764908,2026.07.26 21:06:01,USDJPYm,990120,1,1,0.01,163.55400,-1.62,0.00,0.00,[sl 163.554]
2045785138,2026.07.26 22:00:00,USDJPYm,990120,1,0,0.01,163.62700,0.00,0.00,0.00,12_Breakout L0
2045829754,2026.07.26 22:05:06,XAGUSDm,990302,0,1,0.01,59.53700,-85.50,0.00,0.00,[sl 59.537]
2046103649,2026.07.27 00:02:08,XAUUSDm,990020,0,1,0.01,4104.18200,-57.08,0.00,0.00,[sl 4104.182]
2047917222,2026.07.27 07:29:54,USDJPYm,990120,0,1,0.01,163.33900,1.76,0.00,0.00,[tp 163.33900]
2048051763,2026.07.27 08:00:00,XAUUSDm,999094,1,0,0.01,4089.03300,0.00,0.00,0.00,MACDDIV_SELL
2048530663,2026.07.27 10:00:00,USDJPYm,990001,1,0,0.01,163.53500,0.00,0.00,0.00,17_Wave5 L0
2049131330,2026.07.27 12:16:24,USDJPYm,990001,0,1,0.01,163.69600,-0.98,0.00,0.00,[sl 163.69600]
2051326237,2026.07.27 19:00:00,USDJPYm,990120,0,0,0.01,163.78700,0.00,0.00,0.00,12_Breakout L0
2053822408,2026.07.28 09:00:00,XAUUSDm,990068,1,0,0.10,4045.41600,0.00,0.00,0.00,IchiADX
2054078271,2026.07.28 09:57:42,XAUUSDm,999094,0,1,0.01,4025.63700,63.39,0.00,0.00,[tp 4025.63700]
2054657319,2026.07.28 12:00:00,XAUUSDm,999094,1,0,0.01,4028.27700,0.00,0.00,0.00,MACDDIV_SELL
2056128427,2026.07.28 15:47:11,XAUUSDm,990068,0,1,0.10,4044.88800,5.28,0.00,0.00,[sl 4044.888]
2056192635,2026.07.28 16:00:00,EURUSDm,990984,1,0,0.05,1.14003,0.00,0.00,0.00,PSARB_SA
2056192646,2026.07.28 16:00:00,GBPUSDm,990984,0,0,0.05,1.33096,0.00,0.00,0.00,PSARB_LB
2056385279,2026.07.28 17:00:00,XAUUSDm,992017,1,0,0.01,4037.83700,0.00,0.00,0.00,PIVOT_SELL
2058102186,2026.07.29 03:45:31,USDJPYm,990120,1,1,0.01,163.60600,-1.11,0.00,0.00,[sl 163.60600]
2058139945,2026.07.29 04:00:00,USDJPYm,990120,1,0,0.01,163.62000,0.00,0.00,0.00,12_Breakout L0
2058281080,2026.07.29 04:42:24,USDJPYm,990120,0,1,0.01,163.31400,1.87,0.00,0.00,[tp 163.31400]
2058281082,2026.07.29 04:42:24,USDJPYm,990120,1,0,0.01,163.30400,0.00,0.00,0.00,12_Breakout L0
2058637195,2026.07.29 06:07:57,USDJPYm,990120,0,1,0.01,163.55300,-1.52,0.00,0.00,[sl 163.55300]
2059430555,2026.07.29 10:00:01,XAGUSDm,990302,0,0,0.01,57.76400,0.00,0.00,0.00,17_Wave5 L0
2059965777,2026.07.29 12:17:17,XAGUSDm,990302,1,1,0.01,57.35800,-20.30,0.00,0.00,[sl 57.35800]
2060846413,2026.07.29 14:00:00,EURUSDm,991070,0,0,0.01,1.13921,0.00,0.00,0.00,EMASTO_BUY
2061333915,2026.07.29 15:00:00,USDJPYm,990120,0,0,0.01,163.89600,0.00,0.00,0.00,12_Breakout L0
2062432522,2026.07.29 18:00:01,EURUSDm,991070,1,1,0.01,1.14004,0.83,0.00,0.00,[tp 1.14004]
2062432846,2026.07.29 18:00:01,USDJPYm,990120,1,1,0.01,163.56500,-2.02,0.00,0.00,[sl 163.62400]
2062441923,2026.07.29 18:00:02,XAUUSDm,992017,0,1,0.01,4062.99000,-25.15,0.00,0.00,[sl 4058.75100]
2062445014,2026.07.29 18:00:05,XAUUSDm,999094,0,1,0.01,4077.90900,-49.63,0.00,0.00,[sl 4077.90900]
2063465938,2026.07.29 19:00:00,XAUUSDm,992017,0,0,0.01,4106.83100,0.00,0.00,0.00,PIVOT_BUY
2063466125,2026.07.29 19:00:00,EURUSDm,990103,1,0,0.01,1.14518,0.00,0.00,0.00,MR_SELL
2063797939,2026.07.29 19:33:13,XAUUSDm,992017,1,1,0.01,4079.14400,-27.69,0.00,0.00,[sl 4079.14400]
2065647784,2026.07.30 04:00:00,XAUUSDm,999094,1,0,0.01,4058.75300,0.00,0.00,0.00,MACDDIV_SELL
2067751979,2026.07.30 11:00:00,USDJPYm,990120,1,0,0.01,162.81900,0.00,0.00,0.00,12_Breakout L0
2068736663,2026.07.30 13:36:08,USDJPYm,990120,0,1,0.01,162.22700,3.65,0.00,0.00,[tp 162.22700]
2069134123,2026.07.30 14:00:00,USDJPYm,990120,1,0,0.01,159.74000,0.00,0.00,0.00,12_Breakout L0
2069370633,2026.07.30 14:17:57,USDJPYm,990120,0,1,0.01,158.44600,8.17,0.00,0.00,[tp 158.44600]
2069370637,2026.07.30 14:17:57,USDJPYm,990120,1,0,0.01,158.43700,0.00,0.00,0.00,12_Breakout L0
2069612290,2026.07.30 14:41:54,USDJPYm,990120,0,1,0.01,159.51400,-6.75,0.00,0.00,[sl 159.514]
2069612297,2026.07.30 14:41:54,USDJPYm,990120,1,0,0.01,159.49700,0.00,0.00,0.00,12_Breakout L0
2071238709,2026.07.31 00:00:00,USDJPYm,990303,1,0,0.01,160.18100,0.00,0.00,0.00,17_Wave5 L0
2071384317,2026.07.31 00:47:34,USDJPYm,990120,0,1,0.01,160.64500,-7.15,0.00,0.00,[sl 160.645]
2072996084,2026.07.31 08:00:00,EURUSDm,991070,0,0,0.01,1.15149,0.00,0.00,0.00,EMASTO_BUY
2073329347,2026.07.31 08:56:50,EURUSDm,991070,1,1,0.01,1.15237,0.88,0.00,0.00,[tp 1.15237]
2074080311,2026.07.31 12:00:00,GBPUSDm,990984,1,1,0.05,1.34175,53.95,0.00,0.00,
2074080369,2026.07.31 12:00:00,EURUSDm,990984,0,1,0.05,1.14857,-42.70,0.00,0.00,
2074429156,2026.07.31 13:00:00,XAUUSDm,992017,1,0,0.01,4040.77100,0.00,0.00,0.00,PIVOT_SELL
2076042881,2026.07.31 17:00:00,XAUUSDm,990301,1,0,0.01,4043.31500,0.00,0.00,0.00,17_Wave5 L0
2076247727,2026.07.31 18:00:00,USDJPYm,990120,1,0,0.01,158.50100,0.00,0.00,0.00,12_Breakout L0
2076343502,2026.07.31 18:45:13,USDJPYm,990303,0,1,0.01,158.96700,7.64,0.00,0.00,[sl 158.967]
2077904680,2026.08.02 22:01:31,XAUUSDm,992017,0,1,0.01,4073.38000,-32.61,0.00,0.00,[sl 4060.06500]
2077920839,2026.08.02 22:03:33,XAUUSDm,990301,0,1,0.01,4078.56600,-35.25,0.00,0.00,[sl 4078.566]
2078310264,2026.08.03 00:32:53,USDJPYm,990120,0,1,0.01,156.38500,13.53,0.00,0.00,[tp 156.38500]
2079387370,2026.08.03 05:00:00,XAUUSDm,992017,1,0,0.01,4063.85200,0.00,0.00,0.00,PIVOT_SELL
2081208626,2026.08.03 12:00:00,EURUSDm,991070,0,0,0.01,1.15328,0.00,0.00,0.00,EMASTO_BUY
2082692694,2026.08.03 15:32:00,EURUSDm,991070,1,1,0.01,1.15014,-3.14,0.00,0.00,[sl 1.15014]
2082827992,2026.08.03 16:00:00,XAUUSDm,990301,1,0,0.01,4036.16100,0.00,0.00,0.00,17_Wave5 L0
2083032777,2026.08.03 17:04:47,XAUUSDm,990301,0,1,0.01,4034.32600,1.83,0.00,0.00,[sl 4034.326]
2083293068,2026.08.03 19:00:00,EURUSDm,991070,0,0,0.01,1.15140,0.00,0.00,0.00,EMASTO_BUY
2083676987,2026.08.04 00:00:00,XAUUSDm,990069,1,0,0.10,4053.44600,0.00,0.00,0.00,IchiADX
2086860411,2026.08.04 12:09:39,EURUSDm,991070,1,1,0.01,1.15140,0.00,0.00,0.00,[sl 1.15140]
2087366925,2026.08.04 13:23:36,XAUUSDm,992017,0,1,0.01,4087.95800,-24.11,0.00,0.00,[sl 4086.96200]
2087723688,2026.08.04 14:00:01,XAUUSDm,992017,0,0,0.01,4084.67100,0.00,0.00,0.00,PIVOT_BUY
2088162141,2026.08.04 15:00:00,XAUUSDm,990068,0,0,0.10,4083.93200,0.00,0.00,0.00,IchiADX
2088762553,2026.08.04 17:04:44,XAUUSDm,990069,0,1,0.10,4102.55600,-491.10,0.00,0.00,[sl 4102.55600]
2089269493,2026.08.04 20:00:00,XAUUSDm,990301,0,0,0.01,4078.80800,0.00,0.00,0.00,17_Wave5 L0
2089377067,2026.08.04 22:36:42,XAUUSDm,990301,1,1,0.01,4082.22800,3.42,0.00,0.00,[sl 4082.228]
2089701934,2026.08.05 01:00:00,EURUSDm,990103,1,0,0.03,1.15312,0.00,0.00,0.00,GRID_ADD
2090217626,2026.08.05 02:38:02,XAUUSDm,999094,0,1,0.01,4121.45200,-62.70,0.00,0.00,[sl 4121.45200]
2090610407,2026.08.05 04:00:00,XAUUSDm,990020,0,0,0.01,4128.63000,0.00,0.00,0.00,ST_ATR10x3
2090610409,2026.08.05 04:00:00,XAUUSDm,999094,1,0,0.01,4128.39000,0.00,0.00,0.00,MACDDIV_SELL
2090679219,2026.08.05 04:11:44,XAUUSDm,999094,0,1,0.01,4140.72200,-12.33,0.00,0.00,[sl 4140.72200]
2091085881,2026.08.05 05:45:15,XAUUSDm,992017,1,1,0.01,4159.81700,75.15,0.00,0.00,[tp 4159.81700]
2091251159,2026.08.05 06:00:00,XAUUSDm,992017,0,0,0.01,4161.79500,0.00,0.00,0.00,PIVOT_BUY
2091808588,2026.08.05 08:00:00,XAUUSDm,999094,1,0,0.01,4170.40400,0.00,0.00,0.00,MACDDIV_SELL
2092457483,2026.08.05 11:00:00,XAGUSDm,990302,0,0,0.01,61.28700,0.00,0.00,0.00,17_Wave5 L0
2092687637,2026.08.05 11:36:08,XAUUSDm,999094,0,1,0.01,4184.08200,-13.68,0.00,0.00,[sl 4184.082]
2092849938,2026.08.05 12:00:01,XAUUSDm,999094,1,0,0.01,4189.54100,0.00,0.00,0.00,MACDDIV_SELL
2092886910,2026.08.05 12:05:57,XAUUSDm,999094,0,1,0.01,4197.18100,-7.64,0.00,0.00,[sl 4197.18100]
2093982888,2026.08.05 14:19:06,XAUUSDm,992017,1,1,0.01,4237.49200,75.69,0.00,0.00,[tp 4237.49200]
2094856586,2026.08.05 16:00:00,XAUUSDm,999094,1,0,0.01,4232.97400,0.00,0.00,0.00,MACDDIV_SELL
2095853915,2026.08.05 23:35:11,XAUUSDm,999094,0,1,0.01,4270.36900,-37.40,0.00,0.00,[sl 4270.36900]
2095946570,2026.08.06 00:00:00,XAUUSDm,999094,1,0,0.01,4277.81700,0.00,0.00,0.00,MACDDIV_SELL
2096121983,2026.08.06 00:35:06,XAUUSDm,999094,0,1,0.01,4287.34400,-9.52,0.00,0.00,[sl 4287.344]
2097090364,2026.08.06 04:00:01,XAUUSDm,999094,1,0,0.01,4265.64300,0.00,0.00,0.00,MACDDIV_SELL
2097300113,2026.08.06 05:00:00,XAUUSDm,990301,0,0,0.01,4262.03500,0.00,0.00,0.00,17_Wave5 L0
2097316600,2026.08.06 05:03:41,XAUUSDm,990301,1,1,0.01,4264.48000,2.44,0.00,0.00,[sl 4264.480]
2099389628,2026.08.06 13:08:26,XAUUSDm,990068,1,1,0.10,4242.15800,1582.26,0.00,0.00,[sl 4242.15800]
2103729299,2026.08.07 07:00:00,XAUUSDm,992017,0,0,0.01,4297.42000,0.00,0.00,0.00,PIVOT_BUY
2104142775,2026.08.07 08:33:53,XAUUSDm,999094,0,1,0.01,4310.86300,-45.22,0.00,0.00,[sl 4309.70600]
2105262008,2026.08.07 12:25:31,XAGUSDm,990302,1,1,0.01,63.82900,127.10,0.00,0.00,[sl 63.82900]
2105644728,2026.08.07 12:43:48,XAUUSDm,992017,1,1,0.01,4369.92500,72.51,0.00,0.00,[tp 4369.92500]
2106920839,2026.08.07 15:00:00,XAGUSDm,990302,0,0,0.01,63.40400,0.00,0.00,0.00,17_Wave5 L0
2106920843,2026.08.07 15:00:00,USDJPYm,990303,1,0,0.01,157.93000,0.00,0.00,0.00,17_Wave5 L0
2108045298,2026.08.07 19:47:14,,0,5,0,0.00,0.00000,0.00,0.00,0.00,Archived deals
2110152881,2026.08.10 03:00:00,XAUUSDm,992017,1,0,0.01,4319.70300,0.00,0.00,0.00,PIVOT_SELL
2110589960,2026.08.10 04:59:11,USDJPYm,990303,0,1,0.01,158.33900,-2.58,0.00,0.00,[sl 158.339]
2110896355,2026.08.10 06:00:00,EURUSDm,991070,0,0,0.01,1.15547,0.00,0.00,0.00,EMASTO_BUY
2111084701,2026.08.10 06:43:40,XAUUSDm,992017,0,1,0.01,4352.69600,-33.00,0.00,0.00,[sl 4352.696]
2111169445,2026.08.10 07:00:00,XAUUSDm,992017,0,0,0.01,4358.07800,0.00,0.00,0.00,PIVOT_BUY
2111357109,2026.08.10 07:43:45,EURUSDm,991070,1,1,0.01,1.15613,0.66,0.00,0.00,[tp 1.15613]
2111419518,2026.08.10 08:00:00,USDJPYm,990120,0,0,0.01,158.49600,0.00,0.00,0.00,12_Breakout L0
2112117306,2026.08.10 11:09:24,XAUUSDm,992017,1,1,0.01,4333.39300,-24.69,0.00,0.00,[sl 4333.39300]
