ticket,open_time,close_time,symbol,magic,type,lots,open_price,close_price,profit,swap,commission,comment
1248577216,2026.07.31 15:00:00,2026.08.03 14:43:01,EURUSDm,2,1,0.01,1.15042,1.15121,-0.79,0.00,0.00,sell
1248614763,2026.07.31 16:00:00,2026.08.03 14:43:01,EURUSDm,2,1,0.03,1.15177,1.15121,1.68,0.00,0.00,sell
1248617863,2026.07.31 16:05:00,2026.08.03 14:29:45,EURUSDm,5888,1,0.01,1.15142,1.15155,-0.13,0.00,0.00,RSI V.1
1248673174,2026.07.31 18:00:00,2026.08.03 14:43:01,EURUSDm,2,1,0.03,1.15331,1.15121,6.30,0.00,0.00,sell
1248731200,2026.07.31 20:50:58,2026.08.03 14:29:45,EURUSDm,5888,1,0.01,1.15469,1.15155,3.14,0.00,0.00,RSI V.1
1248816382,2026.08.02 21:05:04,2026.08.03 14:43:01,EURUSDm,2,1,0.03,1.15467,1.15121,10.38,0.00,0.00,sell
1248816397,2026.08.02 21:05:04,2026.08.03 00:03:20,EURUSDm,9244,1,0.01,1.15467,1.15366,1.01,0.00,0.00,Clevr FX
1248878532,2026.08.03 00:03:20,2026.08.03 06:40:07,EURUSDm,9244,1,0.01,1.15358,1.15258,1.00,0.00,0.00,Clevr FX
1248924997,2026.08.03 01:00:00,2026.08.03 14:43:02,EURUSDm,1,0,0.01,1.15432,1.15113,-3.19,0.00,0.00,buy
1248969277,2026.08.03 02:00:02,2026.08.03 14:43:01,EURUSDm,1,0,0.03,1.15324,1.15113,-6.33,0.00,0.00,buy
1249114420,2026.08.03 06:40:07,2026.08.03 14:29:55,EURUSDm,9244,1,0.01,1.15250,1.15150,1.00,0.00,0.00,Clevr FX
1249292831,2026.08.03 12:37:05,2026.08.04 00:08:39,AUDCADm,990,0,0.10,0.98259,0.98330,5.05,0.00,0.00,
1249381914,2026.08.03 14:29:56,2026.08.03 15:10:29,EURUSDm,9244,1,0.01,1.15142,1.15040,1.02,0.00,0.00,Clevr FX
1249397834,2026.08.03 15:00:00,2026.08.06 08:01:33,EURUSDm,1,0,0.01,1.15141,1.15394,2.53,0.00,0.00,buy
1249459607,2026.08.03 18:00:00,2026.08.06 08:01:32,EURUSDm,1,0,0.03,1.15025,1.15394,11.07,0.00,0.00,buy
1249477064,2026.08.03 19:00:00,2026.08.04 01:01:55,EURUSDm,9244,1,0.01,1.15132,1.15032,1.00,0.00,0.00,Clevr FX
1249497210,2026.08.03 20:00:00,2026.08.06 08:01:31,EURUSDm,2,1,0.01,1.15101,1.15400,-2.99,0.00,0.00,sell
1249590721,2026.08.04 02:00:01,2026.08.06 15:14:29,EURUSDm,9244,1,0.01,1.15123,1.15283,-1.60,0.00,0.00,Clevr FX
1249679906,2026.08.04 06:02:45,2026.08.04 09:17:31,AUDCADm,990,1,0.10,0.98643,0.98571,5.13,0.00,0.00,
1249847142,2026.08.04 12:07:25,2026.08.05 13:37:21,AUDCADm,990,1,0.10,0.98848,0.98992,-10.25,0.00,0.00,
1249927158,2026.08.04 14:00:01,2026.08.06 08:01:30,EURUSDm,2,1,0.03,1.15231,1.15400,-5.07,0.00,0.00,sell
1250063603,2026.08.04 18:55:46,2026.08.06 15:14:29,EURUSDm,9244,1,0.02,1.15325,1.15283,0.84,0.00,0.00,Clevr FX
1250069892,2026.08.04 19:16:10,2026.08.05 13:37:21,AUDCADm,990,1,0.20,0.99100,0.98992,15.38,0.00,0.00,
1250218773,2026.08.05 03:00:00,2026.08.06 08:01:29,EURUSDm,2,1,0.03,1.15346,1.15395,-1.47,0.00,0.00,sell
1250438671,2026.08.05 11:36:47,2026.08.06 15:14:28,EURUSDm,9244,1,0.03,1.15525,1.15285,7.20,0.00,0.00,Clevr FX
1250451017,2026.08.05 12:00:01,2026.08.06 08:01:28,EURUSDm,2,1,0.03,1.15524,1.15392,3.96,0.00,0.00,sell
1250917467,2026.08.06 06:14:23,2026.08.07 12:30:10,AUDCADm,990,0,0.10,0.98679,0.98757,5.58,0.00,0.00,
1250984549,2026.08.06 09:00:02,2026.08.07 12:30:05,EURUSDm,1,0,0.01,1.15436,1.15545,1.09,0.00,0.00,buy
1251054039,2026.08.06 12:00:01,2026.08.07 12:30:04,EURUSDm,2,1,0.01,1.15447,1.15554,-1.07,0.00,0.00,sell
1251203484,2026.08.06 16:00:01,2026.08.07 12:30:05,EURUSDm,1,0,0.03,1.15213,1.15578,10.95,0.00,0.00,buy
1251845785,2026.08.07 14:55:11,2026.08.07 17:27:43,AUDCADm,990,0,0.10,0.98411,0.98481,5.02,0.00,0.00,
