ticket,open_time,close_time,symbol,magic,type,lots,open_price,close_price,profit,swap,commission,comment
1246070156,2026.07.28 14:53:47,2026.07.29 12:16:09,EURUSDm,9244,1,0.02,1.13812,1.13777,0.70,0.00,0.00,Clevr FX
1246107372,2026.07.28 15:44:41,2026.07.29 12:16:09,EURUSDm,9244,1,0.03,1.14013,1.13777,7.08,0.00,0.00,Clevr FX
1246345752,2026.07.29 01:30:01,2026.07.29 18:00:08,AUDCADm,990,0,0.20,0.98140,0.97821,-45.31,0.00,0.00,
1246346664,2026.07.29 01:30:17,2026.07.29 18:00:08,AUDCADm,990,0,0.30,0.97890,0.97817,-15.56,0.00,0.00,
1246745977,2026.07.29 14:00:00,2026.07.29 14:59:18,EURUSDm,9244,1,0.01,1.13920,1.13822,0.98,0.00,0.00,Clevr FX
1246793723,2026.07.29 14:55:16,2026.07.29 18:00:08,AUDCADm,990,0,0.40,0.97638,0.97817,50.85,0.00,0.00,
1246880927,2026.07.29 17:00:01,2026.07.30 01:22:02,EURUSDm,9244,1,0.01,1.13848,1.14556,-7.08,0.00,0.00,Clevr FX
1246928013,2026.07.29 18:00:07,2026.07.30 15:05:06,EURUSDm,9244,1,0.02,1.14152,1.15008,-17.12,0.00,0.00,Clevr FX
1247012359,2026.07.29 19:00:00,2026.07.30 07:30:23,EURUSDm,2,1,0.01,1.14519,1.14367,1.52,0.00,0.00,sell
1247105432,2026.07.29 21:01:03,2026.07.30 07:30:22,EURUSDm,2,1,0.03,1.14643,1.14367,8.28,0.00,0.00,sell
1247134854,2026.07.29 23:01:17,2026.07.30 01:22:02,EURUSDm,9244,1,0.05,1.14720,1.14556,8.20,0.00,0.00,Clevr FX
1247249130,2026.07.30 02:00:02,2026.07.30 07:30:23,EURUSDm,1,0,0.01,1.14538,1.14359,-1.79,0.00,0.00,buy
1247736983,2026.07.30 14:00:00,2026.07.30 15:05:06,EURUSDm,9244,1,0.08,1.15236,1.15008,18.24,0.00,0.00,Clevr FX
