ticket,open_time,close_time,symbol,magic,type,lots,open_price,close_price,profit,swap,commission,comment
1239810711,2026.07.16 12:00:00,2026.07.29 18:00:08,EURUSDm,1,0,0.01,1.14694,1.14163,-5.31,0.00,0.00,buy
1239880194,2026.07.16 13:00:00,2026.07.29 18:00:08,EURUSDm,1,0,0.03,1.14483,1.14169,-9.42,0.00,0.00,buy
1240107335,2026.07.16 17:00:01,2026.07.29 18:00:08,EURUSDm,1,0,0.03,1.14352,1.14157,-5.85,0.00,0.00,buy
1240231572,2026.07.16 21:05:00,2026.07.29 18:00:08,EURUSDm,2,1,0.01,1.14421,1.14122,2.99,0.00,0.00,sell
1240527199,2026.07.17 06:18:21,2026.07.29 18:00:08,EURUSDm,5888,0,0.01,1.14483,1.14138,-3.45,0.00,0.00,RSI V.1
1241692059,2026.07.20 12:20:38,2026.07.29 18:00:08,EURUSDm,5888,0,0.01,1.14182,1.14135,-0.47,0.00,0.00,RSI V.1
1241718052,2026.07.20 13:00:00,2026.07.29 18:00:08,EURUSDm,1,0,0.03,1.14242,1.14138,-3.12,0.00,0.00,buy
1241801760,2026.07.20 15:00:00,2026.07.29 18:00:08,EURUSDm,1,0,0.03,1.14071,1.14138,2.01,0.00,0.00,buy
1242714617,2026.07.22 00:00:00,2026.07.23 10:45:42,EURUSDm,9244,1,0.01,1.14024,1.14051,-0.27,0.00,0.00,Clevr FX
1243524485,2026.07.23 02:33:56,2026.07.23 10:45:42,EURUSDm,9244,1,0.02,1.14225,1.14053,3.44,0.00,0.00,Clevr FX
1243781183,2026.07.23 11:35:41,2026.07.29 18:00:08,EURUSDm,5888,0,0.01,1.13882,1.14128,2.46,0.00,0.00,RSI V.1
1243798114,2026.07.23 12:00:00,2026.07.29 18:00:08,EURUSDm,1,0,0.03,1.13950,1.14141,5.73,0.00,0.00,buy
1243814269,2026.07.23 12:24:27,2026.07.24 01:43:43,AUDCADm,990,0,0.10,0.98320,0.98178,-10.09,0.00,0.00,
1243917130,2026.07.23 14:00:00,2026.07.29 18:00:08,EURUSDm,1,0,0.03,1.13738,1.14128,11.70,0.00,0.00,buy
1244036889,2026.07.23 17:00:03,2026.07.24 08:48:28,EURUSDm,9244,1,0.01,1.13792,1.13825,-0.33,0.00,0.00,Clevr FX
1244091758,2026.07.23 18:54:29,2026.07.24 01:43:43,AUDCADm,990,0,0.20,0.98070,0.98178,15.35,0.00,0.00,
1244380477,2026.07.24 07:27:25,2026.07.24 08:48:28,EURUSDm,9244,1,0.02,1.13992,1.13825,3.34,0.00,0.00,Clevr FX
1244494986,2026.07.24 11:37:03,2026.07.24 12:25:09,AUDCADm,990,1,0.10,0.98467,0.98390,5.46,0.00,0.00,
1244891991,2026.07.26 22:05:00,2026.07.27 07:51:57,EURUSDm,9244,1,0.01,1.13970,1.14002,-0.32,0.00,0.00,Clevr FX
1245143103,2026.07.27 06:32:32,2026.07.27 08:04:12,AUDCADm,990,1,0.10,0.98749,0.98677,5.11,0.00,0.00,
1245147656,2026.07.27 06:41:11,2026.07.27 07:51:57,EURUSDm,9244,1,0.02,1.14168,1.14002,3.32,0.00,0.00,Clevr FX
1245185234,2026.07.27 07:51:57,2026.07.27 11:48:48,EURUSDm,9244,1,0.01,1.13994,1.13893,1.01,0.00,0.00,Clevr FX
1245506588,2026.07.27 17:00:00,2026.07.27 17:43:38,EURUSDm,9244,1,0.01,1.13793,1.13693,1.00,0.00,0.00,Clevr FX
1245595484,2026.07.27 22:00:00,2026.07.28 09:45:11,EURUSDm,9244,1,0.01,1.13717,1.13616,1.01,0.00,0.00,Clevr FX
1245759782,2026.07.28 05:09:12,2026.07.29 18:00:08,AUDCADm,990,0,0.10,0.98409,0.97821,-41.76,0.00,0.00,
1245896534,2026.07.28 09:45:11,2026.07.29 12:16:09,EURUSDm,9244,1,0.01,1.13608,1.13775,-1.67,0.00,0.00,Clevr FX
1245902349,2026.07.28 09:57:13,2026.07.29 18:00:08,EURUSDm,5888,0,0.02,1.13581,1.14114,10.66,0.00,0.00,RSI V.1
1245905259,2026.07.28 10:00:00,2026.07.29 18:00:08,EURUSDm,1,0,0.03,1.13566,1.14115,16.47,0.00,0.00,buy
