row_type,login,server_time,currency,equity,balance,margin,free_margin,margin_level_pct,stopout_mode,stopout_level,magic,symbols,float_pl,open_lots,open_positions,oldest_open_hours,pending_orders
ACCOUNT,159475669,2026.08.01 00:36:18,USC,10030.15,10157.25,34.33,9995.82,29216.9,PERCENT,0.0,,,,,,,
MAGIC,159475669,2026.08.01 00:36:18,,,,,,,,,20240001,CHFJPYc,-67.27,0.03,3,418.5,0
MAGIC,159475669,2026.08.01 00:36:18,,,,,,,,,1524,EURUSDc,-108.92,0.10,9,83.5,0
MAGIC,159475669,2026.08.01 00:36:18,,,,,,,,,9397,GBPUSDc,49.09,0.02,2,950.6,0
MAGIC,159475669,2026.08.01 00:36:18,,,,,,,,,8012,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.08.01 00:36:18,,,,,,,,,8009,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.08.01 00:36:18,,,,,,,,,8014,XAUUSDc,0.00,0.00,0,0.0,3
MAGIC,159475669,2026.08.01 00:36:18,,,,,,,,,8015,XAUUSDc,0.00,0.00,0,0.0,3
MAGIC,159475669,2026.08.01 00:36:18,,,,,,,,,8001,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.08.01 00:36:18,,,,,,,,,8002,XAUUSDc,0.00,0.00,0,0.0,3
MAGIC,159475669,2026.08.01 00:36:18,,,,,,,,,8008,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.08.01 00:36:18,,,,,,,,,8005,XAUUSDc,0.00,0.00,0,0.0,2
SYMBOL,159475669,2026.08.01 00:36:18,,,,,,,,,,CHFJPYc,-67.27,0.03,3,,
SYMBOL,159475669,2026.08.01 00:36:18,,,,,,,,,,EURUSDc,-108.92,0.10,9,,
SYMBOL,159475669,2026.08.01 00:36:18,,,,,,,,,,GBPUSDc,49.09,0.02,2,,
