row_type,login,server_time,currency,equity,balance,margin,free_margin,margin_level_pct,stopout_mode,stopout_level,magic,symbols,float_pl,open_lots,open_positions,oldest_open_hours,pending_orders
ACCOUNT,159475669,2026.08.04 00:36:22,USC,10045.51,10186.39,23.95,10021.56,41943.7,PERCENT,0.0,,,,,,,
MAGIC,159475669,2026.08.04 00:36:22,,,,,,,,,20240001,CHFJPYc,-92.15,0.06,6,490.5,0
MAGIC,159475669,2026.08.04 00:36:22,,,,,,,,,1524,EURUSDc,-87.80,0.16,14,155.5,0
MAGIC,159475669,2026.08.04 00:36:22,,,,,,,,,9397,GBPUSDc,39.07,0.02,2,1022.6,0
MAGIC,159475669,2026.08.04 00:36:22,,,,,,,,,8002,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.08.04 00:36:22,,,,,,,,,8008,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.08.04 00:36:22,,,,,,,,,8005,XAUUSDc,0.00,0.00,0,0.0,2
SYMBOL,159475669,2026.08.04 00:36:22,,,,,,,,,,CHFJPYc,-92.15,0.06,6,,
SYMBOL,159475669,2026.08.04 00:36:22,,,,,,,,,,EURUSDc,-87.80,0.16,14,,
SYMBOL,159475669,2026.08.04 00:36:22,,,,,,,,,,GBPUSDc,39.07,0.02,2,,
