row_type,login,server_time,currency,equity,balance,margin,free_margin,margin_level_pct,stopout_mode,stopout_level,magic,symbols,float_pl,open_lots,open_positions,oldest_open_hours,pending_orders
ACCOUNT,415573666,2026.08.05 00:36:23,USD,58571.66,58465.73,6.97,58564.69,840339.5,PERCENT,0.0,,,,,,,
MAGIC,415573666,2026.08.05 00:36:23,,,,,,,,,990204,AUDCADm,105.93,0.10,1,387.5,0
SYMBOL,415573666,2026.08.05 00:36:23,,,,,,,,,,AUDCADm,105.93,0.10,1,,
