row_type,login,server_time,currency,equity,balance,margin,free_margin,margin_level_pct,stopout_mode,stopout_level,magic,symbols,float_pl,open_lots,open_positions,oldest_open_hours,pending_orders
ACCOUNT,141049900,2026.07.27 04:22:57,USC,11667.83,11701.95,38.76,11629.07,30100.9,PERCENT,0.0,,,,,,,
MAGIC,141049900,2026.07.27 04:22:57,,,,,,,,,1112,XAUUSDc,-1.49,0.01,1,1.2,0
MAGIC,141049900,2026.07.27 04:22:57,,,,,,,,,1114,XAUUSDc,-19.19,0.02,2,1.8,0
MAGIC,141049900,2026.07.27 04:22:57,,,,,,,,,1115,XAUUSDc,-17.42,0.03,3,56.8,0
MAGIC,141049900,2026.07.27 04:22:57,,,,,,,,,7777,EURUSDc,3.98,1.12,6,61.2,1
SYMBOL,141049900,2026.07.27 04:22:57,,,,,,,,,,XAUUSDc,-38.10,0.06,6,,
SYMBOL,141049900,2026.07.27 04:22:57,,,,,,,,,,EURUSDc,3.98,1.12,6,,
