ticket,open_time,close_time,symbol,magic,type,lots,open_price,close_price,profit,swap,commission,comment
1248577216,2026.07.31 15:00:00,2026.08.03 14:43:01,EURUSDm,2,1,0.01,1.15042,1.15121,-0.79,0.00,0.00,sell
1248614763,2026.07.31 16:00:00,2026.08.03 14:43:01,EURUSDm,2,1,0.03,1.15177,1.15121,1.68,0.00,0.00,sell
1248617863,2026.07.31 16:05:00,2026.08.03 14:29:45,EURUSDm,5888,1,0.01,1.15142,1.15155,-0.13,0.00,0.00,RSI V.1
1248673174,2026.07.31 18:00:00,2026.08.03 14:43:01,EURUSDm,2,1,0.03,1.15331,1.15121,6.30,0.00,0.00,sell
1248731200,2026.07.31 20:50:58,2026.08.03 14:29:45,EURUSDm,5888,1,0.01,1.15469,1.15155,3.14,0.00,0.00,RSI V.1
1248816382,2026.08.02 21:05:04,2026.08.03 14:43:01,EURUSDm,2,1,0.03,1.15467,1.15121,10.38,0.00,0.00,sell
1248816397,2026.08.02 21:05:04,2026.08.03 00:03:20,EURUSDm,9244,1,0.01,1.15467,1.15366,1.01,0.00,0.00,Clevr FX
1248878532,2026.08.03 00:03:20,2026.08.03 06:40:07,EURUSDm,9244,1,0.01,1.15358,1.15258,1.00,0.00,0.00,Clevr FX
1248924997,2026.08.03 01:00:00,2026.08.03 14:43:02,EURUSDm,1,0,0.01,1.15432,1.15113,-3.19,0.00,0.00,buy
1248969277,2026.08.03 02:00:02,2026.08.03 14:43:01,EURUSDm,1,0,0.03,1.15324,1.15113,-6.33,0.00,0.00,buy
1249114420,2026.08.03 06:40:07,2026.08.03 14:29:55,EURUSDm,9244,1,0.01,1.15250,1.15150,1.00,0.00,0.00,Clevr FX
1249292831,2026.08.03 12:37:05,2026.08.04 00:08:39,AUDCADm,990,0,0.10,0.98259,0.98330,5.05,0.00,0.00,
1249381914,2026.08.03 14:29:56,2026.08.03 15:10:29,EURUSDm,9244,1,0.01,1.15142,1.15040,1.02,0.00,0.00,Clevr FX
