row_type,login,server_time,currency,equity,balance,margin,free_margin,margin_level_pct,stopout_mode,stopout_level,magic,symbols,float_pl,open_lots,open_positions,oldest_open_hours,pending_orders
ACCOUNT,159475669,2026.07.29 00:37:44,USC,10169.13,10200.72,21.28,10147.85,47787.3,PERCENT,0.0,,,,,,,
MAGIC,159475669,2026.07.29 00:37:44,,,,,,,,,1524,EURUSDc,-42.47,0.17,15,304.4,0
MAGIC,159475669,2026.07.29 00:37:44,,,,,,,,,20240001,CHFJPYc,-0.29,0.04,4,346.6,0
MAGIC,159475669,2026.07.29 00:37:44,,,,,,,,,9397,GBPUSDc,11.17,0.02,2,878.6,0
MAGIC,159475669,2026.07.29 00:37:44,,,,,,,,,8002,XAUUSDc,0.00,0.00,0,0.0,3
MAGIC,159475669,2026.07.29 00:37:44,,,,,,,,,8009,XAUUSDc,0.00,0.00,0,0.0,1
MAGIC,159475669,2026.07.29 00:37:44,,,,,,,,,8015,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.07.29 00:37:44,,,,,,,,,8014,XAUUSDc,0.00,0.00,0,0.0,1
MAGIC,159475669,2026.07.29 00:37:44,,,,,,,,,8012,XAUUSDc,0.00,0.00,0,0.0,1
MAGIC,159475669,2026.07.29 00:37:44,,,,,,,,,8008,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.07.29 00:37:44,,,,,,,,,8005,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.07.29 00:37:44,,,,,,,,,8001,XAUUSDc,0.00,0.00,0,0.0,2
SYMBOL,159475669,2026.07.29 00:37:44,,,,,,,,,,EURUSDc,-42.47,0.17,15,,
SYMBOL,159475669,2026.07.29 00:37:44,,,,,,,,,,CHFJPYc,-0.29,0.04,4,,
SYMBOL,159475669,2026.07.29 00:37:44,,,,,,,,,,GBPUSDc,11.17,0.02,2,,
