row_type,login,server_time,currency,equity,balance,margin,free_margin,margin_level_pct,stopout_mode,stopout_level,magic,symbols,float_pl,open_lots,open_positions,oldest_open_hours,pending_orders
ACCOUNT,159475669,2026.09.05 05:34:59,USC,10754.56,11044.48,12.18,10742.38,88296.9,PERCENT,0.0,,,,,,,
MAGIC,159475669,2026.09.05 05:34:59,,,,,,,,,20240001,CHFJPYc,-99.98,0.04,4,1263.5,0
MAGIC,159475669,2026.09.05 05:34:59,,,,,,,,,1524,EURUSDc,-246.31,0.29,27,928.5,0
MAGIC,159475669,2026.09.05 05:34:59,,,,,,,,,9397,GBPUSDc,56.37,0.02,2,1795.6,0
MAGIC,159475669,2026.09.05 05:34:59,,,,,,,,,8009,XAUUSDc,0.00,0.00,0,0.0,3
MAGIC,159475669,2026.09.05 05:34:59,,,,,,,,,8014,XAUUSDc,0.00,0.00,0,0.0,3
MAGIC,159475669,2026.09.05 05:34:59,,,,,,,,,8015,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.09.05 05:34:59,,,,,,,,,8012,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.09.05 05:34:59,,,,,,,,,8008,XAUUSDc,0.00,0.00,0,0.0,1
MAGIC,159475669,2026.09.05 05:34:59,,,,,,,,,8005,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.09.05 05:34:59,,,,,,,,,8002,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.09.05 05:34:59,,,,,,,,,8001,XAUUSDc,0.00,0.00,0,0.0,2
SYMBOL,159475669,2026.09.05 05:34:59,,,,,,,,,,CHFJPYc,-99.98,0.04,4,,
SYMBOL,159475669,2026.09.05 05:34:59,,,,,,,,,,EURUSDc,-246.31,0.29,27,,
SYMBOL,159475669,2026.09.05 05:34:59,,,,,,,,,,GBPUSDc,56.37,0.02,2,,
