ticket,open_time,close_time,symbol,magic,type,lots,open_price,close_price,profit,swap,commission,comment
359473771,2026.06.30 00:23:41,2026.07.01 13:31:29,EURUSDc,7777,1,0.00,1.14148,1.14148,0.00,0.00,0.00,close hedge by #359750686
359612113,2026.06.30 15:03:49,2026.07.01 13:31:29,EURUSDc,7777,1,0.00,1.14271,1.14271,0.00,0.00,0.00,close hedge by #359750684
359612255,2026.06.30 14:51:41,2026.07.01 13:31:30,EURUSDc,7777,0,0.06,1.14277,1.13908,-22.14,0.00,0.00,ZGH
359619141,2026.06.30 15:17:51,2026.07.01 11:01:01,XAUUSDc,1112,0,0.01,4028.06900,4001.81700,-26.25,0.00,0.00,Gk
359622253,2026.06.30 17:47:27,2026.07.01 13:31:29,EURUSDc,7777,0,0.16,1.14216,1.13912,-48.64,0.00,0.00,ZGH
359641114,2026.06.30 20:57:00,2026.07.01 11:01:01,XAUUSDc,1112,0,0.01,4007.83700,4002.11000,-5.73,0.00,0.00,Gk
359648095,2026.07.01 04:37:29,2026.07.01 13:31:29,EURUSDc,7777,0,0.28,1.14094,1.13913,-50.68,0.00,0.00,ZGH
359655793,2026.07.01 01:05:06,2026.07.01 11:01:01,XAUUSDc,1112,0,0.01,3988.33500,4002.11000,13.77,0.00,0.00,Gk
359674034,2026.07.01 04:12:42,2026.07.01 04:12:42,,0,6,0.01,0.00000,0.00000,9.00,0.00,0.00,D-INTARB-USC-INT-876503846914
359683998,2026.07.01 06:07:04,2026.07.01 11:01:00,XAUUSDc,1112,0,0.01,3968.74500,4002.17800,33.43,0.00,0.00,Gk
359691026,2026.07.01 07:04:41,2026.07.01 13:31:29,EURUSDc,7777,0,0.40,1.14033,1.13913,-48.00,0.00,0.00,ZGH
359691646,2026.07.01 07:06:48,2026.07.01 13:31:28,EURUSDc,7777,1,0.00,1.13992,1.13992,0.00,0.00,0.00,close hedge by #359750683
359695918,2026.07.01 07:45:48,2026.07.01 13:31:29,EURUSDc,7777,0,0.55,1.14003,1.13913,-49.50,0.00,0.00,ZGH
