row_type,login,server_time,currency,equity,balance,margin,free_margin,margin_level_pct,stopout_mode,stopout_level,magic,symbols,float_pl,open_lots,open_positions,oldest_open_hours,pending_orders
ACCOUNT,415573666,2026.07.27 04:23:07,USD,59969.24,59540.55,59.33,59909.91,101077.4,PERCENT,0.0,,,,,,,
MAGIC,415573666,2026.07.27 04:23:07,,,,,,,,,990201,USDJPYm,13.33,0.10,1,92.6,0
MAGIC,415573666,2026.07.27 04:23:07,,,,,,,,,990110,AUDJPYm,97.31,0.26,2,158.3,0
MAGIC,415573666,2026.07.27 04:23:07,,,,,,,,,990204,AUDCADm,81.87,0.13,1,175.3,0
MAGIC,415573666,2026.07.27 04:23:07,,,,,,,,,990203,EURJPYm,112.25,0.10,1,340.4,0
MAGIC,415573666,2026.07.27 04:23:07,,,,,,,,,990206,EURUSDm,26.70,0.05,1,409.4,0
MAGIC,415573666,2026.07.27 04:23:07,,,,,,,,,990205,CADJPYm,97.23,0.07,1,506.9,0
SYMBOL,415573666,2026.07.27 04:23:07,,,,,,,,,,USDJPYm,13.33,0.10,1,,
SYMBOL,415573666,2026.07.27 04:23:07,,,,,,,,,,AUDJPYm,97.31,0.26,2,,
SYMBOL,415573666,2026.07.27 04:23:07,,,,,,,,,,AUDCADm,81.87,0.13,1,,
SYMBOL,415573666,2026.07.27 04:23:07,,,,,,,,,,EURJPYm,112.25,0.10,1,,
SYMBOL,415573666,2026.07.27 04:23:07,,,,,,,,,,EURUSDm,26.70,0.05,1,,
SYMBOL,415573666,2026.07.27 04:23:07,,,,,,,,,,CADJPYm,97.23,0.07,1,,
