row_type,login,server_time,currency,equity,balance,margin,free_margin,margin_level_pct,stopout_mode,stopout_level,magic,symbols,float_pl,open_lots,open_positions,oldest_open_hours,pending_orders
ACCOUNT,159475669,2026.07.31 00:36:19,USC,9977.27,10087.47,40.56,9936.71,24598.8,PERCENT,0.0,,,,,,,
MAGIC,159475669,2026.07.31 00:36:19,,,,,,,,,20240001,CHFJPYc,-59.65,0.09,8,394.5,0
MAGIC,159475669,2026.07.31 00:36:19,,,,,,,,,1524,EURUSDc,-95.22,0.10,9,59.5,0
MAGIC,159475669,2026.07.31 00:36:19,,,,,,,,,9397,GBPUSDc,44.67,0.02,2,926.6,0
MAGIC,159475669,2026.07.31 00:36:19,,,,,,,,,8002,XAUUSDc,0.00,0.00,0,0.0,4
MAGIC,159475669,2026.07.31 00:36:19,,,,,,,,,8009,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.07.31 00:36:19,,,,,,,,,8014,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.07.31 00:36:19,,,,,,,,,8015,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.07.31 00:36:19,,,,,,,,,8012,XAUUSDc,0.00,0.00,0,0.0,1
MAGIC,159475669,2026.07.31 00:36:19,,,,,,,,,8001,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.07.31 00:36:19,,,,,,,,,8008,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.07.31 00:36:19,,,,,,,,,8005,XAUUSDc,0.00,0.00,0,0.0,2
SYMBOL,159475669,2026.07.31 00:36:19,,,,,,,,,,CHFJPYc,-59.65,0.09,8,,
SYMBOL,159475669,2026.07.31 00:36:19,,,,,,,,,,EURUSDc,-95.22,0.10,9,,
SYMBOL,159475669,2026.07.31 00:36:19,,,,,,,,,,GBPUSDc,44.67,0.02,2,,
