row_type,login,server_time,currency,equity,balance,margin,free_margin,margin_level_pct,stopout_mode,stopout_level,magic,symbols,float_pl,open_lots,open_positions,oldest_open_hours,pending_orders
ACCOUNT,159475669,2026.07.29 22:57:30,USC,10019.76,10043.78,18.96,10000.80,52846.8,PERCENT,0.0,,,,,,,
MAGIC,159475669,2026.07.29 22:57:30,,,,,,,,,1524,EURUSDc,-50.29,0.06,5,33.8,0
MAGIC,159475669,2026.07.29 22:57:30,,,,,,,,,20240001,CHFJPYc,-0.54,0.04,4,368.9,0
MAGIC,159475669,2026.07.29 22:57:30,,,,,,,,,9397,GBPUSDc,26.81,0.02,2,901.0,0
MAGIC,159475669,2026.07.29 22:57:30,,,,,,,,,8015,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.07.29 22:57:30,,,,,,,,,8014,XAUUSDc,0.00,0.00,0,0.0,1
MAGIC,159475669,2026.07.29 22:57:30,,,,,,,,,8009,XAUUSDc,0.00,0.00,0,0.0,1
MAGIC,159475669,2026.07.29 22:57:30,,,,,,,,,8001,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.07.29 22:57:30,,,,,,,,,8002,XAUUSDc,0.00,0.00,0,0.0,3
MAGIC,159475669,2026.07.29 22:57:30,,,,,,,,,8008,XAUUSDc,0.00,0.00,0,0.0,2
MAGIC,159475669,2026.07.29 22:57:30,,,,,,,,,8005,XAUUSDc,0.00,0.00,0,0.0,2
SYMBOL,159475669,2026.07.29 22:57:30,,,,,,,,,,EURUSDc,-50.29,0.06,5,,
SYMBOL,159475669,2026.07.29 22:57:30,,,,,,,,,,CHFJPYc,-0.54,0.04,4,,
SYMBOL,159475669,2026.07.29 22:57:30,,,,,,,,,,GBPUSDc,26.81,0.02,2,,
