ticket,time,symbol,magic,type,entry,volume,price,profit,swap,commission,comment
3430798253,2026.06.23 04:59:06,XAUUSDc,8002,1,0,0.03,4124.10800,0.00,0.00,0.00,The Gold Reaper_XAUUSD_4
3430798307,2026.06.23 04:59:06,XAUUSDc,8015,1,0,0.02,4124.10800,0.00,0.00,0.00,The Gold Reaper_XAUUSD_8
3430798340,2026.06.23 04:59:06,XAUUSDc,8009,1,0,0.02,4124.10800,0.00,0.00,0.00,The Gold Reaper_XAUUSD_6
3430798589,2026.06.23 04:59:06,XAUUSDc,8014,1,0,0.03,4123.87300,0.00,0.00,0.00,The Gold Reaper_XAUUSD_7
3430798896,2026.06.23 04:59:06,XAUUSDc,8012,1,0,0.03,4122.77200,0.00,0.00,0.00,The Gold Reaper_XAUUSD_5
3430857917,2026.06.23 05:01:21,XAUUSDc,8015,0,1,0.02,4124.58000,-1.00,0.00,0.00,[sl 4124.108]
3431345274,2026.06.23 05:58:05,XAUUSDc,8012,0,1,0.03,4121.49800,3.80,0.00,0.00,[sl 4121.49800]
3431353582,2026.06.23 06:00:04,XAUUSDc,8009,0,1,0.02,4122.72800,2.70,0.00,0.00,[sl 4122.72800]
3431366685,2026.06.23 06:01:41,XAUUSDc,8014,0,1,0.03,4123.39500,1.40,0.00,0.00,[sl 4123.39500]
3431881094,2026.06.23 07:03:30,EURUSDc,1524,1,0,0.02,1.14282,0.00,0.00,0.00,Dynamic RSI + ADX Style
3432013065,2026.06.23 07:20:18,EURUSDc,1524,1,0,0.01,1.14378,0.00,0.00,0.00,Dynamic RSI + ADX Style
3432203912,2026.06.23 07:46:34,EURUSDc,1524,0,1,0.02,1.14171,2.22,0.00,0.00,[sl 1.14171]
3432203913,2026.06.23 07:46:34,EURUSDc,1524,0,1,0.01,1.14171,2.07,0.00,0.00,[sl 1.14171]
3432259903,2026.06.23 07:52:28,EURUSDc,1524,0,0,0.01,1.14121,0.00,0.00,0.00,Dynamic RSI + ADX Style
3432837291,2026.06.23 09:07:41,CHFJPYc,20240001,0,1,0.01,199.21900,6.85,0.00,0.00,
3432837313,2026.06.23 09:07:41,CHFJPYc,20240001,0,1,0.01,199.21900,4.66,0.00,0.00,
3432837353,2026.06.23 09:07:42,CHFJPYc,20240001,0,1,0.01,199.22100,2.48,0.00,0.00,
3432837384,2026.06.23 09:07:43,CHFJPYc,20240001,1,0,0.01,199.20100,0.00,0.00,0.00,Matcha Grid SELL #1
3432970405,2026.06.23 09:35:07,XAUUSDc,8002,0,1,0.03,4118.93300,15.50,0.00,0.00,[sl 4118.93300]
3433611029,2026.06.23 11:39:20,CHFJPYc,20240001,1,0,0.01,199.55100,0.00,0.00,0.00,Matcha Grid SELL #2
3433688705,2026.06.23 11:57:12,EURUSDc,1524,0,0,0.01,1.13862,0.00,0.00,0.00,Dynamic RSI + ADX Style
3434390487,2026.06.23 13:40:32,CHFJPYc,20240001,1,0,0.01,199.90200,0.00,0.00,0.00,Matcha Grid SELL #3
3436399284,2026.06.23 23:26:53,EURUSDc,1524,0,0,0.01,1.13811,0.00,0.00,0.00,Dynamic RSI + ADX Style
3436719894,2026.06.24 00:24:44,EURUSDc,1524,0,0,0.01,1.13760,0.00,0.00,0.00,Dynamic RSI + ADX Style
3438012420,2026.06.24 02:58:00,EURUSDc,1524,0,0,0.01,1.13692,0.00,0.00,0.00,Dynamic RSI + ADX Style
3439214716,2026.06.24 06:05:09,EURUSDc,1524,1,0,0.02,1.13694,0.00,0.00,0.00,Dynamic RSI + ADX Style
3439704388,2026.06.24 07:10:49,EURUSDc,1524,0,0,0.01,1.13527,0.00,0.00,0.00,Dynamic RSI + ADX Style
3439740535,2026.06.24 07:19:15,EURUSDc,1524,0,1,0.02,1.13563,2.62,0.00,0.00,[sl 1.13563]
3440060084,2026.06.24 08:16:47,CHFJPYc,20240001,0,0,0.01,199.10400,0.00,0.00,0.00,Matcha Grid BUY #3
3441823236,2026.06.24 12:25:03,XAUUSDc,8001,1,0,0.04,4021.06000,0.00,0.00,0.00,The Gold Reaper_XAUUSD_1
3441823253,2026.06.24 12:25:03,XAUUSDc,8002,1,0,0.03,4020.03200,0.00,0.00,0.00,The Gold Reaper_XAUUSD_4
3441823303,2026.06.24 12:25:03,XAUUSDc,8008,1,0,0.07,4020.00300,0.00,0.00,0.00,The Gold Reaper_XAUUSD_3
3441823337,2026.06.24 12:25:03,XAUUSDc,8015,1,0,0.02,4020.00300,0.00,0.00,0.00,The Gold Reaper_XAUUSD_8
3441823720,2026.06.24 12:25:03,XAUUSDc,8005,1,0,0.08,4019.84900,0.00,0.00,0.00,The Gold Reaper_XAUUSD_2
3441877038,2026.06.24 12:25:59,XAUUSDc,8015,0,1,0.02,4008.49500,23.00,0.00,0.00,[tp 4008.49500]
3441904288,2026.06.24 12:27:08,XAUUSDc,8005,0,1,0.08,4017.75500,16.80,0.00,0.00,[sl 4017.75500]
3441924552,2026.06.24 12:28:39,XAUUSDc,8008,0,1,0.07,4019.72800,1.90,0.00,0.00,[sl 4019.72800]
3442060760,2026.06.24 12:41:02,CHFJPYc,20240001,0,1,0.01,198.79600,6.84,0.00,0.00,
3442060812,2026.06.24 12:41:03,CHFJPYc,20240001,0,1,0.01,198.79900,4.65,0.00,0.00,
3442060913,2026.06.24 12:41:03,CHFJPYc,20240001,0,1,0.01,198.79900,2.49,0.00,0.00,
3442060975,2026.06.24 12:41:04,CHFJPYc,20240001,1,0,0.01,198.77500,0.00,0.00,0.00,Matcha Grid SELL #1
3442071973,2026.06.24 12:42:01,CHFJPYc,20240001,0,0,0.01,198.75200,0.00,0.00,0.00,Matcha Grid BUY #4
3442243350,2026.06.24 12:56:36,XAUUSDc,8001,0,1,0.04,3997.06800,95.90,0.00,0.00,[tp 3997.06800]
3442850930,2026.06.24 13:32:35,EURUSDc,1524,1,0,0.02,1.13412,0.00,0.00,0.00,Dynamic RSI + ADX Style
3442964836,2026.06.24 13:39:51,XAUUSDc,8002,0,1,0.03,4005.75900,42.80,0.00,0.00,[sl 4005.75900]
3443891814,2026.06.24 15:12:41,EURUSDc,1524,1,0,0.01,1.13494,0.00,0.00,0.00,Dynamic RSI + ADX Style
3443897532,2026.06.24 15:14:05,CHFJPYc,20240001,1,0,0.01,199.12600,0.00,0.00,0.00,Matcha Grid SELL #2
3444448485,2026.06.24 16:28:55,EURUSDc,1524,1,0,0.01,1.13600,0.00,0.00,0.00,Dynamic RSI + ADX Style
3444631839,2026.06.24 17:00:00,USDCADc,9398,1,0,0.10,1.42182,0.00,0.00,0.00,
3444752386,2026.06.24 17:22:54,USDCADc,9398,1,0,0.10,1.42283,0.00,0.00,0.00,
3447237412,2026.06.25 02:37:54,EURUSDc,1524,1,0,0.01,1.13652,0.00,0.00,0.00,Dynamic RSI + ADX Style
3447844622,2026.06.25 03:49:09,CHFJPYc,20240001,1,0,0.01,199.47700,0.00,0.00,0.00,Matcha Grid SELL #3
3450995227,2026.06.25 11:40:53,EURUSDc,1524,0,1,0.01,1.13383,2.69,0.00,0.00,[sl 1.13383]
3450995229,2026.06.25 11:40:53,EURUSDc,1524,0,1,0.01,1.13383,2.17,0.00,0.00,[sl 1.13383]
3450995242,2026.06.25 11:40:53,EURUSDc,1524,0,1,0.01,1.13383,1.11,0.00,0.00,[sl 1.13383]
3450995245,2026.06.25 11:40:53,EURUSDc,1524,0,1,0.02,1.13383,0.58,0.00,0.00,[sl 1.13383]
3452379074,2026.06.25 14:00:00,GBPUSDc,939721,0,0,0.10,1.31899,0.00,0.00,0.00,
3452431002,2026.06.25 14:03:09,GBPUSDc,939721,0,0,0.10,1.32002,0.00,0.00,0.00,
3452448408,2026.06.25 14:03:45,EURUSDc,1524,1,0,0.02,1.13731,0.00,0.00,0.00,Dynamic RSI + ADX Style
3452455639,2026.06.25 14:04:03,USDCADc,9398,0,1,0.10,1.42032,17.67,0.00,0.00,
3452455648,2026.06.25 14:04:03,USDCADc,9398,0,1,0.10,1.42032,10.56,0.00,0.00,
3452459421,2026.06.25 14:04:18,GBPUSDc,939721,0,0,0.01,1.32102,0.00,0.00,0.00,
3452468034,2026.06.25 14:05:01,GBPUSDc,939721,1,1,0.01,1.32159,0.57,0.00,0.00,
3452468066,2026.06.25 14:05:01,GBPUSDc,939721,1,1,0.10,1.32159,15.70,0.00,0.00,
3452468091,2026.06.25 14:05:01,GBPUSDc,939721,1,1,0.10,1.32159,26.00,0.00,0.00,
3452468223,2026.06.25 14:05:01,GBPUSDc,939721,0,0,0.10,1.32157,0.00,0.00,0.00,
3452569722,2026.06.25 14:12:13,GBPUSDc,939721,0,0,0.10,1.32055,0.00,0.00,0.00,
3452667462,2026.06.25 14:22:50,GBPUSDc,939721,0,0,0.10,1.31954,0.00,0.00,0.00,
3453260835,2026.06.25 15:25:25,EURUSDc,1524,1,0,0.01,1.13854,0.00,0.00,0.00,Dynamic RSI + ADX Style
3453665589,2026.06.25 16:18:19,CHFJPYc,20240001,1,0,0.01,199.82700,0.00,0.00,0.00,Matcha Grid SELL #4
3454385851,2026.06.25 19:29:02,CHFJPYc,20240001,1,1,0.01,199.84800,6.77,0.00,0.00,
3454385860,2026.06.25 19:29:02,CHFJPYc,20240001,1,1,0.01,199.84800,4.60,0.00,0.00,
3454385869,2026.06.25 19:29:02,CHFJPYc,20240001,1,1,0.01,199.84800,2.43,0.00,0.00,
3454385874,2026.06.25 19:29:02,CHFJPYc,20240001,1,1,0.01,199.84800,0.27,0.00,0.00,
3454385878,2026.06.25 19:29:02,CHFJPYc,20240001,0,0,0.01,199.86900,0.00,0.00,0.00,Matcha Grid BUY #1
3455054843,2026.06.26 00:31:22,EURUSDc,1524,0,1,0.01,1.13658,1.96,0.00,0.00,[sl 1.13658]
3455054844,2026.06.26 00:31:22,EURUSDc,1524,0,1,0.02,1.13658,1.46,0.00,0.00,[sl 1.13658]
3455835631,2026.06.26 02:24:08,CHFJPYc,20240001,0,0,0.01,199.51700,0.00,0.00,0.00,Matcha Grid BUY #2
3458178564,2026.06.26 07:39:05,EURUSDc,1524,1,0,0.02,1.13855,0.00,0.00,0.00,Dynamic RSI + ADX Style
3458525673,2026.06.26 08:45:08,EURUSDc,1524,1,0,0.02,1.14046,0.00,0.00,0.00,Dynamic RSI + ADX Style
3458953648,2026.06.26 09:40:53,GBPUSDc,939721,1,1,0.10,1.32256,30.20,0.00,0.00,
3458953668,2026.06.26 09:40:53,GBPUSDc,939721,1,1,0.10,1.32260,20.50,0.00,0.00,
3458953696,2026.06.26 09:40:54,GBPUSDc,939721,1,1,0.10,1.32261,10.40,0.00,0.00,
3459936984,2026.06.26 12:51:17,EURUSDc,1524,1,0,0.02,1.14123,0.00,0.00,0.00,Dynamic RSI + ADX Style
3459958615,2026.06.26 12:54:12,CHFJPYc,20240001,1,0,0.01,200.17700,0.00,0.00,0.00,Matcha Grid SELL #5
3459983943,2026.06.26 12:57:37,EURUSDc,1524,1,1,0.01,1.14250,7.23,0.00,0.00,
3459983984,2026.06.26 12:57:37,EURUSDc,1524,1,1,0.01,1.14252,5.60,0.00,0.00,
3459984015,2026.06.26 12:57:37,EURUSDc,1524,1,1,0.01,1.14255,4.95,0.00,0.00,
3459984047,2026.06.26 12:57:37,EURUSDc,1524,1,1,0.01,1.14257,4.46,0.00,0.00,
3459984081,2026.06.26 12:57:37,EURUSDc,1524,1,1,0.01,1.14257,3.95,0.00,0.00,
3459984121,2026.06.26 12:57:37,EURUSDc,1524,1,1,0.01,1.14257,1.36,0.00,0.00,
3459984221,2026.06.26 12:57:37,EURUSDc,1524,1,1,0.01,1.14258,0.44,0.00,0.00,
3459984255,2026.06.26 12:57:37,EURUSDc,1524,1,1,0.01,1.14260,-0.05,0.00,0.00,
3459984308,2026.06.26 12:57:37,EURUSDc,1524,1,1,0.01,1.14260,-1.18,0.00,0.00,
3459984327,2026.06.26 12:57:37,EURUSDc,1524,1,1,0.01,1.14260,-2.32,0.00,0.00,
3459984350,2026.06.26 12:57:38,EURUSDc,1524,1,1,0.01,1.14260,-2.92,0.00,0.00,
3459984370,2026.06.26 12:57:38,EURUSDc,1524,1,1,0.02,1.14262,-6.96,0.00,0.00,
3459984394,2026.06.26 12:57:38,EURUSDc,1524,1,0,0.02,1.14262,0.00,0.00,0.00,Dynamic RSI + ADX Style
3461252881,2026.06.26 15:00:00,USDCADc,9398,0,0,0.10,1.42010,0.00,0.00,0.00,
3461268045,2026.06.26 15:02:26,EURUSDc,1524,0,1,0.02,1.13970,3.06,0.00,0.00,[sl 1.13970]
3461268047,2026.06.26 15:02:26,EURUSDc,1524,0,1,0.02,1.13970,5.84,0.00,0.00,[sl 1.13970]
3461268049,2026.06.26 15:02:26,EURUSDc,1524,0,1,0.02,1.13970,1.52,0.00,0.00,[sl 1.13970]
3461268050,2026.06.26 15:02:26,EURUSDc,1524,0,1,0.02,1.13970,-2.30,0.00,0.00,[sl 1.13970]
3461385010,2026.06.26 15:22:31,USDCADc,9398,0,0,0.10,1.41909,0.00,0.00,0.00,
3462314969,2026.06.26 23:45:57,BTCUSDc,0,0,0,0.50,60014.70000,0.00,0.00,0.00,
3462525087,2026.06.27 07:27:40,BTCUSDc,0,0,0,0.05,60332.15000,0.00,0.00,0.00,
3462989581,2026.06.27 19:37:17,BTCUSDc,0,1,1,0.50,60005.36000,-4.67,0.00,0.00,[sl 60005.36000]
3463098695,2026.06.28 01:03:38,BTCUSDc,0,0,0,0.05,60054.58000,0.00,0.00,0.00,
3463138561,2026.06.28 02:20:03,BTCUSDc,0,0,0,0.30,60170.86000,0.00,0.00,0.00,
3463167729,2026.06.28 03:14:03,BTCUSDc,0,0,0,0.05,60188.74000,0.00,0.00,0.00,
3463264362,2026.06.28 05:39:47,BTCUSDc,0,1,1,0.05,59828.84000,-18.00,0.00,0.00,
3463264363,2026.06.28 05:39:47,BTCUSDc,0,1,1,0.30,59828.84000,-102.61,0.00,0.00,
3463264364,2026.06.28 05:39:47,BTCUSDc,0,1,1,0.05,59828.84000,-25.17,0.00,0.00,
3463264365,2026.06.28 05:39:48,BTCUSDc,0,1,1,0.05,59828.84000,-11.29,0.00,0.00,
3463264586,2026.06.28 05:40:02,BTCUSDc,0,0,0,0.10,59836.41000,0.00,0.00,0.00,
3463407488,2026.06.28 09:19:17,BTCUSDc,0,0,0,0.10,60288.03000,0.00,0.00,0.00,
3463435922,2026.06.28 09:59:35,BTCUSDc,0,0,0,0.10,60202.91000,0.00,0.00,0.00,
3464572514,2026.06.29 00:30:23,EURUSDc,1524,0,0,0.02,1.13847,0.00,0.00,0.00,Dynamic RSI + ADX Style
3464591097,2026.06.29 00:33:19,BTCUSDc,0,0,0,0.10,59047.61000,0.00,0.00,0.00,
3466737847,2026.06.29 05:00:01,GBPUSDc,990010,1,0,0.01,1.31985,0.00,0.00,0.00,SE2_leg0
3466861882,2026.06.29 05:09:31,GBPUSDc,990010,1,0,0.01,1.32035,0.00,0.00,0.00,SE2_leg1
3467208492,2026.06.29 05:43:19,BTCUSDc,0,0,0,0.10,59742.93000,0.00,0.00,0.00,
3467832333,2026.06.29 07:00:11,EURUSDc,1524,1,1,0.02,1.14104,5.14,0.00,0.00,[sl 1.14104]
3468565396,2026.06.29 08:44:27,BTCUSDc,0,0,0,0.10,59793.61000,0.00,0.00,0.00,
3469249570,2026.06.29 10:01:53,BTCUSDc,0,0,0,0.10,60084.72000,0.00,0.00,0.00,
3470456261,2026.06.29 13:16:35,BTCUSDc,0,0,0,0.10,60161.53000,0.00,0.00,0.00,
3471098893,2026.06.29 14:12:15,USDCADc,9398,1,1,0.10,1.42161,17.72,0.00,0.00,
3471098957,2026.06.29 14:12:15,USDCADc,9398,1,1,0.10,1.42161,10.62,0.00,0.00,
3471501381,2026.06.29 14:41:59,EURUSDc,1524,1,0,0.02,1.14213,0.00,0.00,0.00,Dynamic RSI + ADX Style
3472242624,2026.06.29 16:49:21,EURUSDc,1524,1,0,0.01,1.14264,0.00,0.00,0.00,Dynamic RSI + ADX Style
3472479123,2026.06.29 17:53:34,CHFJPYc,20240001,1,0,0.02,200.52700,0.00,0.00,0.00,Matcha Grid SELL #6
3473316967,2026.06.30 00:28:50,EURUSDc,1524,0,0,0.02,1.14148,0.00,0.00,0.00,Dynamic RSI + ADX Style
3473503070,2026.06.30 00:54:45,CHFJPYc,20240001,1,1,0.01,200.83100,8.09,0.00,0.00,
3473503074,2026.06.30 00:54:45,CHFJPYc,20240001,1,1,0.01,200.83100,5.93,0.00,0.00,
3473503082,2026.06.30 00:54:45,CHFJPYc,20240001,0,0,0.01,200.85200,0.00,0.00,0.00,Matcha Grid BUY #1
3473504698,2026.06.30 00:55:00,CHFJPYc,20240001,1,0,0.02,200.90800,0.00,0.00,0.00,Matcha Grid SELL #7
3473605979,2026.06.30 01:00:00,GBPUSDc,939721,1,0,0.10,1.32452,0.00,0.00,0.00,
3473767342,2026.06.30 01:07:11,XAUUSDc,8001,1,0,0.04,3961.47600,0.00,0.00,0.00,The Gold Reaper_XAUUSD_1
3473768200,2026.06.30 01:07:11,XAUUSDc,8008,1,0,0.07,3961.07100,0.00,0.00,0.00,The Gold Reaper_XAUUSD_3
3473768320,2026.06.30 01:07:11,XAUUSDc,8015,1,0,0.02,3961.07100,0.00,0.00,0.00,The Gold Reaper_XAUUSD_8
3473768348,2026.06.30 01:07:11,XAUUSDc,8009,1,0,0.02,3961.07100,0.00,0.00,0.00,The Gold Reaper_XAUUSD_6
3473768420,2026.06.30 01:07:11,XAUUSDc,8002,1,0,0.04,3961.07100,0.00,0.00,0.00,The Gold Reaper_XAUUSD_4
3473768788,2026.06.30 01:07:11,XAUUSDc,8014,1,0,0.03,3960.77700,0.00,0.00,0.00,The Gold Reaper_XAUUSD_7
3473769252,2026.06.30 01:07:11,XAUUSDc,8012,1,0,0.03,3960.27400,0.00,0.00,0.00,The Gold Reaper_XAUUSD_5
3473769377,2026.06.30 01:07:11,XAUUSDc,8005,1,0,0.09,3960.09100,0.00,0.00,0.00,The Gold Reaper_XAUUSD_2
3473810511,2026.06.30 01:07:36,XAUUSDc,8009,0,1,0.02,3947.68800,26.70,0.00,0.00,[tp 3947.68800]
3473813572,2026.06.30 01:07:37,XAUUSDc,8012,0,1,0.03,3946.61200,41.00,0.00,0.00,[tp 3946.61200]
3473818982,2026.06.30 01:07:38,XAUUSDc,8015,0,1,0.02,3944.04300,34.00,0.00,0.00,[tp 3944.04300]
3473848063,2026.06.30 01:08:28,XAUUSDc,8014,0,1,0.03,3953.51100,21.80,0.00,0.00,[sl 3952.918]
3473850442,2026.06.30 01:08:30,XAUUSDc,8008,0,1,0.07,3955.74300,37.30,0.00,0.00,[sl 3955.74300]
3473852165,2026.06.30 01:08:30,XAUUSDc,8005,0,1,0.09,3958.06000,18.30,0.00,0.00,[sl 3958.060]
3473940205,2026.06.30 01:12:03,GBPUSDc,939721,1,0,0.10,1.32351,0.00,0.00,0.00,
3473950157,2026.06.30 01:13:00,EURUSDc,1524,0,0,0.01,1.14075,0.00,0.00,0.00,Dynamic RSI + ADX Style
3474000983,2026.06.30 01:16:39,EURUSDc,1524,0,1,0.02,1.14109,2.08,0.00,0.00,[sl 1.14109]
3474000985,2026.06.30 01:16:39,EURUSDc,1524,0,1,0.01,1.14109,1.55,0.00,0.00,[sl 1.14109]
3474501069,2026.06.30 02:07:44,CHFJPYc,20240001,0,0,0.01,200.50000,0.00,0.00,0.00,Matcha Grid BUY #2
3475034054,2026.06.30 03:11:01,EURUSDc,1524,0,0,0.01,1.14023,0.00,0.00,0.00,Dynamic RSI + ADX Style
3475474649,2026.06.30 04:22:45,EURUSDc,1524,0,0,0.01,1.13973,0.00,0.00,0.00,Dynamic RSI + ADX Style
3475512231,2026.06.30 04:29:34,XAUUSDc,8002,0,1,0.04,3981.38000,-81.20,0.00,0.00,[sl 3981.38000]
3475863398,2026.06.30 05:05:20,BTCUSDc,0,0,0,0.20,59427.93000,0.00,0.00,0.00,
3475931740,2026.06.30 05:16:44,XAUUSDc,8001,0,1,0.04,3982.12400,-82.60,0.00,0.00,[tp 3982.12400]
3478432544,2026.06.30 11:33:36,GBPUSDc,939721,0,1,0.10,1.32200,15.10,0.00,0.00,
3478432549,2026.06.30 11:33:36,GBPUSDc,939721,0,1,0.10,1.32200,25.20,0.00,0.00,
3478488358,2026.06.30 11:43:42,BTCUSDc,0,0,0,0.30,59153.63000,0.00,0.00,0.00,
3478686241,2026.06.30 12:21:17,BTCUSDc,0,1,1,0.10,58861.46000,-18.61,0.00,0.00,
3478902943,2026.06.30 12:51:19,BTCUSDc,0,1,1,0.30,58516.48000,-191.15,0.00,0.00,
3479043837,2026.06.30 13:05:55,BTCUSDc,0,0,0,0.20,58422.50000,0.00,0.00,0.00,
3479046257,2026.06.30 13:05:58,BTCUSDc,0,0,0,0.20,58406.79000,0.00,0.00,0.00,
3479359784,2026.06.30 13:34:34,BTCUSDc,0,1,1,0.20,58182.29000,-48.04,0.00,0.00,
3480157824,2026.06.30 14:44:06,BTCUSDc,0,0,0,0.10,58699.07000,0.00,0.00,0.00,
3480225543,2026.06.30 14:51:51,CHFJPYc,20240001,1,0,0.02,201.26200,0.00,0.00,0.00,Matcha Grid SELL #8
3480239048,2026.06.30 14:53:37,EURUSDc,1524,1,1,0.01,1.14251,2.78,0.00,0.00,[sl 1.14251]
3480239050,2026.06.30 14:53:37,EURUSDc,1524,1,1,0.01,1.14251,1.76,0.00,0.00,[sl 1.14251]
3480239052,2026.06.30 14:53:37,EURUSDc,1524,1,1,0.02,1.14251,2.06,0.00,0.00,[sl 1.14251]
3480239053,2026.06.30 14:53:37,EURUSDc,1524,1,1,0.01,1.14251,2.28,0.00,0.00,[sl 1.14251]
3480287965,2026.06.30 14:57:36,EURUSDc,1524,1,0,0.02,1.14321,0.00,0.00,0.00,Dynamic RSI + ADX Style
3480497169,2026.06.30 15:19:25,BTCUSDc,0,1,1,0.20,58175.00000,-46.36,0.00,0.00,
3480498597,2026.06.30 15:19:30,BTCUSDc,0,1,1,0.10,58200.15000,-49.89,0.00,0.00,
3480553191,2026.06.30 15:24:14,BTCUSDc,0,0,0,0.50,58269.39000,0.00,0.00,0.00,
3480895068,2026.06.30 16:40:17,EURUSDc,1524,0,1,0.02,1.14170,3.02,0.00,0.00,[sl 1.14170]
3481955002,2026.07.01 01:00:00,GBPUSDc,939721,1,0,0.10,1.32456,0.00,0.00,0.00,
3482440564,2026.07.01 01:52:33,GBPUSDc,939721,1,0,0.10,1.32355,0.00,0.00,0.00,
3483694163,2026.07.01 05:44:51,BTCUSDc,0,0,0,0.10,59110.68000,0.00,0.00,0.00,
3483904462,2026.07.01 06:10:53,EURUSDc,1524,0,0,0.02,1.14039,0.00,0.00,0.00,Dynamic RSI + ADX Style
3484339186,2026.07.01 07:10:23,EURUSDc,1524,0,0,0.01,1.13977,0.00,0.00,0.00,Dynamic RSI + ADX Style
3485215140,2026.07.01 09:30:53,EURUSDc,1524,0,0,0.01,1.13913,0.00,0.00,0.00,Dynamic RSI + ADX Style
3486027134,2026.07.01 11:25:02,BTCUSDc,0,0,0,0.10,58644.21000,0.00,0.00,0.00,
3486334958,2026.07.01 12:09:48,EURUSDc,1524,0,0,0.01,1.13827,0.00,0.00,0.00,Dynamic RSI + ADX Style
3486598058,2026.07.01 12:57:38,BTCUSDc,0,0,0,0.20,58440.36000,0.00,0.00,0.00,
3486768057,2026.07.01 13:11:00,GBPUSDc,939721,1,0,0.01,1.32251,0.00,0.00,0.00,
3486789415,2026.07.01 13:12:34,GBPUSDc,939721,0,1,0.01,1.32198,0.53,0.00,0.00,
3486789422,2026.07.01 13:12:34,GBPUSDc,939721,0,1,0.10,1.32198,15.70,0.00,0.00,
3486789430,2026.07.01 13:12:34,GBPUSDc,939721,0,1,0.10,1.32198,25.80,0.00,0.00,
3486789439,2026.07.01 13:12:34,GBPUSDc,939721,1,0,0.10,1.32185,0.00,0.00,0.00,
3486818473,2026.07.01 13:16:14,GBPUSDc,939721,1,0,0.10,1.32285,0.00,0.00,0.00,
3486883734,2026.07.01 13:20:53,GBPUSDc,939721,1,0,0.10,1.32386,0.00,0.00,0.00,
3487178753,2026.07.01 13:38:57,XAUUSDc,8015,0,0,0.02,4061.53100,0.00,0.00,0.00,The Gold Reaper_XAUUSD_8
3487243961,2026.07.01 13:40:35,XAUUSDc,8015,1,1,0.02,4078.63700,34.20,0.00,0.00,[tp 4078.63700]
3487330090,2026.07.01 13:44:49,XAUUSDc,8015,0,0,0.02,4094.02400,0.00,0.00,0.00,The Gold Reaper_XAUUSD_8
3487330300,2026.07.01 13:44:49,XAUUSDc,8009,0,0,0.02,4094.21100,0.00,0.00,0.00,The Gold Reaper_XAUUSD_6
3487332053,2026.07.01 13:44:50,XAUUSDc,8014,0,0,0.03,4095.93600,0.00,0.00,0.00,The Gold Reaper_XAUUSD_7
3487375638,2026.07.01 13:45:41,XAUUSDc,8009,1,1,0.02,4107.51300,26.60,0.00,0.00,[tp 4107.51300]
3487396532,2026.07.01 13:46:36,XAUUSDc,8014,1,1,0.03,4096.39900,1.40,0.00,0.00,[sl 4096.39900]
3487397461,2026.07.01 13:46:37,XAUUSDc,8015,1,1,0.02,4093.97900,0.00,0.00,0.00,[sl 4094.024]
