ticket,open_time,close_time,symbol,magic,type,lots,open_price,close_price,profit,swap,commission,comment
363616426,2026.07.31 17:03:32,2026.08.03 01:13:05,EURUSDc,7777,0,0.40,1.15198,1.15458,104.00,0.00,0.00,partial close
363618699,2026.07.31 17:48:04,2026.08.03 01:13:06,EURUSDc,7777,1,0.93,1.15288,1.15371,-77.19,0.00,0.00,ZGH
363621753,2026.07.31 17:29:07,2026.08.03 01:00:17,XAUUSDc,1115,1,0.01,4050.89100,4052.84700,-1.96,0.00,0.00,Gk
363626292,2026.07.31 17:52:05,2026.08.03 01:13:05,EURUSDc,7777,0,0.47,1.15358,1.15482,58.28,0.00,0.00,partial close
363627199,2026.07.31 18:00:09,2026.08.03 01:13:06,EURUSDc,7777,1,1.19,1.15318,1.15371,-63.07,0.00,0.00,ZGH
363629661,2026.07.31 18:11:09,2026.08.02 22:01:31,XAUUSDc,1112,0,0.01,4048.94700,4072.69500,23.75,0.00,0.00,Gk
363637467,2026.07.31 20:22:34,2026.08.03 01:13:06,EURUSDc,7777,1,1.53,1.15346,1.15371,-38.25,0.00,0.00,ZGH
363637481,2026.07.31 20:45:32,2026.08.03 01:13:05,EURUSDc,7777,0,0.72,1.15417,1.15482,46.80,0.00,0.00,partial close
363640875,2026.07.31 20:53:00,2026.08.03 01:13:06,EURUSDc,7777,1,1.96,1.15410,1.15371,76.44,0.00,0.00,ZGH
363641948,2026.08.02 21:05:04,2026.08.03 01:13:04,EURUSDc,7777,0,0.93,1.15476,1.15482,5.58,0.00,0.00,partial close
363646324,2026.08.01 04:13:06,2026.08.01 04:13:06,,0,6,0.01,0.00000,0.00000,13.00,0.00,0.00,D-INTARB-USC-INT-954852663298
363649516,2026.08.02 22:43:16,2026.08.03 01:13:05,EURUSDc,7777,1,0.00,1.15458,1.15458,0.00,0.00,0.00,close hedge by #363683347
363655909,2026.08.03 00:41:06,2026.08.03 01:13:04,EURUSDc,7777,0,1.19,1.15537,1.15482,-65.45,0.00,0.00,partial close
363658086,2026.08.02 23:19:37,2026.08.03 01:00:17,XAUUSDc,1115,1,0.01,4071.23400,4053.15300,18.08,0.00,0.00,Gk
363665358,2026.08.03 00:26:48,2026.08.03 04:48:57,XAUUSDc,1112,0,0.01,4063.31300,4071.16600,7.86,0.00,0.00,Gk
363669430,2026.08.03 00:37:39,2026.08.03 01:13:04,EURUSDc,7777,1,0.00,1.15482,1.15482,0.00,0.00,0.00,close hedge by #363655909
363672154,2026.08.03 00:42:59,2026.08.03 00:56:19,EURUSDc,7777,1,4.36,1.15512,1.15417,414.20,0.00,0.00,ZGH
363683342,2026.08.03 00:37:39,2026.08.03 01:13:04,EURUSDc,7777,1,0.00,1.15482,1.15482,0.00,0.00,0.00,close hedge by #363641948
363683345,2026.08.03 00:37:39,2026.08.03 01:13:05,EURUSDc,7777,1,0.00,1.15482,1.15482,0.00,0.00,0.00,close hedge by #363637481
363683346,2026.08.03 00:37:39,2026.08.03 01:13:05,EURUSDc,7777,1,0.00,1.15482,1.15482,0.00,0.00,0.00,close hedge by #363626292
363683347,2026.07.31 17:52:05,2026.08.03 01:13:05,EURUSDc,7777,0,0.08,1.15358,1.15458,8.00,0.00,0.00,partial close
363683348,2026.08.02 22:43:16,2026.08.03 01:13:05,EURUSDc,7777,1,0.00,1.15458,1.15458,0.00,0.00,0.00,close hedge by #363616426
363683350,2026.08.02 22:43:16,2026.08.03 01:13:05,EURUSDc,7777,1,0.00,1.15458,1.15458,0.00,0.00,0.00,close hedge by #363610831
363683352,2026.08.02 22:43:16,2026.08.03 01:13:05,EURUSDc,7777,1,0.00,1.15458,1.15458,0.00,0.00,0.00,close hedge by #363609064
363683353,2026.08.02 22:43:16,2026.08.03 01:13:05,EURUSDc,7777,1,0.00,1.15458,1.15458,0.00,0.00,0.00,close hedge by #363600644
363683354,2026.08.02 22:43:16,2026.08.03 01:13:05,EURUSDc,7777,1,1.56,1.15458,1.15371,135.72,0.00,0.00,from #363600644
363683452,2026.08.03 02:05:35,2026.08.04 11:29:56,EURUSDc,7777,0,0.06,1.15346,1.15197,-8.94,0.00,0.00,ZGH
363683454,2026.08.03 01:16:56,2026.08.04 11:29:55,EURUSDc,7777,1,0.00,1.15339,1.15339,0.00,0.00,0.00,close hedge by #363932452
363726772,2026.08.03 06:23:24,2026.08.03 06:34:35,XAUUSDc,1113,1,0.01,4070.77200,4062.14600,8.62,0.00,0.00,Gk
363730539,2026.08.03 07:26:27,2026.08.04 11:29:56,EURUSDc,7777,0,0.16,1.15287,1.15197,-14.40,0.00,0.00,ZGH
363736044,2026.08.03 07:17:28,2026.08.03 12:00:05,XAUUSDc,1112,0,0.01,4055.63000,4064.19000,8.56,0.00,0.00,Gk
363760030,2026.08.03 11:01:35,2026.08.04 11:29:56,EURUSDc,7777,0,0.28,1.15257,1.15197,-16.80,0.00,0.00,ZGH
363765847,2026.08.03 11:21:36,2026.08.04 11:29:55,EURUSDc,7777,1,0.00,1.15219,1.15219,0.00,0.00,0.00,close hedge by #363932450
363769753,2026.08.03 11:41:57,2026.08.03 12:40:18,XAUUSDc,1115,1,0.01,4053.22200,4045.42300,7.80,0.00,0.00,Gk
363781317,2026.08.03 12:41:37,2026.08.03 13:00:05,XAUUSDc,1112,0,0.01,4043.06000,4050.82700,7.77,0.00,0.00,Gk
363784642,2026.08.03 13:00:12,2026.08.03 13:02:05,XAUUSDc,1115,1,0.01,4053.08500,4045.07100,8.02,0.00,0.00,Gk
363792073,2026.08.03 13:25:34,2026.08.03 20:33:15,XAUUSDc,1114,0,0.02,4032.60000,4058.12600,51.05,0.00,0.00,
363804796,2026.08.03 14:16:09,2026.08.04 11:29:56,EURUSDc,7777,0,0.40,1.15232,1.15197,-14.00,0.00,0.00,ZGH
363805401,2026.08.03 14:16:35,2026.08.04 11:29:55,EURUSDc,7777,1,0.00,1.15189,1.15189,0.00,0.00,0.00,close hedge by #363808902
363808902,2026.08.03 15:51:38,2026.08.04 11:29:55,EURUSDc,7777,0,0.28,1.15072,1.15189,32.76,0.00,0.00,partial close
363837249,2026.08.03 19:01:20,2026.08.04 00:54:35,XAUUSDc,1113,1,0.01,4048.18100,4054.55400,-6.37,0.00,0.00,Gk
363837252,2026.08.03 19:01:20,2026.08.04 00:54:34,XAUUSDc,1115,1,0.01,4048.18100,4054.81900,-6.64,0.00,0.00,Gk
363844842,2026.08.03 22:06:19,2026.08.04 00:01:05,XAUUSDc,1112,0,0.01,4049.47300,4057.63700,8.17,0.00,0.00,Gk
363852114,2026.08.04 00:10:05,2026.08.04 00:54:33,XAUUSDc,1113,1,0.01,4068.74300,4054.49800,14.24,0.00,0.00,Gk
363852138,2026.08.04 00:10:06,2026.08.04 00:54:32,XAUUSDc,1115,1,0.01,4069.32400,4054.50200,14.82,0.00,0.00,Gk
363857474,2026.08.04 00:59:01,2026.08.04 01:44:03,XAUUSDc,1112,0,0.01,4050.22500,4058.75800,8.53,0.00,0.00,Gk
363858184,2026.08.04 01:00:02,2026.08.04 11:51:57,XAUUSDc,1114,0,0.01,4047.38300,4080.66700,33.29,0.00,0.00,Gk
363881392,2026.08.04 04:13:00,2026.08.04 04:13:00,,0,6,0.01,0.00000,0.00000,73.00,0.00,0.00,D-INTARB-USC-INT-960175996930
363932450,2026.08.03 15:51:38,2026.08.04 11:29:55,EURUSDc,7777,0,0.16,1.15072,1.15219,23.52,0.00,0.00,partial close
363932452,2026.08.03 15:51:38,2026.08.04 11:29:55,EURUSDc,7777,0,0.06,1.15072,1.15339,16.02,0.00,0.00,partial close
363932453,2026.08.03 15:51:38,2026.08.04 11:29:55,EURUSDc,7777,0,0.05,1.15072,1.15197,6.25,0.00,0.00,partial close
363932908,2026.08.04 11:39:41,2026.08.05 13:48:04,EURUSDc,7777,0,0.06,1.15225,1.15492,16.02,0.00,0.00,partial close
363932909,2026.08.04 11:41:36,2026.08.05 13:48:05,EURUSDc,7777,1,0.06,1.15188,1.15422,-14.04,0.00,0.00,ZGH
363935708,2026.08.04 11:43:47,2026.08.04 11:51:56,XAUUSDc,1113,1,0.01,4065.83400,4081.60100,-15.77,0.00,0.00,Gk
363939596,2026.08.04 11:52:03,2026.08.04 11:55:37,XAUUSDc,1113,1,0.01,4081.48400,4073.44800,8.03,0.00,0.00,Gk
363953792,2026.08.04 13:20:59,2026.08.05 13:48:04,EURUSDc,7777,0,0.16,1.15163,1.15492,52.64,0.00,0.00,partial close
363963856,2026.08.04 13:43:09,2026.08.05 13:48:05,EURUSDc,7777,1,0.16,1.15218,1.15420,-32.32,0.00,0.00,ZGH
363969217,2026.08.04 14:35:33,2026.08.05 13:48:05,EURUSDc,7777,1,0.28,1.15245,1.15420,-49.00,0.00,0.00,ZGH
363988932,2026.08.04 16:27:18,2026.08.04 18:37:57,XAUUSDc,1113,1,0.01,4089.19200,4081.35600,7.83,0.00,0.00,Gk
364005810,2026.08.04 21:06:36,2026.08.05 13:48:05,EURUSDc,7777,1,0.40,1.15274,1.15420,-58.40,0.00,0.00,ZGH
364009851,2026.08.04 19:54:22,2026.08.04 22:40:48,XAUUSDc,1112,0,0.01,4077.49000,4085.57700,8.09,0.00,0.00,Gk
364009857,2026.08.04 19:54:23,2026.08.04 22:41:50,XAUUSDc,1114,0,0.01,4077.67000,4085.72800,8.06,0.00,0.00,Gk
364012486,2026.08.05 02:38:04,2026.08.05 13:48:04,EURUSDc,7777,0,0.28,1.15383,1.15492,30.52,0.00,0.00,partial close
364021418,2026.08.05 00:47:15,2026.08.05 13:48:05,EURUSDc,7777,1,0.55,1.15304,1.15420,-63.80,0.00,0.00,ZGH
364040477,2026.08.05 02:25:51,2026.08.05 12:05:24,XAUUSDc,1113,1,0.01,4106.68300,4196.68300,-90.00,0.00,0.00,Gk[sl]
364044618,2026.08.05 05:00:57,2026.08.05 13:48:05,EURUSDc,7777,1,0.72,1.15340,1.15420,-57.60,0.00,0.00,ZGH
364046340,2026.08.05 02:41:43,2026.08.05 14:05:10,XAUUSDc,1113,1,0.01,4126.21200,4216.21200,-90.00,0.00,0.00,Gk[sl]
364059848,2026.08.05 04:13:46,2026.08.05 04:13:46,,0,6,0.01,0.00000,0.00000,5.00,0.00,0.00,D-INTARB-USC-INT-963668090882
364062896,2026.08.05 06:43:24,2026.08.05 13:48:03,EURUSDc,7777,0,0.34,1.15414,1.15521,36.38,0.00,0.00,partial close
364066575,2026.08.05 05:34:34,2026.08.05 14:18:58,XAUUSDc,1113,1,0.01,4146.56600,4236.56600,-90.00,0.00,0.00,Gk[sl]
364071405,2026.08.05 05:46:55,2026.08.05 15:02:43,XAUUSDc,1113,1,0.01,4166.49700,4256.49700,-90.00,0.00,0.00,Gk[sl]
364079959,2026.08.05 07:08:35,2026.08.05 13:48:05,EURUSDc,7777,1,0.93,1.15401,1.15418,-15.81,0.00,0.00,ZGH
364084131,2026.08.05 11:14:50,2026.08.05 13:48:03,EURUSDc,7777,0,0.55,1.15470,1.15521,28.05,0.00,0.00,partial close
364095537,2026.08.05 09:22:26,2026.08.05 11:05:50,XAUUSDc,1112,0,0.01,4156.52400,4164.38000,7.86,0.00,0.00,Gk
364095574,2026.08.05 09:22:28,2026.08.05 11:04:56,XAUUSDc,1114,0,0.01,4156.04400,4163.84900,7.81,0.00,0.00,Gk
364103592,2026.08.05 11:16:27,2026.08.05 13:48:04,EURUSDc,7777,1,1.19,1.15432,1.15418,16.66,0.00,0.00,ZGH
364105361,2026.08.05 11:30:21,2026.08.05 13:48:04,EURUSDc,7777,1,1.53,1.15465,1.15418,71.91,0.00,0.00,ZGH
364106666,2026.08.05 11:36:41,2026.08.05 13:48:03,EURUSDc,7777,0,0.72,1.15532,1.15521,-7.92,0.00,0.00,partial close
364108214,2026.08.05 11:47:19,2026.08.05 13:48:03,EURUSDc,7777,1,0.00,1.15492,1.15492,0.00,0.00,0.00,close hedge by #364129987
364110362,2026.08.05 12:17:45,2026.08.05 13:48:03,EURUSDc,7777,0,0.93,1.15563,1.15521,-39.06,0.00,0.00,partial close
364113000,2026.08.05 12:05:25,2026.08.06 00:34:08,XAUUSDc,1113,1,0.01,4196.41100,4286.41100,-90.00,0.00,0.00,Gk[sl]
364115416,2026.08.05 12:30:58,2026.08.05 13:48:03,EURUSDc,7777,1,0.00,1.15521,1.15521,0.00,0.00,0.00,close hedge by #364110362
364129983,2026.08.05 12:30:58,2026.08.05 13:48:03,EURUSDc,7777,1,0.00,1.15521,1.15521,0.00,0.00,0.00,close hedge by #364106666
364129984,2026.08.05 12:30:58,2026.08.05 13:48:03,EURUSDc,7777,1,0.00,1.15521,1.15521,0.00,0.00,0.00,close hedge by #364084131
364129986,2026.08.05 12:30:58,2026.08.05 13:48:03,EURUSDc,7777,1,0.00,1.15521,1.15521,0.00,0.00,0.00,close hedge by #364062896
364129987,2026.08.05 06:43:24,2026.08.05 13:48:03,EURUSDc,7777,0,0.06,1.15414,1.15492,4.68,0.00,0.00,partial close
364129989,2026.08.05 11:47:19,2026.08.05 13:48:04,EURUSDc,7777,1,0.00,1.15492,1.15492,0.00,0.00,0.00,close hedge by #364012486
364129990,2026.08.05 11:47:19,2026.08.05 13:48:04,EURUSDc,7777,1,0.00,1.15492,1.15492,0.00,0.00,0.00,close hedge by #363953792
364129991,2026.08.05 11:47:19,2026.08.05 13:48:04,EURUSDc,7777,1,0.00,1.15492,1.15492,0.00,0.00,0.00,close hedge by #363932908
364129993,2026.08.05 11:47:19,2026.08.05 13:48:04,EURUSDc,7777,1,1.40,1.15492,1.15418,103.60,0.00,0.00,from #363932908
364130090,2026.08.05 13:54:52,2026.08.06 03:37:33,EURUSDc,7777,0,0.06,1.15449,1.15565,6.96,0.00,0.00,partial close
364130091,2026.08.05 13:57:30,2026.08.06 03:37:34,EURUSDc,7777,1,0.06,1.15410,1.15493,-4.98,0.00,0.00,ZGH
364132478,2026.08.05 14:29:50,2026.08.06 03:37:34,EURUSDc,7777,1,0.16,1.15503,1.15493,1.60,0.00,0.00,ZGH
364133952,2026.08.05 14:05:15,2026.08.06 13:06:17,XAUUSDc,1113,1,0.01,4216.53400,4244.36700,-27.84,0.00,0.00,Gk
364139689,2026.08.05 14:19:05,2026.08.06 13:06:17,XAUUSDc,1113,1,0.01,4236.89900,4244.04100,-7.14,0.00,0.00,Gk
364148855,2026.08.05 15:02:44,2026.08.06 13:06:17,XAUUSDc,1113,1,0.01,4256.99000,4244.37200,12.62,0.00,0.00,Gk
364155780,2026.08.05 15:50:25,2026.08.05 16:30:15,XAUUSDc,1112,0,0.01,4248.00600,4243.39100,-4.62,0.00,0.00,Gk
364155783,2026.08.05 15:50:25,2026.08.05 16:30:15,XAUUSDc,1114,0,0.01,4248.18500,4243.39100,-4.80,0.00,0.00,Gk
364158162,2026.08.05 16:02:25,2026.08.05 16:30:15,XAUUSDc,1114,0,0.01,4228.16300,4243.15400,14.99,0.00,0.00,Gk
364158281,2026.08.05 16:03:26,2026.08.05 16:30:15,XAUUSDc,1112,0,0.01,4227.95800,4242.59700,14.64,0.00,0.00,Gk
364166329,2026.08.05 18:43:20,2026.08.06 03:37:34,EURUSDc,7777,1,0.28,1.15535,1.15493,11.76,0.00,0.00,ZGH
364171504,2026.08.06 00:53:08,2026.08.06 03:37:33,EURUSDc,7777,0,0.16,1.15601,1.15565,-5.76,0.00,0.00,partial close
364190492,2026.08.06 00:34:08,2026.08.06 13:06:17,XAUUSDc,1113,1,0.01,4286.08300,4244.21300,41.87,0.00,0.00,Gk
364193286,2026.08.06 00:57:40,2026.08.06 03:37:33,EURUSDc,7777,1,0.00,1.15565,1.15565,0.00,0.00,0.00,close hedge by #364171504
364212001,2026.08.06 03:16:02,2026.08.06 05:52:27,XAUUSDc,1112,0,0.01,4269.99400,4268.15500,-1.83,0.00,0.00,Gk
364212304,2026.08.06 03:17:08,2026.08.06 05:52:26,XAUUSDc,1114,0,0.01,4267.22900,4268.15500,0.93,0.00,0.00,Gk
364212313,2026.08.06 03:17:08,2026.08.06 05:52:26,XAUUSDc,1114,0,0.01,4267.34900,4268.15500,0.81,0.00,0.00,Gk
364215027,2026.08.06 00:57:40,2026.08.06 03:37:33,EURUSDc,7777,1,0.00,1.15565,1.15565,0.00,0.00,0.00,close hedge by #364130090
364215028,2026.08.06 00:57:40,2026.08.06 03:37:33,EURUSDc,7777,1,0.18,1.15565,1.15493,12.96,0.00,0.00,from #364130090
364215151,2026.08.06 05:49:19,2026.08.07 12:30:08,EURUSDc,7777,0,0.06,1.15494,1.15634,8.40,0.00,0.00,ZGH
364215152,2026.08.06 05:10:29,2026.08.07 12:30:07,EURUSDc,7777,1,0.00,1.15457,1.15457,0.00,0.00,0.00,close hedge by #364386427
364217833,2026.08.06 04:12:46,2026.08.06 04:12:46,,0,6,0.01,0.00000,0.00000,39.00,0.00,0.00,D-INTARB-USC-INT-967932936194
364223937,2026.08.06 05:30:02,2026.08.06 05:52:26,XAUUSDc,1112,0,0.01,4250.31100,4267.94500,17.64,0.00,0.00,Gk
364228992,2026.08.06 06:10:27,2026.08.06 08:13:12,XAUUSDc,1114,0,0.01,4260.61000,4268.78600,8.18,0.00,0.00,Gk
364239318,2026.08.06 08:05:13,2026.08.07 12:30:08,EURUSDc,7777,0,0.16,1.15433,1.15623,30.40,0.00,0.00,ZGH
364258243,2026.08.06 11:23:39,2026.08.06 12:35:39,XAUUSDc,1112,0,0.01,4262.01200,4270.01500,8.01,0.00,0.00,Gk
364258245,2026.08.06 11:23:39,2026.08.06 12:35:39,XAUUSDc,1114,0,0.01,4262.01200,4269.95600,7.95,0.00,0.00,Gk
364270813,2026.08.06 13:09:44,2026.08.06 13:15:57,XAUUSDc,1114,0,0.01,4231.40200,4239.62700,8.23,0.00,0.00,Gk
364280468,2026.08.06 14:15:56,2026.08.07 12:30:07,EURUSDc,7777,0,0.04,1.15369,1.15329,-1.60,0.00,0.00,partial close
364282067,2026.08.06 14:48:42,2026.08.07 12:30:07,EURUSDc,7777,1,0.00,1.15329,1.15329,0.00,0.00,0.00,close hedge by #364386385
364286212,2026.08.06 14:50:14,2026.08.06 14:55:06,XAUUSDc,1112,0,0.01,4263.92600,4272.01500,8.09,0.00,0.00,Gk
364286219,2026.08.06 14:50:15,2026.08.06 14:55:06,XAUUSDc,1114,0,0.01,4263.82500,4272.01500,8.19,0.00,0.00,Gk
364289713,2026.08.06 16:54:12,2026.08.07 12:30:07,EURUSDc,7777,0,0.28,1.15215,1.15178,-10.36,0.00,0.00,partial close
364292548,2026.08.06 15:23:11,2026.08.06 15:26:33,XAUUSDc,1114,0,0.01,4251.04800,4259.15300,8.10,0.00,0.00,Gk
364295979,2026.08.06 15:48:05,2026.08.06 17:52:59,XAUUSDc,1112,0,0.01,4248.27400,4247.55900,-0.71,0.00,0.00,Gk
364300994,2026.08.06 16:16:06,2026.08.06 17:52:59,XAUUSDc,1112,0,0.01,4228.09400,4247.55900,19.47,0.00,0.00,Gk
364304943,2026.08.06 17:18:37,2026.08.07 12:30:07,EURUSDc,7777,1,0.00,1.15178,1.15178,0.00,0.00,0.00,close hedge by #364289713
364311103,2026.08.06 19:25:05,2026.08.06 19:53:44,XAUUSDc,1112,0,0.01,4238.99500,4248.20800,9.21,0.00,0.00,Gk
364311114,2026.08.06 19:25:05,2026.08.06 19:53:44,XAUUSDc,1114,0,0.01,4238.53800,4248.11700,9.58,0.00,0.00,Gk
364318398,2026.08.06 23:51:44,2026.08.07 00:16:29,XAUUSDc,1113,1,0.01,4250.93900,4242.88600,8.05,0.00,0.00,Gk
364340824,2026.08.07 04:13:20,2026.08.07 04:13:20,,0,6,0.01,0.00000,0.00000,4.00,0.00,0.00,D-INTARB-USC-INT-971099414530
364346467,2026.08.07 05:33:37,2026.08.07 12:34:50,XAUUSDc,1113,1,0.01,4272.62000,4363.95700,-91.34,0.00,0.00,Gk[sl]
364354025,2026.08.07 06:37:59,2026.08.10 01:05:14,XAUUSDc,1113,1,0.01,4292.79600,4325.06900,-32.27,0.00,0.00,Gk
364364120,2026.08.07 08:33:56,2026.08.10 01:05:14,XAUUSDc,1113,1,0.01,4312.78700,4325.12400,-12.33,0.00,0.00,Gk
364374430,2026.08.07 10:13:31,2026.08.07 10:36:29,XAUUSDc,1114,0,0.01,4309.50500,4317.79700,8.29,0.00,0.00,Gk
364385315,2026.08.07 12:29:47,2026.08.07 12:30:07,XAUUSDc,1114,0,0.01,4304.68400,4346.69700,42.02,0.00,0.00,Gk
364386385,2026.08.06 16:54:12,2026.08.07 12:30:07,EURUSDc,7777,0,0.12,1.15215,1.15329,13.68,0.00,0.00,partial close
364386396,2026.08.07 12:30:07,2026.08.10 01:05:14,XAUUSDc,1113,1,0.01,4345.66600,4325.17400,20.50,0.00,0.00,Gk
364386408,2026.08.06 14:48:42,2026.08.07 12:30:07,EURUSDc,7777,1,0.00,1.15329,1.15329,0.00,0.00,0.00,close hedge by #364280468
364386427,2026.08.06 14:15:56,2026.08.07 12:30:07,EURUSDc,7777,0,0.06,1.15369,1.15457,5.28,0.00,0.00,partial close
364386466,2026.08.06 14:15:56,2026.08.07 12:30:08,EURUSDc,7777,0,0.18,1.15369,1.15619,45.00,0.00,0.00,partial close
364387886,2026.08.07 12:30:42,2026.08.07 13:33:31,EURUSDc,7777,0,0.06,1.15618,1.15730,6.72,0.00,0.00,partial close
364387890,2026.08.07 12:30:44,2026.08.07 13:33:32,EURUSDc,7777,1,0.06,1.15574,1.15625,-3.06,0.00,0.00,ZGH
364388117,2026.08.07 12:32:12,2026.08.07 13:33:31,EURUSDc,7777,1,0.16,1.15602,1.15625,-3.68,0.00,0.00,ZGH
364390478,2026.08.07 12:36:20,2026.08.07 13:33:31,EURUSDc,7777,1,0.28,1.15635,1.15625,2.80,0.00,0.00,ZGH
364392298,2026.08.07 12:39:07,2026.08.07 13:33:31,EURUSDc,7777,0,0.16,1.15701,1.15730,4.64,0.00,0.00,partial close
364393096,2026.08.07 12:56:13,2026.08.07 13:33:31,EURUSDc,7777,1,0.00,1.15730,1.15730,0.00,0.00,0.00,close hedge by #364392298
364393305,2026.08.07 12:39:32,2026.08.10 01:05:14,XAUUSDc,1113,1,0.01,4365.97300,4325.11000,40.86,0.00,0.00,Gk
364404394,2026.08.07 12:56:13,2026.08.07 13:33:31,EURUSDc,7777,1,0.00,1.15730,1.15730,0.00,0.00,0.00,close hedge by #364387886
364404419,2026.08.07 12:56:13,2026.08.07 13:33:31,EURUSDc,7777,1,0.18,1.15730,1.15631,17.82,0.00,0.00,from #364387886
364404617,2026.08.07 13:37:05,2026.08.07 19:28:01,EURUSDc,7777,0,0.06,1.15670,1.15691,1.26,0.00,0.00,ZGH
364404619,2026.08.07 13:46:14,2026.08.07 19:28:01,EURUSDc,7777,1,0.00,1.15692,1.15692,0.00,0.00,0.00,close hedge by #364435377
364408443,2026.08.07 14:17:39,2026.08.07 19:28:01,EURUSDc,7777,0,0.16,1.15609,1.15691,13.12,0.00,0.00,ZGH
364416222,2026.08.07 15:10:09,2026.08.07 19:28:01,EURUSDc,7777,0,0.16,1.15579,1.15541,-6.08,0.00,0.00,partial close
364419186,2026.08.07 15:31:38,2026.08.07 19:28:01,EURUSDc,7777,1,0.00,1.15541,1.15541,0.00,0.00,0.00,close hedge by #364416222
364430226,2026.08.07 17:36:25,2026.08.07 17:50:52,XAUUSDc,1112,0,0.01,4331.22700,4339.66200,8.43,0.00,0.00,Gk
364430227,2026.08.07 17:36:25,2026.08.07 17:50:52,XAUUSDc,1114,0,0.01,4331.22700,4339.66200,8.43,0.00,0.00,Gk
364435377,2026.08.07 15:10:09,2026.08.07 19:28:01,EURUSDc,7777,0,0.06,1.15579,1.15692,6.78,0.00,0.00,partial close
364435378,2026.08.07 15:10:09,2026.08.07 19:28:01,EURUSDc,7777,0,0.06,1.15579,1.15691,6.72,0.00,0.00,partial close
364439291,2026.08.08 04:12:50,2026.08.08 04:12:50,,0,6,0.01,0.00000,0.00000,8.00,0.00,0.00,D-INTARB-USC-INT-974650073090
364451981,2026.08.10 01:05:14,2026.08.10 04:11:12,XAUUSDc,1114,0,0.01,4324.85500,4330.60200,5.74,0.00,0.00,Gk
364467655,2026.08.10 04:11:11,2026.08.10 04:11:11,XAUUSDc,1113,1,0.01,4330.47800,4330.86200,-0.38,0.00,0.00,Gk
364485730,2026.08.10 07:11:23,2026.08.10 07:45:15,XAUUSDc,1112,0,0.01,4353.08700,4361.31100,8.22,0.00,0.00,Gk
364485735,2026.08.10 07:11:23,2026.08.10 07:45:15,XAUUSDc,1114,0,0.01,4352.76000,4360.90400,8.14,0.00,0.00,Gk
