ticket,open_time,close_time,symbol,magic,type,lots,open_price,close_price,profit,swap,commission,comment
363477455,2026.07.30 23:13:27,2026.08.03 20:33:16,XAUUSDc,1114,0,0.01,4107.26000,4057.76500,-49.49,0.00,0.00,Gk
363477479,2026.07.30 23:13:28,2026.08.04 11:52:01,XAUUSDc,1114,0,0.01,4106.91800,4081.84300,-25.08,0.00,0.00,Gk
363492074,2026.07.31 01:15:59,2026.08.04 11:51:59,XAUUSDc,1114,0,0.01,4086.97900,4081.36700,-5.61,0.00,0.00,Gk
363536952,2026.07.31 08:00:04,2026.08.04 11:51:58,XAUUSDc,1114,0,0.01,4067.61100,4081.02300,13.41,0.00,0.00,Gk
363600644,2026.07.31 14:31:29,2026.08.03 01:13:05,EURUSDc,7777,0,0.06,1.14823,1.15458,38.10,0.00,0.00,partial close
363600645,2026.07.31 14:50:27,2026.08.03 01:13:06,EURUSDc,7777,1,0.06,1.14911,1.15374,-27.78,0.00,0.00,ZGH
363605200,2026.07.31 15:03:34,2026.08.03 01:13:06,EURUSDc,7777,1,0.16,1.14972,1.15374,-64.32,0.00,0.00,ZGH
363608544,2026.07.31 15:09:52,2026.08.03 01:13:06,EURUSDc,7777,1,0.28,1.15003,1.15374,-103.88,0.00,0.00,ZGH
363609064,2026.07.31 15:15:32,2026.08.03 01:13:05,EURUSDc,7777,0,0.16,1.15077,1.15458,60.96,0.00,0.00,partial close
363609873,2026.07.31 15:15:57,2026.08.03 01:13:06,EURUSDc,7777,1,0.40,1.15035,1.15371,-134.40,0.00,0.00,ZGH
363610831,2026.07.31 15:38:38,2026.08.03 01:13:05,EURUSDc,7777,0,0.28,1.15107,1.15458,98.28,0.00,0.00,partial close
363612468,2026.07.31 15:40:37,2026.08.03 00:56:19,EURUSDc,7777,1,0.55,1.15065,1.15417,-193.60,0.00,0.00,ZGH
363613459,2026.07.31 16:22:56,2026.08.03 00:56:19,EURUSDc,7777,1,0.72,1.15126,1.15417,-209.52,0.00,0.00,ZGH
