schema_version,created_utc,window,session_state,target_direction,exclusion_dimension,excluded_group,base_unit_count,base_net_realized,remaining_unit_count,remaining_net_realized,remaining_sign,preserves_direction
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,MAIN,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,USDJPY|M15,169,4012.34,165,3948.48,POSITIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,MAIN,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,XAUUSD|H1,169,4012.34,154,3263.80,POSITIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,MAIN,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,XAUUSD|H4,169,4012.34,146,3070.07,POSITIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,MAIN,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,XAUUSD|M15,169,4012.34,154,3464.66,POSITIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,YEAR,2020,82,-807.47,34,-1338.82,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,YEAR,2021,82,-807.47,71,-329.05,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,YEAR,2022,82,-807.47,59,52.93,POSITIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2020-01,82,-807.47,72,-867.16,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2020-02,82,-807.47,77,-835.80,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2020-03,82,-807.47,79,-920.17,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2020-06,82,-807.47,79,-857.10,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2020-07,82,-807.47,69,-945.20,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2020-08,82,-807.47,75,-893.39,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2020-09,82,-807.47,81,-823.34,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2020-10,82,-807.47,81,-768.52,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2020-11,82,-807.47,80,-828.23,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2020-12,82,-807.47,79,-867.14,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2021-01,82,-807.47,79,-838.57,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2021-02,82,-807.47,78,-632.06,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2021-05,82,-807.47,80,-456.23,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2021-10,82,-807.47,81,-822.46,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2021-12,82,-807.47,81,-809.61,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2022-03,82,-807.47,68,178.42,POSITIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2022-04,82,-807.47,79,-828.80,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2022-06,82,-807.47,80,-846.48,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2022-09,82,-807.47,81,-824.33,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2022-10,82,-807.47,80,-845.90,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,ENTRY_MONTH,2022-11,82,-807.47,81,-817.33,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL,AUDUSD,82,-807.47,70,-731.05,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL,BTCUSD,82,-807.47,67,-848.09,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL,EURUSD,82,-807.47,70,-975.28,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL,GBPUSD,82,-807.47,79,-843.60,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL,USDJPY,82,-807.47,56,-1178.99,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL,XAUUSD,82,-807.47,68,539.66,POSITIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,AUDUSD|H1,82,-807.47,78,-847.18,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,AUDUSD|H4,82,-807.47,78,-630.50,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,AUDUSD|M15,82,-807.47,78,-868.31,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,BTCUSD|H1,82,-807.47,81,-809.73,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,BTCUSD|H4,82,-807.47,76,-850.60,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,BTCUSD|M15,82,-807.47,74,-802.70,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,EURUSD|H1,82,-807.47,79,-860.90,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,EURUSD|H4,82,-807.47,76,-883.91,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,EURUSD|M15,82,-807.47,79,-845.41,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,GBPUSD|H4,82,-807.47,81,-809.61,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,GBPUSD|M15,82,-807.47,80,-841.46,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,USDJPY|H1,82,-807.47,75,-903.69,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,USDJPY|H4,82,-807.47,71,-986.73,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,USDJPY|M15,82,-807.47,74,-903.51,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,XAUUSD|H1,82,-807.47,79,-499.67,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,XAUUSD|H4,82,-807.47,77,-378.85,NEGATIVE,false
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,BWD,NEW_YORK_ONLY,MIXED_OR_ZERO,SYMBOL_TF,XAUUSD|M15,82,-807.47,76,-196.76,NEGATIVE,false
