schema_version,created_utc,view_type,window,year,entry_month,symbol,tf,session_state,eligible_unit_count,participation_share,gross_profit,gross_loss,net_realized,profit_factor,winning_unit_count,losing_unit_count,zero_unit_count,partition_realized_equity_dd
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,AUDUSD,H1,ASIA,2,0.66666667,27.66,0.00,27.66,,2,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,AUDUSD,H1,OUTSIDE_DEFINED_SESSION,1,0.33333333,0.00,45.52,-45.52,0.000000,0,1,0,45.52
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,AUDUSD,H4,ASIA,3,0.50000000,17.64,116.58,-98.94,0.151312,1,2,0,116.58
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,AUDUSD,H4,LONDON,3,0.50000000,39.69,34.12,5.57,1.163247,2,1,0,34.12
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,AUDUSD,M15,ASIA,4,0.66666667,37.70,37.88,-0.18,0.995248,3,1,0,37.88
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,AUDUSD,M15,LONDON,2,0.33333333,40.35,0.00,40.35,,2,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,H1,ASIA,37,0.27819549,671.16,15.68,655.48,42.803571,35,2,0,11.25
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,H1,LONDON,17,0.12781955,356.24,0.00,356.24,,17,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,H1,LONDON_NY_OVERLAP,19,0.14285714,486.06,24.15,461.91,20.126708,18,1,0,24.15
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,H1,NEW_YORK_ONLY,34,0.25563910,949.39,1.24,948.15,765.637097,33,1,0,1.24
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,H1,OUTSIDE_DEFINED_SESSION,26,0.19548872,517.94,0.00,517.94,,26,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,H4,ASIA,1,0.50000000,1.22,0.00,1.22,,1,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,H4,LONDON,1,0.50000000,0.00,721.43,-721.43,0.000000,0,1,0,721.43
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,M15,ASIA,25,0.27472527,477.99,3.14,474.85,152.226115,24,1,0,3.14
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,M15,LONDON,10,0.10989011,142.66,9.52,133.14,14.985294,9,1,0,9.52
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,M15,LONDON_NY_OVERLAP,14,0.15384615,298.87,394.00,-95.13,0.758553,12,2,0,376.78
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,M15,NEW_YORK_ONLY,28,0.30769231,781.66,384.60,397.06,2.032397,27,1,0,384.60
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,BTCUSD,M15,OUTSIDE_DEFINED_SESSION,14,0.15384615,310.11,0.00,310.11,,14,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,H1,ASIA,6,0.22222222,51.84,0.00,51.84,,6,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,H1,LONDON,8,0.29629630,60.03,43.00,17.03,1.396047,6,2,0,27.38
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,H1,LONDON_NY_OVERLAP,8,0.29629630,65.19,0.00,65.19,,8,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,H1,NEW_YORK_ONLY,5,0.18518519,58.54,0.00,58.54,,5,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,H4,ASIA,5,0.10204082,29.12,18.53,10.59,1.571506,4,1,0,18.53
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,H4,LONDON,15,0.30612245,137.27,0.00,137.27,,15,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,H4,LONDON_NY_OVERLAP,21,0.42857143,139.08,10.07,129.01,13.811321,19,2,0,10.07
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,H4,NEW_YORK_ONLY,8,0.16326531,70.67,2.90,67.77,24.368966,7,1,0,2.90
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,M15,ASIA,3,0.13043478,31.42,0.00,31.42,,3,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,M15,LONDON,9,0.39130435,129.73,0.00,129.73,,9,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,M15,LONDON_NY_OVERLAP,4,0.17391304,30.56,24.24,6.32,1.260726,3,1,0,24.24
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,EURUSD,M15,NEW_YORK_ONLY,7,0.30434783,26.46,125.54,-99.08,0.210769,3,4,0,114.80
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,H1,ASIA,3,0.12500000,59.49,0.00,59.49,,3,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,H1,LONDON,8,0.33333333,93.15,63.28,29.87,1.472029,6,2,0,63.28
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,H1,LONDON_NY_OVERLAP,10,0.41666667,144.09,0.00,144.09,,10,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,H1,NEW_YORK_ONLY,2,0.08333333,15.02,0.00,15.02,,2,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,H1,OUTSIDE_DEFINED_SESSION,1,0.04166667,10.69,0.00,10.69,,1,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,H4,ASIA,8,0.22222222,102.96,0.00,102.96,,8,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,H4,LONDON,10,0.27777778,77.42,65.48,11.94,1.182346,8,2,0,65.48
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,H4,LONDON_NY_OVERLAP,14,0.38888889,180.90,0.00,180.90,,14,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,H4,NEW_YORK_ONLY,4,0.11111111,55.71,0.00,55.71,,4,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,M15,ASIA,3,0.11538462,47.14,0.00,47.14,,3,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,M15,LONDON,14,0.53846154,181.73,31.39,150.34,5.789423,13,1,0,31.39
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,M15,LONDON_NY_OVERLAP,8,0.30769231,109.26,0.00,109.26,,8,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,GBPUSD,M15,NEW_YORK_ONLY,1,0.03846154,2.59,0.00,2.59,,1,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,H1,ASIA,18,0.32142857,273.91,3.54,270.37,77.375706,17,1,0,3.54
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,H1,LONDON,8,0.14285714,81.63,3.62,78.01,22.549724,7,1,0,3.62
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,H1,LONDON_NY_OVERLAP,17,0.30357143,201.15,3.71,197.44,54.218329,16,1,0,3.71
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,H1,NEW_YORK_ONLY,11,0.19642857,66.46,0.00,66.46,,11,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,H1,OUTSIDE_DEFINED_SESSION,2,0.03571429,6.17,0.00,6.17,,2,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,H4,ASIA,18,0.30000000,236.29,3.61,232.68,65.454294,17,1,0,3.61
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,H4,LONDON,11,0.18333333,180.65,7.32,173.33,24.678962,9,2,0,7.32
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,H4,LONDON_NY_OVERLAP,17,0.28333333,255.73,0.00,255.73,,17,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,H4,NEW_YORK_ONLY,12,0.20000000,197.77,0.00,197.77,,12,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,H4,OUTSIDE_DEFINED_SESSION,2,0.03333333,25.13,0.00,25.13,,2,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,M15,ASIA,19,0.40425532,210.57,0.00,210.57,,19,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,M15,LONDON,7,0.14893617,93.29,0.00,93.29,,7,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,M15,LONDON_NY_OVERLAP,14,0.29787234,174.59,0.00,174.59,,14,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,M15,NEW_YORK_ONLY,4,0.08510638,63.86,0.00,63.86,,4,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,USDJPY,M15,OUTSIDE_DEFINED_SESSION,3,0.06382979,48.05,0.00,48.05,,3,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,H1,ASIA,31,0.31000000,1876.88,629.12,1247.76,2.983342,27,4,0,542.42
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,H1,LONDON,15,0.15000000,715.55,17.34,698.21,41.265859,13,2,0,9.82
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,H1,LONDON_NY_OVERLAP,22,0.22000000,1277.41,350.80,926.61,3.641420,18,4,0,299.73
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,H1,NEW_YORK_ONLY,15,0.15000000,748.54,0.00,748.54,,15,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,H1,OUTSIDE_DEFINED_SESSION,17,0.17000000,1120.87,212.71,908.16,5.269475,15,2,0,175.46
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,H4,ASIA,32,0.28318584,2143.78,586.99,1556.79,3.652158,28,4,0,437.21
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,H4,LONDON,17,0.15044248,857.09,81.84,775.25,10.472752,16,1,0,81.84
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,H4,LONDON_NY_OVERLAP,32,0.28318584,1280.97,256.12,1024.85,5.001445,26,6,0,132.53
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,H4,NEW_YORK_ONLY,23,0.20353982,1098.64,156.37,942.27,7.025900,19,4,0,110.46
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,H4,OUTSIDE_DEFINED_SESSION,9,0.07964602,397.07,189.41,207.66,2.096352,5,4,0,166.84
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,M15,ASIA,23,0.28750000,1116.91,249.96,866.95,4.468355,19,4,0,151.73
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,M15,LONDON,7,0.08750000,345.88,0.00,345.88,,7,0,0,0.00
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,M15,LONDON_NY_OVERLAP,21,0.26250000,913.99,347.94,566.05,2.626861,16,5,0,339.86
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,M15,NEW_YORK_ONLY,15,0.18750000,685.78,138.10,547.68,4.965822,13,2,0,107.91
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,SYMBOL_TF,MAIN,ALL,ALL,XAUUSD,M15,OUTSIDE_DEFINED_SESSION,14,0.17500000,787.44,317.99,469.45,2.476304,11,3,0,257.52
