schema_version,created_utc,input_sha256,h3_run_id,window,year,symbol,tf,source_position_id,source_deal_id,entry_utc,exit_utc,source_net_realized,session_state,macro_state,local_state,vol_state
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,83,7,2020-01-02T13:02:40Z,2020-01-03T09:06:40Z,21.19000000,LONDON_NY_OVERLAP,NEUTRAL,RANGE,LOW
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,84,6,2020-01-02T13:51:40Z,2020-01-03T09:06:40Z,17.76000000,LONDON_NY_OVERLAP,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,85,5,2020-01-02T15:28:40Z,2020-01-03T09:06:40Z,28.66000000,LONDON_NY_OVERLAP,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,89,13,2020-01-03T09:44:40Z,2020-01-05T23:05:00Z,26.17000000,LONDON,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,90,12,2020-01-03T18:38:40Z,2020-01-05T23:05:00Z,22.71000000,NEW_YORK_ONLY,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,91,11,2020-01-05T23:05:00Z,2020-01-05T23:05:00Z,40.06000000,OUTSIDE_DEFINED_SESSION,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,95,15,2020-01-05T23:05:40Z,2020-01-08T00:11:40Z,22.18000000,OUTSIDE_DEFINED_SESSION,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,99,19,2020-01-08T00:18:40Z,2020-02-21T06:07:40Z,-11.82000000,ASIA,NEUTRAL,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,100,18,2020-01-08T00:25:40Z,2020-02-21T06:07:40Z,-15.74000000,ASIA,NEUTRAL,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,104,25,2020-02-21T07:27:40Z,2020-02-23T23:10:40Z,29.81000000,LONDON,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,105,24,2020-02-21T13:02:40Z,2020-02-23T23:10:40Z,25.32000000,LONDON_NY_OVERLAP,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,106,23,2020-02-21T13:20:40Z,2020-02-23T23:10:40Z,41.66000000,LONDON_NY_OVERLAP,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,110,31,2020-02-23T23:11:40Z,2020-05-14T13:34:40Z,-12.33000000,OUTSIDE_DEFINED_SESSION,RISK_OFF,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,112,29,2020-02-23T23:12:40Z,2020-05-14T13:34:40Z,-43.12000000,OUTSIDE_DEFINED_SESSION,RISK_OFF,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,111,30,2020-02-23T23:12:40Z,2020-05-14T13:34:40Z,-16.95000000,OUTSIDE_DEFINED_SESSION,RISK_OFF,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,116,37,2020-05-14T13:59:40Z,2020-06-24T10:01:40Z,17.31000000,LONDON_NY_OVERLAP,STRESS,RANGE,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,117,36,2020-05-15T12:33:40Z,2020-06-24T10:01:40Z,8.91000000,LONDON_NY_OVERLAP,STRESS,RANGE,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,118,35,2020-05-15T15:59:20Z,2020-06-24T10:01:40Z,-0.58000000,LONDON_NY_OVERLAP,STRESS,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,242,39,2020-06-26T15:37:40Z,2020-07-01T15:23:40Z,8.53000000,LONDON_NY_OVERLAP,STRESS,RANGE,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,246,43,2020-07-01T15:58:40Z,2020-07-02T13:01:40Z,8.57000000,LONDON_NY_OVERLAP,STRESS,TREND_DOWN,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,247,42,2020-07-02T09:13:40Z,2020-07-02T12:29:40Z,7.13000000,LONDON,NEUTRAL,RANGE,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,251,47,2020-07-02T13:17:40Z,2021-02-26T05:57:40Z,81.83000000,LONDON_NY_OVERLAP,NEUTRAL,TRANSITION,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2020,XAUUSD,M15,252,46,2020-07-02T13:56:40Z,2020-11-30T02:58:40Z,54.79000000,LONDON_NY_OVERLAP,NEUTRAL,TRANSITION,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2021,XAUUSD,M15,256,49,2021-02-26T08:38:40Z,2021-02-26T11:23:40Z,8.51000000,LONDON,NEUTRAL,TREND_DOWN,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2021,XAUUSD,M15,260,51,2021-03-01T06:35:40Z,2021-04-21T13:45:40Z,-5.57000000,ASIA,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2021,XAUUSD,M15,264,53,2021-04-21T13:57:40Z,2021-05-07T12:32:40Z,22.73000000,LONDON_NY_OVERLAP,NEUTRAL,RANGE,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2021,XAUUSD,M15,268,55,2021-05-07T12:50:40Z,2021-05-18T12:31:40Z,27.28000000,LONDON_NY_OVERLAP,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2021,XAUUSD,M15,413,61,2021-05-19T12:58:40Z,2021-05-19T18:45:40Z,7.08000000,LONDON_NY_OVERLAP,NEUTRAL,TREND_DOWN,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2021,XAUUSD,M15,414,60,2021-05-19T13:38:40Z,2021-05-19T18:10:40Z,7.67000000,LONDON_NY_OVERLAP,NEUTRAL,RANGE,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2021,XAUUSD,M15,415,59,2021-05-19T13:42:40Z,2021-05-19T14:24:40Z,7.02000000,LONDON_NY_OVERLAP,NEUTRAL,RANGE,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2021,XAUUSD,M15,419,63,2021-05-19T19:51:40Z,2021-05-26T02:09:40Z,28.88000000,NEW_YORK_ONLY,NEUTRAL,RANGE,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2021,XAUUSD,M15,423,65,2021-05-26T12:31:40Z,2022-02-24T04:12:40Z,-185.78000000,LONDON_NY_OVERLAP,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,427,71,2022-02-24T09:56:40Z,2022-03-07T01:44:40Z,42.87000000,LONDON,STRESS,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,428,70,2022-02-24T10:11:40Z,2022-03-07T01:44:40Z,36.65000000,LONDON,STRESS,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,429,69,2022-02-24T10:17:40Z,2022-03-07T01:44:40Z,60.88000000,LONDON,STRESS,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,436,75,2022-03-07T13:52:40Z,2022-03-11T12:32:20Z,11.85000000,LONDON_NY_OVERLAP,STRESS,RANGE,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,437,74,2022-03-07T13:56:40Z,2022-03-07T14:08:40Z,9.87000000,LONDON_NY_OVERLAP,STRESS,RANGE,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,441,77,2022-03-11T12:59:40Z,2022-03-11T13:34:40Z,10.15000000,LONDON_NY_OVERLAP,STRESS,RANGE,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,442,79,2022-03-11T16:31:20Z,2022-03-13T22:24:40Z,10.67000000,NEW_YORK_ONLY,STRESS,RANGE,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,449,81,2022-03-13T22:49:40Z,2022-03-13T23:47:40Z,10.59000000,OUTSIDE_DEFINED_SESSION,STRESS,TRANSITION,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,477,83,2022-03-16T19:46:40Z,2022-03-22T14:05:00Z,12.87000000,NEW_YORK_ONLY,NEUTRAL,RANGE,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,484,89,2022-03-23T17:08:40Z,2022-12-30T21:58:59Z,-337.44000000,NEW_YORK_ONLY,NEUTRAL,RANGE,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,485,88,2022-03-23T19:58:40Z,2022-12-30T21:58:59Z,-348.40000000,NEW_YORK_ONLY,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-BWD,BWD,2022,XAUUSD,M15,486,87,2022-03-24T14:18:40Z,2022-12-30T21:58:59Z,-714.00000000,LONDON_NY_OVERLAP,NEUTRAL,TREND_UP,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,2,7,2023-01-03T02:40:40Z,2023-01-09T02:38:40Z,39.97000000,ASIA,RISK_OFF,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,3,6,2023-01-03T03:08:40Z,2023-01-09T02:38:40Z,33.22000000,ASIA,RISK_OFF,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,4,5,2023-01-03T07:28:40Z,2023-01-09T02:38:40Z,52.94000000,LONDON,RISK_OFF,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,68,9,2023-01-10T14:30:40Z,2023-01-13T15:46:40Z,32.91000000,LONDON_NY_OVERLAP,RISK_OFF,RANGE,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,72,11,2023-01-16T01:58:40Z,2023-03-17T14:42:40Z,-11.96000000,ASIA,NEUTRAL,TREND_UP,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,76,17,2023-03-17T17:28:40Z,2023-04-04T14:18:40Z,42.09000000,NEW_YORK_ONLY,RISK_OFF,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,77,16,2023-03-17T17:55:40Z,2023-04-04T14:18:40Z,34.82000000,NEW_YORK_ONLY,RISK_OFF,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,78,15,2023-03-17T18:43:20Z,2023-04-04T14:18:40Z,55.08000000,NEW_YORK_ONLY,RISK_OFF,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,82,19,2023-04-05T12:34:40Z,2023-05-03T22:01:20Z,22.74000000,LONDON_NY_OVERLAP,RISK_OFF,RANGE,NORMAL
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,149,23,2023-05-04T14:17:40Z,2023-12-03T23:16:40Z,-122.75000000,LONDON_NY_OVERLAP,NEUTRAL,TRANSITION,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,150,22,2023-05-04T14:32:40Z,2023-12-03T23:16:40Z,-131.74000000,LONDON_NY_OVERLAP,NEUTRAL,TRANSITION,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,154,29,2023-12-03T23:18:40Z,2023-12-03T23:27:40Z,49.68000000,OUTSIDE_DEFINED_SESSION,NEUTRAL,TREND_UP,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,155,28,2023-12-03T23:19:40Z,2023-12-03T23:27:40Z,43.00000000,OUTSIDE_DEFINED_SESSION,NEUTRAL,TREND_UP,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,156,27,2023-12-03T23:21:40Z,2023-12-03T23:27:40Z,72.64000000,OUTSIDE_DEFINED_SESSION,NEUTRAL,TREND_UP,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2023,XAUUSD,M15,160,31,2023-12-03T23:33:40Z,2024-03-08T13:31:40Z,-37.25000000,OUTSIDE_DEFINED_SESSION,NEUTRAL,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,164,35,2024-03-08T17:05:40Z,2024-03-28T20:49:40Z,31.61000000,NEW_YORK_ONLY,NEUTRAL,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,165,34,2024-03-08T17:19:40Z,2024-03-28T20:49:40Z,25.10000000,NEW_YORK_ONLY,NEUTRAL,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,169,41,2024-03-31T22:05:00Z,2024-04-02T22:21:40Z,48.45000000,OUTSIDE_DEFINED_SESSION,NEUTRAL,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,170,40,2024-03-31T23:43:40Z,2024-04-02T22:21:40Z,41.08000000,OUTSIDE_DEFINED_SESSION,NEUTRAL,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,171,39,2024-04-01T00:31:40Z,2024-04-02T22:21:40Z,67.40000000,ASIA,RISK_ON,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,199,43,2024-04-03T14:00:40Z,2024-04-03T14:30:40Z,8.08000000,LONDON_NY_OVERLAP,NEUTRAL,RANGE,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,203,47,2024-04-03T16:23:40Z,2024-04-08T02:36:40Z,46.41000000,NEW_YORK_ONLY,NEUTRAL,RANGE,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,204,46,2024-04-03T20:20:20Z,2024-04-08T02:36:40Z,38.34000000,NEW_YORK_ONLY,NEUTRAL,TREND_UP,HIGH
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,208,49,2024-04-08T02:39:20Z,2024-04-12T07:58:40Z,45.63000000,ASIA,NEUTRAL,RANGE,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,212,55,2024-04-12T14:11:40Z,2024-07-17T00:40:40Z,-10.88000000,LONDON_NY_OVERLAP,RISK_ON,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,213,54,2024-04-12T14:19:20Z,2024-07-17T00:40:40Z,-20.87000000,LONDON_NY_OVERLAP,RISK_ON,TREND_UP,EXTREME
BOSS19_P5_SESSION_ATTRIBUTION_V1,2026-09-03T23:50:00Z,e54f1cfaf58df97acb8fb39c1e6e8bf4614f1ff3a7c9bcbc1b5acff762665dd6,H3-C01-MAIN,MAIN,2024,XAUUSD,M15,214,53,2024-04-12T15:00:40Z,2024-07-17T00:40:40Z,-61.70000000,LONDON_NY_OVERLAP,RISK_ON,TREND_UP,EXTREME
