window,index,time,pnl,equity,dd_pct
MAIN,283,2025-12-03 23:10:40,0.54,10168.50,0.019173
MAIN,284,2025-12-04 15:22:40,0.57,10169.07,0.013569
MAIN,285,2025-12-10 23:21:40,0.52,10169.59,0.008456
MAIN,286,2025-12-11 02:56:40,0.74,10170.33,0.001180
MAIN,287,2025-12-11 07:14:40,0.69,10171.02,0.000000
MAIN,288,2025-12-11 20:33:40,0.60,10171.62,0.000000
MAIN,289,2025-12-15 19:36:40,0.59,10172.21,0.000000
MAIN,290,2025-12-26 18:13:40,0.66,10172.87,0.000000
BWD,1,2020-01-02 18:04:40,0.34,10000.34,0.000000
BWD,2,2020-01-06 17:43:40,0.80,10001.14,0.000000
BWD,3,2020-01-08 02:02:20,0.56,10001.70,0.000000
BWD,4,2020-01-08 03:08:40,0.56,10002.26,0.000000
BWD,5,2020-01-21 04:02:40,0.18,10002.44,0.000000
BWD,6,2020-01-21 09:32:40,0.22,10002.66,0.000000
BWD,7,2020-01-31 17:56:40,-11.25,9991.41,0.112470
BWD,8,2020-01-31 18:11:40,0.64,9992.05,0.106072
BWD,9,2020-02-03 02:35:40,0.54,9992.59,0.100673
BWD,10,2020-02-18 05:49:40,0.22,9992.81,0.098474
BWD,11,2020-02-24 17:00:40,0.56,9993.37,0.092875
BWD,12,2020-02-24 21:55:40,0.66,9994.03,0.086277
BWD,13,2020-02-25 12:55:40,0.63,9994.66,0.079979
BWD,14,2020-02-25 18:53:40,0.74,9995.40,0.072581
BWD,15,2020-02-25 21:54:40,0.80,9996.20,0.064583
BWD,16,2020-02-28 01:06:40,0.79,9996.99,0.056685
BWD,17,2020-03-06 12:10:40,-40.94,9956.05,0.465976
BWD,18,2020-03-06 17:27:40,2.77,9958.82,0.438283
BWD,19,2020-03-09 01:00:40,1.45,9960.27,0.423787
BWD,20,2020-03-09 02:00:40,1.85,9962.12,0.405292
BWD,21,2020-03-09 03:03:40,2.01,9964.13,0.385198
BWD,22,2020-03-09 05:02:40,2.52,9966.65,0.360004
BWD,23,2020-03-09 06:20:40,3.82,9970.47,0.321814
