time,profit
2020.01.06 11:59:40,13.01
2020.01.06 11:59:40,7.05
2020.01.06 11:59:40,5.17
2020.01.06 11:59:40,3.92
2020.01.06 11:59:40,-0.40
2020.01.06 11:59:40,-2.60
2020.01.06 11:59:40,-3.62
2020.01.06 11:59:40,-5.22
2020.01.07 16:04:40,-1.38
2020.01.07 16:04:40,1.54
2020.01.07 16:04:40,4.04
2020.01.07 16:04:40,7.37
2020.01.08 04:47:40,2.02
2020.01.09 11:47:40,2.18
2020.01.09 17:42:40,2.92
2020.01.10 10:48:40,2.04
2020.01.10 16:01:20,2.10
2020.01.14 15:15:40,6.39
2020.01.14 15:15:40,3.47
2020.01.14 15:15:40,2.24
2020.01.14 15:15:40,0.88
2020.01.14 15:15:40,-1.20
2020.01.15 10:22:40,1.56
2020.01.15 10:22:40,2.60
2020.01.15 13:09:40,13.11
2020.01.15 13:09:40,10.14
2020.01.15 13:09:40,8.32
2020.01.15 13:09:40,6.66
2020.01.15 13:09:40,1.35
2020.01.15 13:09:40,-3.97
2020.01.15 13:09:40,-5.77
2020.01.15 13:09:40,-7.61
2020.01.15 13:09:40,-8.85
2020.01.16 14:34:40,3.16
2020.01.16 14:34:40,4.16
2020.01.16 17:15:40,-0.71
2020.01.16 17:15:40,2.67
2020.01.16 17:15:40,4.01
2020.01.16 17:15:40,5.32
2020.01.17 11:38:40,2.10
2020.01.20 11:08:40,2.24
2020.01.22 00:00:00,0.62
2020.01.22 00:00:00,1.68
2020.01.22 00:00:00,3.19
2020.01.22 00:00:00,4.65
2020.01.22 17:03:40,2.84
2020.01.22 17:03:40,4.52
2020.01.23 15:50:40,0.97
2020.01.23 15:50:40,1.96
2020.01.23 15:50:40,4.58
2020.01.24 12:11:40,3.44
2020.01.24 17:40:40,2.14
2020.01.27 11:32:40,2.29
2020.01.27 17:00:40,2.22
2020.01.28 13:59:20,2.10
2020.01.29 10:03:40,1.31
2020.01.29 10:03:40,2.33
2020.01.29 10:03:40,3.40
2020.01.31 17:56:40,123.66
2020.01.31 17:56:40,5.60
2020.01.31 17:56:40,4.02
2020.01.31 17:56:40,2.74
2020.01.31 17:56:40,1.23
2020.01.31 17:56:40,-2.59
2020.01.31 17:56:40,-4.11
2020.01.31 17:56:40,-6.06
2020.01.31 17:56:40,-10.00
2020.01.31 17:56:40,-13.08
2020.01.31 17:56:40,-14.33
2020.01.31 17:56:40,-15.99
2020.01.31 17:56:40,-18.31
2020.02.05 12:47:40,11.69
2020.02.05 12:47:40,4.55
2020.02.05 12:47:40,2.23
2020.02.05 12:47:40,1.18
2020.02.05 12:47:40,-0.48
2020.02.05 12:47:40,-1.67
2020.02.05 12:47:40,-2.79
2020.02.06 17:00:40,1.36
2020.02.06 17:00:40,2.46
2020.02.06 17:00:40,4.54
2020.02.07 15:31:40,2.02
2020.02.07 18:24:40,2.44
2020.02.10 16:21:40,4.74
2020.02.11 15:17:40,1.42
2020.02.11 15:17:40,2.60
2020.02.12 09:20:40,1.55
2020.02.12 09:20:40,2.85
2020.02.12 16:08:40,2.90
2020.02.13 13:31:40,1.46
2020.02.13 13:31:40,2.66
2020.02.17 18:11:40,0.69
2020.02.17 18:11:40,1.77
2020.02.17 18:11:40,2.91
2020.02.17 18:11:40,4.37
2020.02.18 14:40:40,3.26
2020.02.18 22:03:40,5.62
2020.02.19 13:45:40,2.98
2020.02.19 16:45:40,2.10
2020.02.20 09:04:20,1.17
2020.02.20 09:04:20,2.45
2020.02.20 09:04:20,3.44
2020.02.20 09:04:20,4.60
2020.02.20 18:29:40,5.02
2020.02.21 12:23:40,2.34
