time,profit
2020.01.06 11:00:40,2.05
2020.01.14 19:30:40,9.86
2020.01.14 19:30:40,7.80
2020.01.14 19:30:40,2.80
2020.01.14 19:30:40,-3.86
2020.01.14 19:30:40,-8.66
2020.01.16 17:18:40,5.62
2020.01.16 17:18:40,1.30
2020.01.16 17:18:40,-1.02
2020.01.16 17:18:40,0.18
2020.01.17 11:37:40,5.78
2020.01.17 11:37:40,1.85
2020.01.17 11:37:40,0.49
2020.01.17 11:37:40,-0.53
2020.01.17 13:24:40,0.76
2020.01.17 13:24:40,3.29
2020.01.17 13:24:40,2.05
2020.01.24 13:36:20,4.82
2020.01.24 13:36:20,1.26
2020.01.30 13:59:40,5.49
2020.01.30 13:59:40,0.73
2020.01.30 14:51:40,-0.22
2020.01.30 14:51:40,4.40
2020.01.30 14:51:40,1.80
2020.01.30 14:51:40,3.47
2020.01.31 09:14:40,5.61
2020.01.31 09:14:40,1.68
2020.02.03 10:34:40,10.08
2020.02.03 10:34:40,1.66
2020.02.03 10:34:40,-0.41
2020.02.03 10:34:40,-1.58
2020.02.03 10:34:40,-2.82
2020.02.05 11:32:40,1.70
2020.02.05 11:32:40,2.75
2020.02.07 16:45:40,2.18
2020.02.10 12:39:40,2.22
2020.02.18 12:17:40,-0.20
2020.02.18 12:17:40,7.40
2020.02.18 12:17:40,5.08
2020.02.18 12:17:40,1.28
2020.02.19 16:11:40,17.26
2020.02.19 16:11:40,2.15
2020.02.19 16:11:40,-0.09
2020.02.19 16:11:40,-6.46
2020.02.19 16:11:40,-5.35
2020.02.21 10:31:40,4.17
2020.02.21 10:31:40,6.25
2020.02.21 10:31:40,-0.43
2020.02.28 11:49:40,2.17
2020.03.02 08:25:40,9.09
2020.03.02 08:25:40,10.22
2020.03.02 08:25:40,8.12
2020.03.02 08:25:40,-7.49
2020.03.02 08:25:40,-4.94
2020.03.02 08:25:40,-5.94
2020.03.03 08:58:40,5.42
2020.03.03 08:58:40,3.29
2020.03.03 08:58:40,0.46
2020.03.03 08:58:40,-0.58
2020.03.03 08:58:40,-1.62
2020.03.10 08:56:40,42.94
2020.03.10 08:56:40,24.51
2020.03.10 08:56:40,28.95
2020.03.10 08:56:40,9.03
2020.03.10 08:56:40,10.01
2020.03.10 08:56:40,13.31
2020.03.10 08:56:40,-4.31
2020.03.10 08:56:40,-5.02
2020.03.10 08:56:40,-15.42
2020.03.10 08:56:40,-27.90
2020.03.10 08:56:40,-14.96
2020.03.13 08:12:40,15.51
2020.03.13 08:12:40,8.28
2020.03.13 08:12:40,5.44
2020.03.13 08:12:40,2.62
2020.03.13 08:12:40,-0.21
2020.03.13 08:12:40,-25.61
2020.03.16 06:49:20,10.83
2020.03.16 06:49:20,5.02
2020.03.16 06:49:20,-1.14
2020.03.16 06:49:20,1.10
2020.03.16 06:49:20,-1.89
2020.03.16 06:49:20,-3.07
2020.03.16 06:49:20,-4.39
2020.03.19 09:08:40,1.55
2020.03.19 09:08:40,2.57
2020.03.20 05:30:40,-0.62
2020.03.20 05:30:40,1.70
2020.03.20 05:30:40,3.85
2020.03.20 05:30:40,2.10
2020.03.20 07:59:40,6.26
2020.03.20 07:59:40,0.48
2020.03.20 07:59:40,1.72
2020.03.24 04:06:40,2.71
2020.03.24 04:06:40,1.54
2020.03.26 09:23:40,5.22
2020.03.26 09:23:40,-1.15
2020.03.26 09:23:40,0.23
2020.03.26 09:23:40,1.31
2020.03.27 09:34:40,13.86
2020.03.27 09:34:40,5.96
2020.03.27 09:34:40,1.96
2020.03.27 09:34:40,-0.70
2020.03.27 09:34:40,-1.45
2020.03.27 09:34:40,-2.46
2020.03.27 09:34:40,-3.58
2020.03.27 10:20:40,-0.70
2020.03.27 10:20:40,1.58
2020.03.27 10:20:40,4.57
2020.03.27 10:20:40,2.68
2020.03.27 11:17:40,0.66
2020.03.27 11:17:40,4.10
2020.03.27 11:17:40,2.19
2020.03.30 04:38:40,-0.46
2020.03.30 04:38:40,2.54
2020.03.30 04:38:40,7.62
2020.03.30 04:38:40,2.62
2020.03.30 05:07:20,5.46
2020.03.30 05:07:20,1.72
2020.04.02 17:52:40,6.40
2020.04.02 17:52:40,4.04
2020.04.02 17:52:40,0.74
2020.04.02 17:52:40,-1.53
2020.04.02 17:52:40,-0.36
2020.04.02 18:39:40,2.93
2020.04.02 18:39:40,1.27
2020.04.06 01:09:40,6.32
2020.04.06 01:09:40,0.38
2020.04.06 01:09:40,1.54
2020.04.07 09:20:40,0.80
2020.04.07 09:20:40,1.83
2020.04.07 09:20:40,3.60
2020.04.09 08:53:40,2.02
2020.04.15 10:37:40,38.04
2020.04.15 10:37:40,11.75
2020.04.15 10:37:40,2.15
2020.04.15 10:37:40,5.33
2020.04.15 10:37:40,-4.30
2020.04.15 10:37:40,-4.88
2020.04.15 10:37:40,-14.66
2020.04.15 10:37:40,-11.96
2020.04.15 10:37:40,-8.58
2020.04.17 04:13:40,6.40
2020.04.17 04:13:40,2.33
2020.04.17 04:13:40,2.17
2020.04.17 17:54:40,5.52
2020.04.17 17:54:40,3.06
2020.04.17 17:54:40,0.36
2020.04.17 17:54:40,-0.66
2020.04.23 08:04:40,8.38
2020.04.23 08:04:40,6.20
2020.04.23 08:04:40,4.18
2020.04.23 08:04:40,6.31
