date,close,high,low
2022.03.06,2628.77,2674.38,2587.75
2022.03.07,2481.26,2647.70,2443.37
2022.03.08,2557.44,2623.78,2477.57
2022.03.09,2706.97,2774.23,2554.99
2022.03.10,2602.18,2734.89,2550.52
2022.03.11,2570.31,2676.95,2521.40
2022.03.12,2586.84,2611.99,2560.50
2022.03.13,2544.29,2601.54,2531.62
2022.03.14,2524.87,2608.82,2491.48
2022.03.15,2623.79,2669.41,2505.59
2022.03.16,2771.84,2788.78,2602.59
2022.03.17,2806.79,2837.35,2742.79
2022.03.18,2947.12,2985.49,2766.89
2022.03.19,2953.13,2986.23,2920.98
2022.03.20,2872.96,2965.59,2817.38
2022.03.21,2908.85,2960.40,2830.96
2022.03.22,3001.12,3053.24,2882.73
2022.03.23,2981.10,3044.96,2919.44
2022.03.24,3104.01,3129.50,2971.69
2022.03.25,3124.78,3194.09,3075.22
2022.03.26,3143.07,3152.53,3084.50
2022.03.27,3238.22,3255.32,3125.25
2022.03.28,3416.56,3429.84,3223.23
2022.03.29,3396.32,3481.73,3315.80
2022.03.30,3413.03,3447.46,3331.91
2022.03.31,3298.34,3445.13,3260.05
2022.04.01,3440.47,3481.75,3209.82
2022.04.02,3469.76,3530.79,3425.90
2022.04.03,3491.44,3520.31,3412.01
2022.04.04,3508.96,3579.47,3406.91
2022.04.05,3435.54,3553.83,3415.02
2022.04.06,3231.89,3460.79,3173.25
2022.04.07,3237.02,3267.55,3140.82
2022.04.08,3249.56,3312.11,3196.16
2022.04.09,3223.47,3249.63,3172.14
2022.04.10,3288.00,3307.49,3220.99
2022.04.11,2991.15,3292.92,2966.06
2022.04.12,2985.25,3084.02,2947.46
2022.04.13,3104.37,3113.39,2983.25
2022.04.14,3011.85,3143.04,2973.95
2022.04.15,3029.40,3057.16,2991.82
2022.04.16,3031.61,3058.93,3008.41
2022.04.17,3044.34,3084.67,3020.54
2022.04.18,3004.19,3077.15,2881.98
2022.04.19,3093.52,3129.76,2993.39
2022.04.20,3084.07,3166.29,3030.58
2022.04.21,2998.99,3179.37,2991.84
2022.04.22,2970.08,3033.48,2931.94
2022.04.23,2962.54,2977.41,2914.20
2022.04.24,2939.30,2969.39,2880.77
2022.04.25,2998.09,3024.78,2785.28
2022.04.26,2827.41,3037.16,2797.03
2022.04.27,2862.89,2918.35,2764.51
2022.04.28,2946.80,2979.38,2852.35
2022.04.29,2804.99,2954.66,2774.87
2022.04.30,2788.23,2840.23,2769.15
2022.05.01,2811.59,2827.96,2713.42
2022.05.02,2824.68,2873.21,2776.12
2022.05.03,2782.27,2881.29,2752.23
2022.05.04,2943.21,2964.41,2767.52
2022.05.05,2754.23,2952.53,2680.62
2022.05.06,2703.68,2755.94,2630.66
2022.05.07,2671.73,2705.21,2650.90
2022.05.08,2538.54,2674.80,2482.14
2022.05.09,2288.00,2555.04,2222.42
2022.05.10,2325.34,2455.30,2198.06
2022.05.11,2035.08,2449.05,2020.00
2022.05.12,1923.25,2184.76,1702.60
2022.05.13,2040.40,2142.61,1863.56
2022.05.14,1994.26,2079.62,1947.50
2022.05.15,2127.99,2130.92,1989.39
2022.05.16,2031.32,2160.91,1975.52
2022.05.17,2049.34,2119.85,2005.51
2022.05.18,1962.31,2106.76,1932.90
2022.05.19,2012.09,2037.30,1899.40
2022.05.20,1956.52,2062.34,1919.07
2022.05.21,1972.47,1985.99,1933.87
2022.05.22,2005.36,2032.63,1962.24
2022.05.23,1996.36,2085.93,1973.12
2022.05.24,1967.33,2001.06,1910.12
2022.05.25,1956.36,2017.89,1930.60
2022.05.26,1823.96,1968.57,1734.80
2022.05.27,1741.81,1843.90,1710.36
2022.05.28,1790.19,1807.06,1704.00
2022.05.29,1793.71,1822.59,1760.62
2022.05.30,1951.60,1957.03,1791.38
2022.05.31,1949.15,2012.41,1923.03
2022.06.01,1789.49,1970.19,1760.47
2022.06.02,1821.49,1842.43,1779.73
2022.06.03,1756.06,1850.18,1733.79
2022.06.04,1773.85,1792.02,1745.35
2022.06.05,1808.21,1827.40,1770.63
2022.06.06,1858.73,1916.78,1799.89
2022.06.07,1842.98,1872.84,1723.12
2022.06.08,1794.00,1845.38,1750.41
2022.06.09,1792.42,1830.59,1774.26
2022.06.10,1675.58,1801.59,1657.82
2022.06.11,1519.96,1682.46,1498.51
2022.06.12,1474.03,1549.62,1421.86
2022.06.13,1238.14,1483.73,1163.62
2022.06.14,1185.70,1263.84,1074.33
2022.06.15,1176.79,1228.06,1011.69
2022.06.16,1096.05,1254.81,1078.60
2022.06.17,1092.29,1116.04,1048.21
2022.06.18,901.40,1094.81,878.58
2022.06.19,1138.97,1155.36,898.32
2022.06.20,1118.54,1166.94,1050.48
2022.06.21,1119.81,1190.86,1088.17
2022.06.22,1046.59,1138.27,1041.40
2022.06.23,1133.08,1143.08,1042.99
2022.06.24,1217.24,1241.23,1119.43
2022.06.25,1207.06,1242.75,1178.23
2022.06.26,1245.43,1278.54,1205.69
2022.06.27,1200.60,1247.89,1172.47
2022.06.28,1158.83,1234.44,1149.96
2022.06.29,1106.43,1165.44,1084.54
2022.06.30,1009.12,1116.96,995.29
2022.07.01,1066.13,1112.76,999.34
2022.07.02,1061.80,1076.28,1031.13
2022.07.03,1082.13,1084.87,1038.35
2022.07.04,1119.07,1131.48,1042.85
2022.07.05,1152.30,1169.97,1072.37
2022.07.06,1159.20,1166.21,1109.15
2022.07.07,1236.47,1252.15,1152.58
2022.07.08,1241.98,1273.71,1190.96
2022.07.09,1217.63,1240.90,1202.78
2022.07.10,1175.87,1224.73,1133.70
2022.07.11,1135.96,1182.42,1127.20
2022.07.12,1044.79,1136.20,1030.71
2022.07.13,1074.41,1099.38,1004.58
2022.07.14,1191.38,1211.47,1070.45
2022.07.15,1255.36,1285.31,1178.78
2022.07.16,1345.66,1421.09,1190.47
2022.07.17,1342.75,1384.40,1318.04
2022.07.18,1469.98,1528.64,1333.76
2022.07.19,1558.03,1628.33,1467.34
2022.07.20,1520.10,1620.28,1485.55
2022.07.21,1584.31,1603.96,1463.31
2022.07.22,1525.69,1644.63,1516.31
2022.07.23,1524.09,1595.03,1487.58
2022.07.24,1607.35,1627.51,1514.45
2022.07.25,1521.36,1662.96,1454.66
2022.07.26,1379.08,1524.69,1356.26
2022.07.27,1600.61,1613.07,1365.96
2022.07.28,1756.60,1784.06,1593.73
2022.07.29,1732.04,1770.77,1656.30
2022.07.30,1701.67,1764.79,1685.65
2022.07.31,1719.47,1753.29,1672.85
2022.08.01,1626.23,1723.97,1610.34
2022.08.02,1650.21,1676.45,1559.02
2022.08.03,1642.14,1683.17,1589.02
2022.08.04,1590.17,1661.56,1579.12
2022.08.05,1678.11,1723.22,1580.46
2022.08.06,1714.30,1748.87,1684.90
2022.08.07,1720.91,1722.70,1667.96
2022.08.08,1796.34,1817.68,1689.71
2022.08.09,1695.60,1796.64,1668.12
2022.08.10,1841.89,1854.08,1655.79
2022.08.11,1901.20,1937.34,1828.64
2022.08.12,1931.60,1937.11,1852.70
2022.08.13,1988.43,2019.46,1917.13
2022.08.14,1939.53,2029.82,1905.58
2022.08.15,1903.55,2010.99,1872.22
2022.08.16,1883.87,1916.87,1851.14
2022.08.17,1850.95,1956.13,1818.13
2022.08.18,1876.05,1880.80,1819.71
2022.08.19,1684.98,1877.64,1673.58
2022.08.20,1531.56,1664.27,1527.37
2022.08.21,1615.09,1639.42,1522.59
2022.08.22,1577.89,1645.08,1528.99
2022.08.23,1645.93,1673.12,1562.72
2022.08.24,1682.09,1691.14,1604.24
2022.08.25,1706.83,1720.70,1650.47
2022.08.26,1555.16,1710.18,1537.40
2022.08.27,1479.51,1559.63,1446.17
2022.08.28,1481.65,1509.42,1456.38
2022.08.29,1544.52,1551.86,1420.98
2022.08.30,1556.92,1604.13,1472.62
2022.08.31,1568.89,1618.17,1515.71
2022.09.01,1579.03,1584.35,1512.20
2022.09.02,1567.53,1647.40,1545.25
2022.09.03,1551.47,1585.14,1533.02
2022.09.04,1569.70,1581.40,1539.39
2022.09.05,1596.44,1609.05,1556.16
2022.09.06,1579.35,1685.14,1553.60
2022.09.07,1638.50,1652.88,1489.10
2022.09.08,1643.69,1660.70,1593.60
2022.09.09,1720.07,1744.90,1625.08
2022.09.10,1733.37,1745.02,1705.85
2022.09.11,1758.21,1788.53,1732.92
2022.09.12,1723.02,1782.75,1692.46
2022.09.13,1602.23,1758.67,1566.19
2022.09.14,1590.54,1614.24,1544.57
2022.09.15,1502.19,1652.42,1455.96
2022.09.16,1435.84,1502.40,1404.41
2022.09.17,1460.53,1474.42,1406.72
2022.09.18,1370.03,1471.89,1364.51
2022.09.19,1355.39,1370.59,1278.89
2022.09.20,1341.58,1392.28,1328.04
2022.09.21,1313.36,1405.44,1304.45
2022.09.22,1323.24,1335.43,1218.55
2022.09.23,1299.34,1358.21,1260.69
2022.09.24,1341.29,1348.55,1310.10
2022.09.25,1291.81,1341.96,1279.50
2022.09.26,1324.13,1339.64,1268.63
2022.09.27,1324.05,1399.54,1303.01
2022.09.28,1349.73,1354.65,1253.05
2022.09.29,1337.26,1354.45,1287.77
2022.09.30,1330.95,1372.82,1314.22
2022.10.01,1308.66,1333.13,1302.03
2022.10.02,1301.89,1317.15,1285.54
2022.10.03,1322.86,1328.81,1261.72
2022.10.04,1361.12,1368.92,1314.52
2022.10.05,1344.69,1367.16,1315.90
2022.10.06,1363.27,1383.32,1344.60
2022.10.07,1330.72,1363.39,1316.86
2022.10.08,1324.60,1337.14,1317.21
2022.10.09,1320.44,1328.30,1302.88
2022.10.10,1306.46,1337.53,1295.84
2022.10.11,1280.98,1309.12,1265.82
2022.10.12,1298.26,1305.88,1272.93
2022.10.13,1292.96,1302.37,1191.59
2022.10.14,1300.24,1342.72,1282.58
2022.10.15,1280.23,1300.94,1276.21
2022.10.16,1309.47,1314.41,1262.94
2022.10.17,1329.36,1337.04,1290.03
2022.10.18,1313.69,1341.02,1285.70
2022.10.19,1293.95,1315.34,1286.71
2022.10.20,1281.54,1310.10,1270.74
2022.10.21,1302.00,1306.44,1252.87
2022.10.22,1315.39,1319.40,1293.83
2022.10.23,1329.63,1335.75,1298.25
2022.10.24,1350.05,1370.24,1323.48
2022.10.25,1473.19,1525.75,1334.18
2022.10.26,1552.98,1594.33,1446.20
2022.10.27,1526.78,1584.24,1506.88
2022.10.28,1559.34,1573.31,1481.34
2022.10.29,1626.18,1664.01,1547.28
2022.10.30,1594.37,1639.84,1576.05
2022.10.31,1563.82,1634.91,1545.08
2022.11.01,1574.85,1611.36,1549.46
2022.11.02,1510.28,1620.60,1501.68
2022.11.03,1539.80,1557.87,1501.17
2022.11.04,1644.89,1677.15,1523.15
2022.11.05,1631.80,1666.15,1622.26
2022.11.06,1602.93,1638.00,1602.22
2022.11.07,1574.88,1607.66,1545.09
2022.11.08,1332.61,1576.51,1211.27
2022.11.09,1046.96,1340.48,1043.66
2022.11.10,1319.54,1344.69,1014.96
2022.11.11,1263.35,1323.40,1197.48
2022.11.12,1233.55,1286.14,1171.50
2022.11.13,1192.55,1244.25,1178.15
2022.11.14,1213.82,1276.13,1148.20
2022.11.15,1236.81,1281.24,1200.38
2022.11.16,1197.42,1258.19,1177.19
2022.11.17,1197.20,1218.53,1172.96
2022.11.18,1199.11,1224.13,1186.65
2022.11.19,1201.67,1209.70,1187.65
2022.11.20,1133.57,1223.25,1124.26
2022.11.21,1086.08,1144.71,1070.64
2022.11.22,1121.30,1132.96,1065.38
2022.11.23,1159.88,1179.44,1116.38
2022.11.24,1186.96,1207.56,1158.66
2022.11.25,1190.22,1200.53,1162.27
2022.11.26,1200.77,1224.20,1186.66
2022.11.27,1206.15,1216.39,1187.05
2022.11.28,1163.73,1208.24,1142.24
2022.11.29,1210.16,1218.42,1149.85
2022.11.30,1288.01,1290.74,1203.16
2022.12.01,1267.51,1301.29,1253.88
2022.12.02,1282.16,1288.55,1256.71
2022.12.03,1252.35,1296.69,1245.18
2022.12.04,1267.80,1274.22,1227.60
2022.12.05,1251.12,1300.99,1238.59
2022.12.06,1247.64,1262.94,1234.00
2022.12.07,1224.41,1270.05,1210.63
2022.12.08,1270.16,1284.82,1213.96
2022.12.09,1251.55,1286.94,1247.82
2022.12.10,1259.03,1275.53,1251.22
2022.12.11,1256.67,1276.02,1253.33
2022.12.12,1267.00,1271.07,1232.19
2022.12.13,1311.20,1338.07,1247.55
2022.12.14,1302.54,1343.68,1292.34
2022.12.15,1256.37,1306.84,1251.91
2022.12.16,1187.40,1271.58,1175.30
2022.12.17,1171.07,1178.81,1147.71
2022.12.18,1175.03,1189.56,1164.54
2022.12.19,1168.05,1187.61,1157.26
2022.12.20,1208.36,1225.03,1142.62
2022.12.21,1204.06,1214.97,1195.43
2022.12.22,1206.85,1229.38,1175.36
2022.12.23,1213.80,1223.53,1203.55
2022.12.26,1208.82,1218.71,1203.48
2022.12.27,1203.44,1229.87,1192.48
2022.12.28,1179.21,1208.62,1171.81
2022.12.29,1186.61,1198.28,1175.63
2022.12.30,1189.86,1197.59,1173.13
2023.01.02,1211.42,1216.21,1184.76
2023.01.03,1203.47,1212.08,1196.73
2023.01.04,1244.70,1263.00,1201.99
2023.01.05,1243.75,1254.49,1234.05
2023.01.06,1257.81,1268.64,1227.08
2023.01.07,1256.31,1266.75,1252.81
2023.01.08,1261.69,1271.05,1249.13
2023.01.09,1310.32,1336.65,1260.07
2023.01.10,1330.46,1338.97,1306.52
2023.01.11,1334.37,1337.01,1312.79
2023.01.12,1417.21,1429.46,1331.61
2023.01.13,1446.04,1452.42,1392.15
2023.01.14,1529.59,1584.48,1433.17
2023.01.15,1542.92,1558.21,1507.09
2023.01.16,1569.92,1595.19,1512.15
2023.01.17,1571.32,1597.03,1531.20
2023.01.18,1519.03,1600.05,1492.46
2023.01.19,1535.54,1555.23,1497.80
2023.01.20,1627.10,1640.76,1532.47
2023.01.21,1652.82,1667.64,1633.05
2023.01.22,1618.44,1654.96,1594.30
2023.01.23,1622.11,1638.61,1576.78
2023.01.24,1589.46,1634.70,1580.78
2023.01.25,1608.90,1614.14,1505.53
2023.01.26,1593.44,1630.25,1565.28
2023.01.27,1590.16,1611.87,1543.08
2023.01.28,1558.22,1597.71,1547.55
2023.01.29,1633.26,1651.88,1552.07
2023.01.30,1547.40,1644.45,1522.82
2023.01.31,1567.84,1595.78,1536.55
2023.02.01,1625.10,1637.80,1546.55
2023.02.02,1627.56,1703.57,1624.64
2023.02.03,1648.04,1666.38,1617.08
2023.02.04,1670.01,1685.28,1635.66
2023.02.05,1612.75,1679.11,1600.77
2023.02.06,1628.44,1649.14,1599.62
2023.02.07,1657.76,1668.39,1596.37
2023.02.08,1643.08,1688.24,1621.07
2023.02.09,1533.51,1648.43,1516.47
2023.02.10,1498.57,1547.86,1482.92
2023.02.11,1527.39,1529.82,1498.53
2023.02.12,1504.27,1540.73,1501.52
2023.02.13,1479.09,1519.18,1455.56
2023.02.14,1549.11,1561.86,1476.18
2023.02.15,1658.21,1674.82,1535.73
2023.02.16,1675.06,1734.39,1655.95
2023.02.17,1685.38,1714.15,1623.34
2023.02.18,1679.85,1706.12,1672.75
2023.02.19,1678.23,1718.48,1659.13
2023.02.20,1692.70,1712.24,1643.22
2023.02.21,1634.27,1708.47,1628.72
2023.02.22,1611.71,1659.04,1588.64
2023.02.23,1636.87,1671.06,1610.35
2023.02.24,1594.87,1656.81,1568.60
2023.02.25,1567.20,1606.34,1551.36
2023.02.26,1635.06,1643.23,1564.38
2023.02.27,1619.70,1657.41,1600.76
2023.02.28,1598.17,1640.02,1590.02
2023.03.01,1649.50,1661.72,1587.98
2023.03.02,1632.90,1670.17,1611.52
2023.03.03,1552.27,1650.11,1529.99
2023.03.04,1549.96,1570.20,1539.78
2023.03.05,1565.01,1581.07,1546.52
2023.03.06,1559.29,1575.37,1547.85
2023.03.07,1543.26,1577.04,1528.67
2023.03.08,1545.45,1563.59,1533.88
2023.03.09,1429.28,1548.62,1404.82
2023.03.10,1422.95,1445.09,1367.03
2023.03.11,1476.19,1486.70,1414.09
2023.03.12,1554.70,1566.98,1456.89
2023.03.13,1669.99,1700.54,1532.71
2023.03.14,1703.08,1782.18,1660.59
2023.03.15,1649.69,1720.69,1611.66
2023.03.16,1657.10,1693.98,1634.94
2023.03.17,1742.77,1765.63,1657.16
2023.03.18,1793.74,1842.95,1749.47
2023.03.19,1797.06,1844.39,1753.74
2023.03.20,1759.99,1815.67,1740.34
2023.03.21,1798.62,1836.75,1721.43
2023.03.22,1735.60,1821.84,1712.85
2023.03.23,1818.76,1858.66,1715.63
2023.03.24,1748.09,1822.18,1725.15
2023.03.25,1729.94,1762.35,1712.62
2023.03.26,1759.37,1799.23,1727.02
2023.03.27,1706.23,1782.57,1684.56
2023.03.28,1772.66,1794.60,1699.74
2023.03.29,1800.73,1825.23,1759.45
2023.03.30,1793.17,1827.80,1761.03
2023.03.31,1812.09,1845.77,1777.75
2023.04.01,1811.36,1837.15,1803.63
2023.04.02,1783.61,1821.23,1766.29
2023.04.03,1778.09,1838.13,1760.93
2023.04.04,1876.23,1890.16,1772.69
2023.04.05,1904.03,1937.39,1857.52
2023.04.06,1860.75,1912.02,1851.22
2023.04.07,1851.32,1881.14,1838.36
2023.04.08,1852.91,1878.01,1846.16
2023.04.09,1854.91,1865.45,1819.23
2023.04.10,1883.99,1904.39,1845.16
2023.04.11,1891.56,1936.67,1880.27
2023.04.12,1906.73,1932.30,1851.71
2023.04.13,2006.17,2021.76,1898.55
2023.04.14,2104.65,2128.44,2003.59
2023.04.15,2086.60,2111.34,2071.36
2023.04.16,2121.04,2141.08,2072.21
2023.04.17,2074.90,2131.36,2055.79
2023.04.18,2092.14,2122.63,2051.50
2023.04.19,1978.69,2107.18,1962.84
2023.04.20,1936.43,1982.04,1914.80
2023.04.21,1836.00,1955.64,1823.58
2023.04.22,1867.85,1885.91,1835.78
2023.04.23,1847.31,1881.70,1836.70
2023.04.24,1838.41,1888.36,1805.38
2023.04.25,1858.84,1863.02,1801.42
2023.04.26,1864.75,1963.52,1785.32
2023.04.27,1918.26,1938.12,1847.28
2023.04.28,1895.82,1924.50,1874.76
2023.04.29,1902.94,1918.47,1884.81
2023.04.30,1892.26,1938.59,1879.13
2023.05.01,1806.61,1897.70,1806.22
2023.05.02,1869.53,1881.37,1805.19
2023.05.03,1873.07,1894.12,1842.22
2023.05.04,1877.59,1917.75,1867.23
2023.05.05,1988.31,2000.51,1870.09
2023.05.06,1897.19,2018.83,1863.07
2023.05.07,1919.42,1935.71,1887.67
2023.05.08,1840.44,1923.83,1811.21
2023.05.09,1848.36,1861.33,1830.82
2023.05.10,1857.69,1887.80,1790.93
2023.05.11,1795.27,1857.99,1772.01
2023.05.12,1787.85,1801.55,1739.03
2023.05.13,1802.93,1816.93,1786.21
2023.05.14,1798.50,1823.87,1790.19
2023.05.15,1825.32,1846.99,1785.43
2023.05.16,1820.52,1832.29,1796.00
2023.05.17,1825.56,1836.51,1783.67
2023.05.18,1795.57,1831.39,1770.73
2023.05.19,1811.47,1829.03,1795.82
2023.05.20,1816.22,1828.71,1804.41
2023.05.21,1804.94,1828.83,1801.77
2023.05.22,1817.27,1827.71,1791.47
2023.05.23,1853.27,1872.72,1814.97
2023.05.24,1803.37,1856.69,1775.93
2023.05.25,1809.00,1816.98,1760.89
2023.05.26,1834.23,1838.14,1795.73
2023.05.27,1827.31,1835.78,1812.29
2023.05.28,1852.89,1859.39,1823.05
2023.05.29,1892.32,1927.47,1852.98
2023.05.30,1903.15,1916.76,1880.82
2023.05.31,1865.07,1914.14,1846.28
2023.06.01,1868.73,1888.40,1839.24
2023.06.02,1903.97,1910.76,1846.58
2023.06.03,1887.72,1908.15,1881.81
2023.06.04,1903.98,1913.87,1881.19
2023.06.05,1804.43,1912.49,1777.84
2023.06.06,1875.83,1898.11,1792.94
2023.06.07,1840.63,1897.01,1832.27
2023.06.08,1852.11,1860.79,1820.13
2023.06.09,1835.70,1854.49,1826.29
2023.06.10,1742.67,1844.16,1716.04
2023.06.11,1769.63,1777.42,1738.17
2023.06.12,1738.15,1771.36,1719.54
2023.06.13,1737.32,1764.52,1723.16
2023.06.14,1637.05,1748.83,1629.51
2023.06.15,1667.60,1669.90,1620.55
2023.06.16,1725.30,1727.07,1646.98
2023.06.17,1727.18,1767.09,1712.27
2023.06.18,1728.95,1746.46,1718.91
2023.06.19,1729.15,1749.51,1699.04
2023.06.20,1784.29,1790.96,1713.34
2023.06.21,1878.94,1899.35,1773.72
2023.06.22,1887.27,1932.15,1865.61
2023.06.23,1905.61,1935.91,1861.60
2023.06.24,1877.22,1898.66,1867.35
2023.06.25,1893.84,1929.46,1864.81
2023.06.26,1850.73,1908.40,1836.90
2023.06.27,1892.31,1911.66,1846.62
2023.06.28,1830.23,1896.89,1816.08
2023.06.29,1848.13,1878.67,1824.58
2023.06.30,1925.82,1945.50,1824.12
2023.07.01,1921.68,1943.76,1908.22
2023.07.02,1917.83,1927.71,1886.08
2023.07.03,1957.73,1975.79,1913.60
2023.07.04,1941.76,1966.36,1930.76
2023.07.05,1910.11,1942.30,1894.00
2023.07.06,1882.57,1957.60,1864.58
2023.07.07,1864.59,1886.22,1826.28
2023.07.08,1847.70,1872.82,1842.06
2023.07.09,1868.14,1878.88,1845.37
2023.07.10,1891.43,1905.62,1846.30
2023.07.11,1873.04,1893.76,1861.62
2023.07.12,1872.23,1901.22,1865.94
2023.07.13,1984.78,2013.72,1861.91
2023.07.14,1914.41,2029.83,1898.35
2023.07.15,1931.20,1943.22,1923.86
2023.07.16,1928.76,1943.60,1914.50
2023.07.17,1889.27,1937.80,1873.28
2023.07.18,1893.74,1920.12,1876.26
2023.07.19,1896.99,1921.52,1892.22
2023.07.20,1887.09,1928.28,1876.96
2023.07.21,1893.85,1904.66,1883.48
2023.07.22,1886.88,1897.20,1881.46
2023.07.23,1892.03,1904.00,1851.82
2023.07.24,1849.39,1893.01,1832.46
2023.07.25,1861.27,1867.44,1844.34
2023.07.26,1879.19,1887.30,1847.65
2023.07.27,1857.54,1885.70,1854.28
2023.07.28,1875.32,1882.14,1853.86
2023.07.29,1882.95,1885.88,1869.14
2023.07.30,1864.71,1884.98,1849.06
2023.07.31,1852.20,1876.42,1850.92
2023.08.01,1848.45,1863.92,1812.90
2023.08.02,1840.41,1878.28,1819.56
2023.08.03,1841.84,1856.84,1823.26
2023.08.04,1818.68,1849.28,1812.40
2023.08.05,1831.79,1836.36,1823.52
2023.08.06,1829.03,1836.66,1823.76
2023.08.07,1823.61,1843.28,1799.60
2023.08.08,1861.95,1870.52,1822.08
2023.08.09,1850.60,1875.04,1844.31
2023.08.10,1847.83,1863.80,1843.82
2023.08.11,1843.15,1855.02,1836.51
2023.08.12,1845.59,1852.00,1842.46
2023.08.13,1852.71,1859.98,1844.08
2023.08.14,1842.27,1853.72,1832.82
2023.08.15,1826.92,1845.18,1811.91
2023.08.16,1807.18,1829.18,1795.46
2023.08.17,1715.74,1812.94,1705.56
2023.08.18,1655.51,1719.68,1548.12
2023.08.19,1669.55,1695.48,1653.28
2023.08.20,1687.77,1694.00,1661.08
2023.08.21,1670.79,1689.22,1648.87
2023.08.22,1629.37,1675.07,1618.22
2023.08.23,1683.22,1699.79,1580.68
2023.08.24,1648.23,1684.94,1634.60
2023.08.25,1648.45,1674.53,1633.73
2023.08.26,1645.60,1653.94,1642.44
2023.08.27,1653.09,1658.92,1644.04
2023.08.28,1644.66,1661.69,1621.43
2023.08.29,1725.12,1745.54,1638.62
2023.08.30,1702.57,1734.58,1695.06
2023.08.31,1647.61,1726.64,1643.26
2023.09.01,1626.53,1653.71,1601.66
2023.09.02,1632.62,1644.06,1624.78
2023.09.03,1639.98,1642.50,1624.42
2023.09.04,1626.68,1644.88,1618.17
2023.09.05,1628.36,1646.02,1608.77
2023.09.06,1626.71,1668.12,1608.52
2023.09.07,1637.17,1640.94,1622.15
2023.09.08,1635.75,1658.02,1615.50
2023.09.09,1632.39,1638.34,1628.84
2023.09.10,1617.94,1636.40,1597.74
2023.09.11,1540.36,1627.12,1530.53
2023.09.12,1597.77,1623.92,1537.64
2023.09.13,1602.89,1618.09,1581.08
2023.09.14,1627.41,1643.82,1602.56
2023.09.15,1621.94,1635.63,1610.88
2023.09.16,1634.24,1653.27,1630.48
2023.09.17,1616.72,1637.82,1613.88
2023.09.18,1636.68,1669.06,1604.83
2023.09.19,1641.99,1660.63,1626.45
2023.09.20,1623.78,1649.26,1604.24
2023.09.21,1587.07,1629.36,1567.27
2023.09.22,1590.80,1602.02,1576.62
2023.09.23,1592.67,1597.56,1587.26
2023.09.24,1589.78,1600.74,1577.94
2023.09.25,1585.16,1596.62,1562.85
2023.09.26,1585.32,1598.04,1578.11
2023.09.27,1593.04,1632.53,1578.91
2023.09.28,1655.60,1667.85,1586.16
2023.09.29,1667.02,1687.71,1643.35
2023.09.30,1679.46,1694.22,1664.40
2023.10.01,1673.47,1691.66,1667.15
2023.10.02,1664.61,1752.47,1644.46
2023.10.03,1656.04,1670.13,1636.94
2023.10.04,1640.90,1659.75,1624.16
2023.10.05,1616.07,1654.11,1606.22
2023.10.06,1646.16,1654.72,1609.01
2023.10.07,1633.11,1655.50,1630.62
2023.10.08,1636.17,1641.82,1617.04
2023.10.09,1575.63,1638.72,1546.80
2023.10.10,1558.99,1594.54,1551.06
2023.10.11,1562.80,1578.02,1545.32
2023.10.12,1535.16,1568.70,1520.30
2023.10.13,1558.21,1562.31,1528.61
2023.10.14,1554.58,1562.10,1544.38
2023.10.15,1563.75,1566.04,1548.02
2023.10.16,1587.33,1639.56,1552.48
2023.10.17,1559.46,1604.70,1552.32
2023.10.18,1561.14,1585.62,1553.05
2023.10.19,1566.42,1574.81,1541.68
2023.10.20,1602.56,1630.78,1559.37
2023.10.21,1629.49,1643.75,1592.40
2023.10.22,1640.11,1647.39,1621.56
2023.10.23,1708.27,1723.39,1633.98
2023.10.24,1770.69,1854.05,1701.13
2023.10.25,1786.89,1816.86,1744.04
2023.10.26,1797.55,1865.77,1762.50
2023.10.27,1780.41,1811.08,1744.23
2023.10.28,1778.54,1795.15,1774.74
2023.10.29,1797.03,1807.08,1762.65
2023.10.30,1800.78,1829.92,1778.03
2023.10.31,1813.42,1819.58,1781.64
2023.11.01,1855.05,1855.93,1783.12
2023.11.02,1804.03,1874.98,1784.94
2023.11.03,1827.94,1832.42,1777.10
2023.11.04,1843.02,1847.78,1824.20
2023.11.05,1869.01,1913.57,1843.08
2023.11.06,1891.69,1914.86,1867.88
2023.11.07,1892.38,1907.32,1850.23
2023.11.08,1886.81,1904.54,1873.35
2023.11.09,2058.12,2087.26,1882.53
2023.11.10,2091.63,2136.11,2056.50
2023.11.11,2045.45,2093.28,2030.04
2023.11.12,2059.44,2067.48,2012.88
2023.11.13,2059.53,2118.42,2030.24
2023.11.14,1980.96,2071.00,1934.09
2023.11.15,2046.61,2062.73,1967.70
2023.11.16,1955.03,2091.60,1939.46
2023.11.17,1946.04,1991.18,1906.97
2023.11.18,1960.40,1971.87,1918.07
2023.11.19,1983.01,1988.06,1944.05
2023.11.20,2025.20,2067.02,1976.48
2023.11.21,1985.40,2035.81,1951.68
2023.11.22,2080.77,2091.65,1929.73
2023.11.23,2067.87,2088.18,2039.85
2023.11.24,2087.00,2133.36,2058.82
2023.11.25,2083.56,2090.90,2067.82
2023.11.26,2073.54,2094.44,2036.86
2023.11.27,2014.75,2081.54,1985.71
2023.11.28,2054.07,2075.68,1995.10
2023.11.29,2028.28,2075.34,2019.92
2023.11.30,2045.38,2052.45,2021.22
2023.12.01,2090.66,2111.03,2040.70
2023.12.02,2168.81,2186.51,2083.15
2023.12.03,2183.35,2184.80,2149.75
2023.12.04,2233.93,2274.84,2181.90
2023.12.05,2272.49,2309.28,2188.71
