"ea","symbol","full_pf","full_trades","full_net","full_dd_pct","note"
"Dark Mimas","EURUSD",0.45,1404.0,-9540.3,96.38,
"Dark Mimas","USDJPY",,0.0,0.0,0.0,
"Dark Venus","EURUSD",2.26,1831.0,2863.37,17.25,
"Dark Venus","USDJPY",,0.0,0.0,0.0,
"RSI from pips_EA","EURUSD",2.32,1591.0,3181.85,7.6,
"Yetti3_Mod2_newsWorking","EURUSD",1.32,12948.0,3019.69,23.26,
"Yetti3_Mod2_newsWorking","USDJPY",,0.0,0.0,0.0,
