"ea","symbol","full_pf","full_trades","full_net","full_dd_pct","note"
"Z61","EURUSD",1.59,4412.0,4029.43,35.95,BWD
"Z61","USDJPY",,0.0,0.0,0.0,BWD
"Oracle EA","EURUSD",1.43,1333.0,5775.6,39.0,MODEL0
"EAForexTH_MultiHedge_1.0","EURUSD",1.29,895.0,616.19,20.51,MODEL0
"EAForexTH_Scalper_S3_1.0","EURUSD",10.0,2302.0,74586.68,4.44,MODEL0-ARTIFACT-TEST
"UnNomGuaiV1.132","EURUSD",1.77,329.0,624.21,4.77,MODEL0-FWD
