"ea","symbol","full_pf","full_trades","full_net","full_dd_pct","note"
"UnNomGuaiV1.132","EURUSD",1.63,3645.0,6472.39,19.33,MODEL0
"Yetti3+NewsSherry","EURUSD",0.97,9277.0,-310.59,27.65,SPREAD30
"EAForexTH_MultiHedge_1.0","EURUSD",1.61,850.0,1083.19,20.5,SPREAD30
"Oracle EA","EURUSD",1.69,1035.0,7862.69,26.67,SPREAD30
"EAForexTH_Scalper_S3_1.0","EURUSD",,0.0,0.0,0.0,SPREAD30
"Expert","EURUSD",0.59,735.0,-9913.82,99.24,SPREAD30
"TradePad_Current_Timeframe","EURUSD",0.9,5208.0,-795.59,9.83,RETRY1800
"VisualMartiEA","EURUSD",,,,,NO_REPORTRETRY1800
