time,profit
2020.01.02 19:16:52,-3.54
2020.02.04 16:03:32,8.88
2020.03.02 03:02:53,-18.85
2020.04.14 15:24:56,19.4
2020.04.28 12:19:00,-8.97
2020.05.27 16:13:25,15.84
2020.06.01 07:16:49,11.26
2020.08.04 22:37:32,17.0
2020.08.06 18:24:50,-9.35
2020.09.01 17:00:33,-9.91
2020.09.18 03:06:45,-10.95
2020.09.21 16:22:59,14.51
2020.11.13 17:12:13,-6.33
2020.11.27 18:31:35,-8.52
2020.12.09 13:41:34,-10.27
2020.12.17 15:40:49,15.47
2020.12.28 07:40:12,-8.24
2021.01.04 10:21:54,16.88
2021.01.08 16:45:03,17.74
2021.01.18 01:35:44,21.86
2021.02.16 17:14:31,-8.59
2021.06.16 23:42:58,20.0
2021.06.29 15:13:25,-4.61
2021.10.08 16:45:57,-5.79
2021.11.09 19:57:31,16.69
2022.01.18 14:49:10,-3.97
2022.02.08 09:35:41,-4.82
2022.02.22 10:32:49,-7.15
2022.03.08 10:19:07,-12.81
2022.05.24 17:16:03,-6.43
2022.06.10 15:32:22,8.66
2022.07.01 14:38:55,14.67
2022.07.21 13:43:04,13.63
2022.08.17 21:34:02,-6.89
2022.11.10 17:09:00,15.36
2022.12.01 16:05:39,18.64
2023.01.03 17:34:03,-8.22
2023.01.31 10:32:53,9.65
2023.02.02 16:02:47,-10.58
2023.05.04 05:34:23,-14.76
2023.05.30 09:53:06,-4.47
2023.06.21 02:03:13,-7.27
2023.08.17 09:59:43,-5.09
2023.10.11 12:07:42,20.72
2023.10.20 17:06:18,17.14
2023.10.26 15:30:09,-8.88
2023.10.30 01:22:54,-8.77
2023.11.28 19:14:12,11.5
2023.12.04 01:16:38,20.17
2023.12.11 09:56:22,14.9
2023.12.14 01:59:27,18.62
2024.01.30 13:27:40,-7.07
2024.02.22 10:07:46,15.69
2024.02.22 11:33:13,-4.2
2024.02.26 02:30:56,-6.62
2024.03.06 17:04:39,-7.2
2024.03.21 01:16:12,17.41
2024.04.12 16:42:45,28.7
2024.04.26 16:45:06,-7.03
2024.05.10 04:17:58,20.64
2024.06.12 16:38:09,-7.55
2024.06.26 16:45:08,18.19
2024.08.02 16:16:09,-11.3
2024.09.26 16:11:46,-7.05
2024.10.21 02:40:34,20.02
2024.11.06 16:32:05,43.43
2024.12.31 09:45:28,-11.62
2025.01.27 03:41:34,-10.22
2025.01.30 15:02:21,13.92
2025.02.10 15:20:23,22.1
2025.02.20 14:24:36,-9.4
2025.04.01 05:47:30,30.98
2025.04.16 09:35:28,29.61
2025.05.05 05:50:08,-26.03
2025.06.19 12:24:03,-15.0
2025.08.04 16:13:50,31.52
2025.08.18 02:17:29,33.99
2025.09.05 17:29:22,-15.36
2025.09.17 11:01:35,-14.66
2025.10.08 08:23:51,37.94
2025.10.16 05:55:27,55.16
2025.11.13 10:10:01,48.22
2025.11.28 07:09:10,-12.94
2025.12.31 08:50:41,-36.04
2026.01.20 16:28:44,34.95
2026.02.10 01:10:11,-47.41
2026.02.11 14:41:20,-33.35
2026.03.12 01:56:26,-46.11
2026.03.13 17:56:36,64.34
2026.03.18 23:28:24,68.27
2026.04.08 17:31:17,-60.01
2026.04.13 03:59:32,-40.13
2026.04.17 23:05:19,-31.66
2026.05.27 15:22:01,-29.35
2026.06.10 04:52:17,68.02
2026.06.17 21:00:06,-26.01
