<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.08.31	1556.92	1618.17	1515.71	1568.89	110037	0	250
2022.09.01	1568.88	1584.35	1512.20	1579.03	98154	0	248
2022.09.02	1579.03	1647.40	1545.25	1567.53	95203	0	250
2022.09.03	1578.44	1585.14	1533.02	1551.47	63770	0	250
2022.09.04	1551.47	1581.40	1539.39	1569.70	61678	0	250
2022.09.05	1569.35	1609.05	1556.16	1596.44	73351	0	250
2022.09.06	1596.46	1685.14	1553.60	1579.35	93851	0	250
2022.09.07	1579.31	1652.88	1489.10	1638.50	86812	0	231
2022.09.08	1638.72	1660.70	1593.60	1643.69	97692	0	250
2022.09.09	1643.69	1744.90	1625.08	1720.07	92102	0	250
2022.09.10	1713.22	1745.02	1705.85	1733.37	65336	0	250
2022.09.11	1733.36	1788.53	1732.92	1758.21	68461	0	250
2022.09.12	1758.24	1782.75	1692.46	1723.02	94222	0	250
2022.09.13	1722.75	1758.67	1566.19	1602.23	98465	0	250
2022.09.14	1602.18	1614.24	1544.57	1590.54	97289	0	250
2022.09.15	1591.09	1652.42	1455.96	1502.19	103308	0	250
2022.09.16	1502.19	1502.40	1404.41	1435.84	94763	0	250
2022.09.17	1438.00	1474.42	1406.72	1460.53	65703	0	250
2022.09.18	1460.53	1471.89	1364.51	1370.03	80884	0	250
2022.09.19	1370.03	1370.59	1278.89	1355.39	105921	0	250
2022.09.20	1355.82	1392.28	1328.04	1341.58	97294	0	250
2022.09.21	1341.64	1405.44	1304.45	1313.36	96917	0	250
2022.09.22	1313.33	1335.43	1218.55	1323.24	108128	0	237
2022.09.23	1323.14	1358.21	1260.69	1299.34	108837	0	235
2022.09.24	1324.68	1348.55	1310.10	1341.29	81010	0	150
2022.09.25	1341.28	1341.96	1279.50	1291.81	92253	0	150
2022.09.26	1291.67	1339.64	1268.63	1324.13	90239	0	150
2022.09.27	1324.13	1399.54	1303.01	1324.05	77456	0	150
2022.09.28	1324.10	1354.65	1253.05	1349.73	86398	0	150
2022.09.29	1349.74	1354.45	1287.77	1337.26	75407	0	150
2022.09.30	1337.27	1372.82	1314.22	1330.95	66278	0	150
2022.10.01	1322.43	1333.13	1302.03	1308.66	27050	0	150
2022.10.02	1308.71	1317.15	1285.54	1301.89	30966	0	150
2022.10.03	1301.91	1328.81	1261.72	1322.86	53334	0	150
2022.10.04	1322.86	1368.92	1314.52	1361.12	53245	0	150
2022.10.05	1361.12	1367.16	1315.90	1344.69	49661	0	150
2022.10.06	1344.69	1383.32	1344.60	1363.27	61194	0	150
2022.10.07	1363.23	1363.39	1316.86	1330.72	49612	0	150
2022.10.08	1332.86	1337.14	1317.21	1324.60	22710	0	150
2022.10.09	1324.60	1328.30	1302.88	1320.44	26612	0	150
2022.10.10	1320.40	1337.53	1295.84	1306.46	46237	0	150
2022.10.11	1306.46	1309.12	1265.82	1280.98	53603	0	150
2022.10.12	1280.98	1305.88	1272.93	1298.26	44655	0	150
2022.10.13	1298.27	1302.37	1191.59	1292.96	54314	0	150
2022.10.14	1292.95	1342.72	1282.58	1300.24	70334	0	150
2022.10.15	1291.25	1300.94	1276.21	1280.23	22234	0	150
2022.10.16	1280.21	1314.41	1262.94	1309.47	23981	0	150
2022.10.17	1309.49	1337.04	1290.03	1329.36	24194	0	150
2022.10.18	1329.36	1341.02	1285.70	1313.69	25576	0	150
2022.10.19	1313.76	1315.34	1286.71	1293.95	54065	0	150
2022.10.20	1293.58	1310.10	1270.74	1281.54	46368	0	150
2022.10.21	1281.70	1306.44	1252.87	1302.00	31862	0	150
2022.10.22	1298.32	1319.40	1293.83	1315.39	8637	0	150
2022.10.23	1315.43	1335.75	1298.25	1329.63	9550	0	150
2022.10.24	1329.93	1370.24	1323.48	1350.05	19923	0	150
2022.10.25	1350.05	1525.75	1334.18	1473.19	50017	0	150
2022.10.26	1473.19	1594.33	1446.20	1552.98	71604	0	150
2022.10.27	1552.97	1584.24	1506.88	1526.78	75364	0	150
2022.10.28	1526.71	1573.31	1481.34	1559.34	72705	0	150
2022.10.29	1555.55	1664.01	1547.28	1626.18	55457	0	150
2022.10.30	1626.18	1639.84	1576.05	1594.37	55822	0	150
2022.10.31	1594.39	1634.91	1545.08	1563.82	72379	0	150
2022.11.01	1563.71	1611.36	1549.46	1574.85	71104	0	150
2022.11.02	1574.85	1620.60	1501.68	1510.28	68800	0	150
2022.11.03	1510.36	1557.87	1501.17	1539.80	63147	0	150
2022.11.04	1539.79	1677.15	1523.15	1644.89	68093	0	150
2022.11.05	1647.50	1666.15	1622.26	1631.80	36912	0	150
2022.11.06	1631.88	1638.00	1602.22	1602.93	41747	0	150
2022.11.07	1602.54	1607.66	1545.09	1574.88	68331	0	150
2022.11.08	1574.90	1576.51	1211.27	1332.61	89751	0	150
2022.11.09	1332.66	1340.48	1043.66	1046.96	106362	0	150
2022.11.10	1046.95	1344.69	1014.96	1319.54	160884	0	150
2022.11.11	1317.64	1323.40	1197.48	1263.35	222493	0	640
2022.11.12	1215.07	1286.14	1171.50	1233.55	62954	0	150
2022.11.13	1232.87	1244.25	1178.15	1192.55	59363	0	4500
2022.11.14	1192.45	1276.13	1148.20	1213.82	183008	0	2500
2022.11.15	1212.29	1281.24	1200.38	1236.81	120679	0	1756
2022.11.16	1236.77	1258.19	1177.19	1197.42	67206	0	450
2022.11.17	1197.41	1218.53	1172.96	1197.20	60326	0	450
2022.11.18	1197.34	1224.13	1186.65	1199.11	45547	0	450
2022.11.19	1199.88	1209.70	1187.65	1201.67	17867	0	402
2022.11.20	1201.76	1223.25	1124.26	1133.57	36133	0	405
2022.11.21	1133.83	1144.71	1070.64	1086.08	82774	0	450
2022.11.22	1085.80	1132.96	1065.38	1121.30	80213	0	450
2022.11.23	1121.32	1179.44	1116.38	1159.88	76772	0	450
2022.11.24	1159.80	1207.56	1158.66	1186.96	65176	0	450
2022.11.25	1186.96	1200.53	1162.27	1190.22	56933	0	450
2022.11.26	1190.13	1224.20	1186.66	1200.77	44229	0	450
2022.11.27	1200.73	1216.39	1187.05	1206.15	41992	0	409
2022.11.28	1206.14	1208.24	1142.24	1163.73	62129	0	450
2022.11.29	1163.71	1218.42	1149.85	1210.16	59750	0	450
2022.11.30	1210.33	1290.74	1203.16	1288.01	61742	0	450
2022.12.01	1287.97	1301.29	1253.88	1267.51	57024	0	450
2022.12.02	1267.19	1288.55	1256.71	1282.16	51068	0	450
2022.12.03	1281.71	1296.69	1245.18	1252.35	45082	0	450
2022.12.04	1252.36	1274.22	1227.60	1267.80	57464	0	450
2022.12.05	1267.71	1300.99	1238.59	1251.12	64410	0	450
2022.12.06	1251.22	1262.94	1234.00	1247.64	45305	0	450
2022.12.07	1247.60	1270.05	1210.63	1224.41	46612	0	450
2022.12.08	1224.40	1284.82	1213.96	1270.16	47217	0	450
2022.12.09	1269.96	1286.94	1247.82	1251.55	48260	0	450
2022.12.10	1255.61	1275.53	1251.22	1259.03	24913	0	450
2022.12.11	1259.53	1276.02	1253.33	1256.67	28965	0	450
2022.12.12	1256.67	1271.07	1232.19	1267.00	41046	0	450
2022.12.13	1267.00	1338.07	1247.55	1311.20	54915	0	450
2022.12.14	1311.01	1343.68	1292.34	1302.54	51610	0	450
2022.12.15	1302.48	1306.84	1251.91	1256.37	50594	0	450
2022.12.16	1256.37	1271.58	1175.30	1187.40	64352	0	450
2022.12.17	1171.14	1178.81	1147.71	1171.07	40535	0	450
2022.12.18	1171.00	1189.56	1164.54	1175.03	36743	0	450
2022.12.19	1175.03	1187.61	1157.26	1168.05	49546	0	450
2022.12.20	1168.06	1225.03	1142.62	1208.36	56231	0	450
2022.12.21	1208.36	1214.97	1195.43	1204.06	44524	0	450
2022.12.22	1204.30	1229.38	1175.36	1206.85	45833	0	450
2022.12.23	1206.85	1223.53	1203.55	1213.80	40632	0	450
2022.12.26	1210.94	1218.71	1203.48	1208.82	25619	0	450
2022.12.27	1208.84	1229.87	1192.48	1203.44	35786	0	450
2022.12.28	1203.43	1208.62	1171.81	1179.21	39506	0	450
2022.12.29	1179.25	1198.28	1175.63	1186.61	35189	0	450
2022.12.30	1186.86	1197.59	1173.13	1189.86	35528	0	450
