time,profit
2024.01.05 18:59:58,-7.09
2024.05.13 18:59:58,-12.87
2024.05.16 15:59:58,-13.90
2024.06.21 16:59:58,-9.67
2024.07.04 09:59:58,-10.21
2024.07.17 19:59:58,-13.01
2024.11.19 15:59:58,-9.43
2024.11.22 04:59:58,30.38
2025.02.24 16:59:58,-12.28
2025.03.31 07:59:58,38.80
2025.04.16 10:59:58,46.27
2025.04.22 05:59:58,82.27
2025.09.01 04:59:58,29.36
2025.09.05 15:59:58,55.51
2025.10.09 19:59:58,-21.14
2026.02.23 17:59:58,124.36
