"family_name","copies","representative_path","size_kb","mechanism_keywords","uses_iCustom","rough_family","already_known"
"darkgoldfull","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-08\Dark_Gold_Full\Dark_Gold_Full.mq5","30.2","ATR;grid;martingale;trailing","y","grid-martingale","n"
"joboteainsidebarbreakout","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week5\(Jobot) EA Inside Bar Break Out .mq5","205.5","breakout;martingale","y","grid-martingale","n"
"jobotelliottwavezoneaaa","3","D:\Forex\10_EA_PROJECTS\1. review EA\0. Not work\(Jobot) Elliott Wave 5 Zone v1 AAA.mq5","492.2","martingale","y","grid-martingale","n"
"sitheaemarecovery","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(Sith-EA) 3EMA Recovery V2.1.mq5","394.8","martingale","y","grid-martingale","y"
"jobottradefollowmt","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week10\(Jobot) Copy Trade Follow MT5.mq5","375","grid","y","grid-martingale","n"
"ohcombinegridhihhandlow","3","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\(oh) combine grid HihhAndLow v02.mq5","351.3","grid","y","grid-martingale","n"
"jobotfxdifferentialmartingale","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) FX Differential Martingale.mq5","469.4","martingale","y","grid-martingale","n"
"ohpartialarbitageaddonlossingvf","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(oh)  Partial Arbitage add on lossing V03F.mq5","459","martingale","y","grid-martingale","y"
"jobotccicurrenciesstrengthhedging","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week9\(Jobot) CCI Currencies Strength Hedging .mq5","683.8","CCI;martingale;hedge;news","y","grid-martingale","n"
"evotradehftsetcalf","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Evotrade HFT  S.E.T. calf.mq5","288.7","martingale","y","grid-martingale","y"
"jobotplotarbitrage","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week6\(Jobot) Plot Arbitrage.mq5","169.8","grid;arbitrage","y","grid-martingale","n"
"jobotautotrendlinebreakandretrace","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week8\(Jobot) Auto Trend Line Break and retrace.mq5","273.7","SAR;martingale","y","grid-martingale","n"
"jobotpriceactiontrendlinefiboorderv","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(Jobot) Price Action - Trend Line -Fibo -Order v.2.mq5","596.9","martingale","n","grid-martingale","n"
"marketprofile","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Free Indicators\MarketProfile.mq5","8.6","martingale","n","grid-martingale","y"
"jobotcalarbitragefiboseries","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week6\(Jobot) Cal 3 Arbitrage Fibo Series v3.mq5","347.6","martingale;arbitrage","y","grid-martingale","n"
"jobotarbitragegame","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week6\(Jobot) Arbitrage Game.mq5","355.5","martingale;arbitrage","y","grid-martingale","n"
"goldrobotscalping","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Gold Robot Scalping (1).mq5","256.1","grid;martingale;scalp","y","grid-martingale","y"
"jobotmastergridatraccumulativedeductionb","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\jobot EA\(Jobot) Master GRID ATR Accumulative Deduction -B (1).mq5","426.1","ATR;grid","n","grid-martingale","y"
"spidergtevomt","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Spider GT. EVO MT5.mq5","266","martingale","y","grid-martingale","y"
"jobotelliottwavemultiplestimeframetrading","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\Elliot wave\(Jobot) Elliott Wave Multiples Time Frame Trading.mq5","316.7","martingale","n","grid-martingale","n"
"joboteachsymboldrawdown","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week10\(Jobot) Each Symbol Drawdown.mq5","218","martingale","y","grid-martingale","n"
"bossgridhorizontallinetrailingbyfiborevconfiglottfhedging","3","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\.Boss mt4 to mt5\(Boss) Grid Horizontal Line Trailing by Fibo rev 4(Config lot ,TF , Hedging).mq5","523.4","grid;hedge","n","grid-martingale","n"
"exbestmartingalestategyandtrailingstop","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\EX21 - Best Martingale Stategy and Trailing Stop.mq5","327.9","martingale;trailing","y","grid-martingale","y"
"jobotoilcorrelationstorsi","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) OIL Correlation STO + RSI.mq5","232.4","RSI;martingale","y","grid-martingale","n"
"v","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\143v12.mq5","384.8","grid;scalp","y","grid-martingale","y"
"keltnerchannel","3","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Indicators\Free Indicators\Keltner Channel.mq5","9.6","iMA;ATR;martingale","n","grid-martingale","y"
"jobotplotcorrelationccidif","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) Plot Correlation CCI DIF.mq5","151.9","CCI;grid","y","grid-martingale","n"
"ท่าไม้ตาย  v5.mq5","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\ท่าไม้ตาย  V5.mq5","286.8","grid","y","grid-martingale","y"
"pumlotvexpmt","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2024-06\New folder\PumLot V.1.1 exp mt5.mq5","289.1","martingale","y","grid-martingale","n"
"eabbmacdv","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\EA -BB MACD V.2.mq5","411.4","MACD;ADX;ATR;grid;martingale","y","grid-martingale","y"
"ycpzigzagvsema","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2024-06\New folder\ycp zigzag vs ema  v04.mq5","227.9","martingale;trailing","y","grid-martingale","n"
"alittlebitcomp","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\A Little Bit V4 Comp.mq5","290.2","martingale","y","grid-martingale","y"
"ohmartingalekeeplasttradeadxva","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\oh Martingale Keep Last Trade ADX v05A.mq5","470.4","ADX;martingale","y","grid-martingale","y"
"mtmultitimeframeemasto","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\MT5 Multi Timeframe EMA STO V5.mq5","266.1","iMA;Stochastic;martingale","y","grid-martingale","y"
"jobotarbitagepairssumlot","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week6\(Jobot) Arbitage 3 Pairs SumLot.mq5","235.1","martingale","y","grid-martingale","n"
"jobotcorrelationrsigrid","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) Correlation RSI  Grid (1).mq5","447.4","RSI;grid","n","grid-martingale","n"
"hedgemodifypips","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Hedge Modify PIPS.mq5","298.4","martingale;hedge","y","grid-martingale","y"
"popabc","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(POP)ABC-003.mq5","760.6","martingale","y","grid-martingale","y"
"oilcorrelationstorsiea","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Oil  Correlation STO + RSI EA.mq5","231.3","RSI;martingale","y","grid-martingale","y"
"hedgingrebalancexaum","3","D:\Forex\20_Selected EA\Advisors\Hedging Rebalance [XauM1 30,000-0.01]20250630.mq5","384.9","martingale;hedge","y","grid-martingale","y"
"rhymerangebreakoutpending","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(Rhyme) Range Breakout-Pending.mq5","251","breakout;grid;martingale","y","grid-martingale","y"
"jobotarbitagepairspartialimbalance","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week6\(Jobot) Arbitage 3 Pairs Partial Imbalance.mq5","216.6","martingale","y","grid-martingale","n"
"marketprofilecanvas","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Free Indicators\MarketProfile Canvas.mq5","19","martingale","n","grid-martingale","y"
"jobotbasiccorrelationindicatorsea","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) Basic Correlation Indicators EA.mq5","234.9","martingale","y","grid-martingale","n"
"exgoldrobotscalpingpendingorderstrategy","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\EX98 - Gold Robot Scalping V9 [Pending Order Strategy].mq5","249.4","grid;martingale;scalp","y","grid-martingale","y"
"jobotcalarbitrage","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week6\(Jobot) Cal 3 Arbitrage .mq5","344.1","martingale;arbitrage","y","grid-martingale","n"
"powbanker","3","D:\Forex\10_EA_PROJECTS\2. wait for test\wait for test\0 - MQ5\POW BANKER mql5\POW BANKER.mq5","58.7","MACD;RSI;ADX;ATR;WPR;martingale;hedge;news;trailing","n","grid-martingale","n"
"exgoldrobotscalpingbasic","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\EX74 Gold Robot Scalping(Basic).mq5","369.1","grid;martingale;scalp","n","grid-martingale","y"
"finlande","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Finland5E1.mq5","629.1","martingale","y","grid-martingale","y"
"bossgridhorizontallinetrailingrevfiborevconfiglottfhedging","3","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Grid Horizontal Line Trailing Fibo\Old\(Boss) Grid Horizontal Line Trailing rev Fibo rev 4(config lot+TF+hedging).mq5","392.3","grid;martingale;hedge","y","grid-martingale","n"
"goldlotrebate","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Gold Lot Rebate  .mq5","355.1","martingale","y","grid-martingale","y"
"bma","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\BMA 5   27.5.68.mq5","278.6","ATR;martingale","y","grid-martingale","n"
"flukeaigenworkshop","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+01\[fluke] AI gen Workshop3.mq5","220.7","martingale","y","grid-martingale","n"
"johworkshop","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+01\(Joh)Workshop1 v3.mq5","235.3","martingale","y","grid-martingale","n"
"aigenmartingaletemplate","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop4\ea\[AIGen] Martingale Template.mq5","286.7","grid;martingale","y","grid-martingale","n"
"ebyaro","2","D:\Forex\10_EA_PROJECTS\1. review EA\2. More test and adapt\143 E4.7.3 By ARO.mq5","441.6","grid","y","grid-martingale","n"
"ohmastergridatraccumulativedeductionb","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh) Master GRID ATR Accumulative Deduction -B V23.mq5","415.7","ATR;grid","y","grid-martingale","n"
"fastshotarbitrage","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\43.Fast Shot Arbitrage 6.6.68.mq5","717.5","ATR;martingale;arbitrage","y","grid-martingale","n"
"tkbasicrsi","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+02\TK - Basic RSI .mq5","203.9","RSI;martingale","y","grid-martingale","n"
"aigenworkshoppure","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\AI gen Workshop1 (Pure).mq5","321.6","martingale","y","grid-martingale","n"
"aigenvzobev","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop4\ea\009 - VZO BEV\[AIGen] VZO BEV V1.0.mq5","385.7","grid","y","grid-martingale","y"
"ohgrid","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh) grid v05.mq5","312.5","grid;martingale","y","grid-martingale","n"
"bktemascalping","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\BKT EMA Scalping V888.mq5","389.1","grid;hedge;scalp","y","grid-martingale","n"
"niyombotbgolddengmtlm","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\(Niyombot) B2 Gold Deng M15 TLM.mq5","299.3","MACD;martingale","y","grid-martingale","n"
"aigenhursttrendstrategy","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop4\ea\001 - Hurst Trend Strategy\[AIGen] Hurst Trend Strategy V1.0.mq5","306.8","MACD;grid","y","grid-martingale","y"
"aigenvzo","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop4\ea\008 - VZO\[AIGen] VZO V1.0.mq5","315.3","grid","y","grid-martingale","y"
"aidltemplatemartingale","2","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day2 AI Trading Agent\Day2 AI Trading Agent\AI DL Template 3 Martingale.mq5","590","martingale","n","grid-martingale","n"
"ohzzeava","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(Oh) ZZ EA V05A.mq5","356","martingale","y","grid-martingale","n"
"aigentemplate","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop4\ea\[AIGen] Template.mq5","125.1","grid","y","grid-martingale","n"
"rhymesniperbreakoutreversalorderblock","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(Rhyme) Sniper (Breakout, Reversal, Order Block).mq5","380.3","RSI;ATR;breakout;martingale","y","grid-martingale","y"
"pkhedging","2","D:\Forex\10_EA_PROJECTS\1. review EA\2. More test and adapt\!!PK  Hedging.mq5","261.6","martingale;hedge","y","grid-martingale","n"
"bosstrendemaadxfinal","2","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)trend ema+adx v5.3 Final.mq5","334.5","ADX;martingale","y","grid-martingale","n"
"aigenhursttrendkeeplast","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop4\ea\003 - Hurst Trend KeepLast\[AIGen] Hurst Trend KeepLast V1.0.mq5","403.2","MACD;grid","y","grid-martingale","y"
"exxhftgoldrobotscalpingbalancerelotatroffcutloss","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\EX97 X HFT Gold Robot Scalping V3.9 Balance Relot ATR off cut loss.mq5","366.9","ATR;grid;martingale;scalp","y","grid-martingale","n"
"virsisumpiplotmartinglesequence","2","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-08\V#IRSI SUMPIP LOT MARTINGLESEQUENCE.mq5","247.8","RSI;martingale","y","grid-martingale","n"
"ohmastergridatraccumulativedeductionbva","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(oh) Master GRID ATR Accumulative Deduction -B V22A.mq5","444.8","ATR;grid","y","grid-martingale","y"
"localaiindicator","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\Local AI+Indicator.mq5","343.8","MACD;grid","y","grid-martingale","n"
"hfxtimebomb","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\HFX_Timebomb.mq5","281.2","martingale","y","grid-martingale","n"
"mastermindmt","2","D:\Forex\10_EA_PROJECTS\1. review EA\2. More test and adapt\mastermind MT5.mq5","346","martingale","y","grid-martingale","n"
"indikatersmcmsbcombined","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\indikater SMC_MSB_Combined.mq5","42.1","ATR;breakout;grid","n","grid-martingale","n"
"eaawesomeoscillator","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\EA_For_AIGen_Video\07 - Awesome Oscillator\7\EA02\EA02 Awesome Oscillatorย .mq5","214.8","AO/AC;martingale","y","grid-martingale","n"
"xauprotrend","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\XAU PRO Trend.mq5","269.2","grid","y","grid-martingale","y"
"johaigenworkshop","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+01\(Joh)AI gen Workshop2.mq5","314.1","martingale","y","grid-martingale","n"
"aigenworkshopl","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+02\AI gen Workshop1 (1)L.mq5","264.1","martingale","y","grid-martingale","n"
"rsibasicmt","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\RSI Basic MT5.mq5","194.6","RSI;martingale","y","grid-martingale","n"
"prinnbotxgscalpingexness","2","D:\Forex\10_EA_PROJECTS\1. review EA\2. More test and adapt\(PrinnbotX) G Scalping (Exness) (24) (9).mq5","526.7","martingale;scalp","y","grid-martingale","n"
"eahunterprointerstellarid","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\EA Hunter Pro - Interstellar  ID.mq5","427.5","grid","y","grid-martingale","n"
"exrobotcciv","2","D:\Forex\10_EA_PROJECTS\1. review EA\2. More test and adapt\EX172 - Robot CCI V.5.mq5","326.2","CCI;grid","y","grid-martingale","n"
"bosstrendemaadx","2","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) trend ema +adx\old\(Boss)trend ema+adx v5.0.mq5","331.9","ADX;martingale","y","grid-martingale","n"
"vietcombank","2","D:\Forex\10_EA_PROJECTS\1. review EA\2. More test and adapt\Vietcombank V1.mq5","518.8","martingale","y","grid-martingale","n"
"prinnbotxgscalpinggold","2","D:\Forex\10_EA_PROJECTS\1. review EA\2. More test and adapt\(PrinnbotX) G Scalping (Gold) (18).mq5","467.9","martingale;scalp","y","grid-martingale","n"
"workshopford","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\workshop4(ford).mq5","218.6","martingale","y","grid-martingale","n"
"fordworkshop","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\(ford)workshop3.mq5","235.9","martingale;trailing","y","grid-martingale","n"
"gridvy","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Grid 10 vy 1.mq5","294","grid;martingale","y","grid-martingale","y"
"knumfonclosehedge","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\K. Numfon38close  Hedge (1).mq5","364.9","martingale;hedge","y","grid-martingale","n"
"thedayzone","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\The Day Zone v2.mq5","475.5","martingale","y","grid-martingale","y"
"ohgridlotfullhedgingsnowballea","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh) Grid Lot Full Hedging Snowball EA .mq5","371.8","grid;hedge","y","grid-martingale","n"
"goldsmcomnianalyzermt","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\Gold_SMC_OmniAnalyzer_MT5.mq5","11.9","iMA;RSI;grid;martingale","n","grid-martingale","n"
"stgriddynamicsdatr","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\(ST)Grid Dynamic(SD+ATR).mq5","287.3","ATR;grid;martingale","y","grid-martingale","n"
"eagoldcentervexpried","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\EA GOLD CENTER V.2 Expried 11.04.2025.mq5","427.6","grid","y","grid-martingale","n"
"aigenworkshop","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\AI gen Workshop1(1).mq5","313","martingale","y","grid-martingale","n"
"n","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\69 N0.12.mq5","309.5","Bollinger;grid","y","grid-martingale","n"
"tnew","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+02\T4 new.mq5","211","martingale","y","grid-martingale","n"
"jomhod","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\JOMHOD 8.2.3.mq5","458","grid;martingale","y","grid-martingale","n"
"exkstarburst","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EXK-Starburst168.mq5","335.2","grid","y","grid-martingale","n"
"tiktestworkshopv","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+02\(tik) test workshop32 v.2.mq5","195.5","RSI;martingale","y","grid-martingale","n"
"niyombotsupermaxuser","2","D:\Forex\10_EA_PROJECTS\1. review EA\3. ready to use\(  Niyombot )  Supermax User 2041163.mq5","234.3","martingale","y","grid-martingale","y"
"gridordermartingale","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Grid 10 Order Martingale (2).mq5","295.3","grid;martingale","y","grid-martingale","y"
"aigenworkshopford","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\AI gen Workshop2(Ford).mq5","313.1","martingale","y","grid-martingale","n"
"aigenvzohedge","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop4\ea\010 - VZO Hedge\[AIGen] VZO Hedge V1.0.mq5","324.2","grid;martingale;hedge","y","grid-martingale","y"
"semiautotrailing","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Semiauto Trailing V1.20.mq5","264.1","martingale","y","grid-martingale","y"
"ohpunfixlot","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh) pun fix lot v05.mq5","306","martingale","y","grid-martingale","n"
"ohzzeavb","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(Oh) ZZ EA V05B.mq5","356.2","martingale","y","grid-martingale","n"
"gpmalmostdirection","2","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Experts\(GPM) Almost 1 Direction v1.9.3.mq5","367.1","grid;martingale","y","grid-martingale","y"
"basic","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+01\basic.mq5","203.1","martingale","y","grid-martingale","n"
"aaairsisumpiplotmartinglesequence","2","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-08\AAA#IRSI SUMPIP LOT MARTINGLESEQUENCE.mq5","246.9","RSI;martingale","y","grid-martingale","n"
"ohgridva","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh) grid v04A.mq5","316.3","grid;martingale","y","grid-martingale","n"
"bosspriceactiontrendlinefiboadvancemmrevaddtpnodraw","2","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.03 add tp no draw.mq5","528.6","martingale","y","grid-martingale","n"
"ohbot","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh)  Bot V00.mq5","308.6","MACD;martingale","y","grid-martingale","n"
"ohpartialarbitageaddonlossing","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh)  Partial Arbitage add on lossing V04.mq5","461.1","martingale","y","grid-martingale","n"
"egrid","2","D:\Forex\10_EA_PROJECTS\1. review EA\2. More test and adapt\143 E4.5 Grid  (1).mq5","426.6","grid","y","grid-martingale","n"
"hagingxau","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+02\haging xau.mq5","195.1","martingale","y","grid-martingale","n"
"ohelliottwavecorrectionpriceaction","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(Oh) Elliott Wave 14 Correction Price Action v01.mq5","537","martingale","y","grid-martingale","n"
"exdemandandsupplyzone","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\OK\EX186 - Demand and Supply Zone.mq5","334","grid","y","grid-martingale","n"
"goldomnihedgingextendedtlmt","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\Gold_OmniHedging_ExtendedTL_MT5.mq5","9.5","breakout;martingale;hedge","n","grid-martingale","n"
"hfxextra","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\HFX_Extra2.mq5","232.3","martingale","y","grid-martingale","n"
"ohmoodengbot","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\OK\(oh) MooDeng Bot.mq5","363.5","MACD;martingale","y","grid-martingale","n"
"bossrebateadx","2","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) trend ema +adx\old\(Boss)Rebate adx.mq5","263","ADX;martingale","y","grid-martingale","n"
"cmmanualgrid","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\New folder\cm manual grid.mq5","53.4","grid","n","grid-martingale","n"
"goldscalpingea","2","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\GoldScalpingEA-1.mq5","97.4","iMA;MACD;RSI;ATR;martingale;scalp;news;trailing","n","grid-martingale","n"
"gridwithhedging","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Grid with Hedging 5.mq5","299.7","ATR;grid;martingale;hedge","y","grid-martingale","y"
"vsgolddifferentialmartingale","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\OK\VS Gold Differential Martingale V1.037 (27) (5).mq5","524.9","martingale","y","grid-martingale","n"
"minccicurrenciesstrengthcarrytradetrailing","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\min CCI 2Currencies Strength Carry Trade Trailing .mq5","713.4","CCI;martingale;news","y","grid-martingale","n"
"magicnowhitepaperghostbotg","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\2025 magicNo.0 White Paper (Ghost Bot 01 G07 (1)).mq5","373.5","grid","y","grid-martingale","y"
"kk","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+02\KK.mq5","196.8","RSI;martingale","y","grid-martingale","n"
"aigenvolatilityriderhedge","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop4\ea\007 - Volatility Rider Hedge\[AIGen]Volatility Rider Hedge V1.0.mq5","323.9","grid;martingale;hedge","y","grid-martingale","y"
"billionairenewsnonfarmeaforbacktestv","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Jobot) Billionaire News Nonfarm\Billionaire News Nonfarm EA for backtest V.1.mq5","326.3","martingale;news","y","grid-martingale","n"
