"family_name","copies","representative_path","size_kb","mechanism_keywords","uses_iCustom","rough_family","already_known"
"jobotgolddowtheorytrailingpendingxreducemargin","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week5\(Jobot) Gold Dow Theory Trailing Pending X2 reduce margin.mq5","509.3","","n","other","n"
"jobotgolddowtheorytrailingpending","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week4\(Jobot) Gold Dow Theory Trailing Pending.mq5","521.8","","n","other","n"
"demarker","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\DeMarker.mq5","4.1","","n","other","y"
"nyhighlowservertimemt","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(ny)High Low Server Time MT5.mq5","420.9","","n","other","n"
"camarillachannel","3","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Indicators\Free Indicators\Camarilla Channel.mq5","10.4","","n","other","y"
"jobotgolddowtheorytrailingpendingtrailing","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week5\(Jobot) Gold Dow Theory Trailing Pending Trailing70  (2).mq5","542.4","","n","other","n"
"jobotelliottwavehiddenanddivergencev","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\Elliot wave\(Jobot) Elliott Wave Hidden and Divergence v.1.mq5","516.7","","n","other","y"
"jobottechinalshowsignalongraph","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\EA Q_A\(Jobot) Techinal Show Signal on graph.mq5","245.4","","n","other","n"
"chv","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\CHV.mq5","4.3","","n","other","y"
"tatlambon","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\TAT Lambo N 113.mq5","391.5","","y","other","n"
"jobotchinastockexchange","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\EA Q_A\(Jobot) China Stock Exchange.mq5","559","","n","other","n"
"helptradestop","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\HelpTrade-v888-Stop.mq5","629.4","","n","other","y"
"pivotchannel","3","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Indicators\Free Indicators\Pivot Channel.mq5","11","","n","other","y"
"jobotelliottwavedontcareabc","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\Elliot wave\(Jobot) Elliott Wave 123 Dont care 45ABC v1.mq5","425.8","","n","other","y"
"sieubotfullma","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\sieu bot full ma v7.1.mq5","529.6","","n","other","y"
"fprosystem","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\F1 ProSystem (1).mq5","365.4","","n","other","n"
"jobotselftradebuysell","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week8\(Jobot) 001 Self Trade Buy Sell .mq5","864","","n","other","n"
"candletimer","3","D:\Forex\10_EA_PROJECTS\2. wait for test\wait for test\0 - MQ5\Boom and Crash Spike Detector\indicators\candle_timer.mq5","5.4","ATR","n","other","n"
"supportandresistance","3","D:\Forex\10_EA_PROJECTS\2. wait for test\wait for test\0 - MQ5\wealth king nasdaqsoftware\Support_and_Resistance .mq5","3.1","","n","other","n"
"multigridmultiheagebors","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\multiGrid multiHeage (B or S) .mq5","1539.5","","n","other","y"
"indigoderiv","3","D:\Forex\10_EA_PROJECTS\2. wait for test\wait for test\0 - MQ5\Indigo Deriv\Indigo Deriv.mq5","508.1","","n","other","n"
"exemacrossoverandmodifytp","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-11\EX185 - EMA Cross Over and Modify TP-2\EX185 - EMA Cross Over and Modify TP-2\EX185 - EMA Cross Over and Modify TP (1).mq5","649.8","","n","other","n"
"stddev","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\StdDev.mq5","5.1","","n","other","y"
"jobotelliottwavecomplex","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\Elliot wave\(Jobot) Elliott Wave Complex v1.1.mq5","517.1","","n","other","n"
"tumiman","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Tumi_ma13n (28).mq5","470","","y","other","y"
"hedgepulse","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\HedgePulse V2.mq5","741.8","","y","other","y"
"rhymefrogx","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(Rhyme) Frog (X6)1.0 .mq5","792.2","","y","other","y"
"ezffw","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\EZ FFW.mq5","993.8","","n","other","y"
"cptetafixmoneynextroundsatvarytf","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(CPT) ETA FixMoney NextRound 360s AT Vary TF.mq5","615.9","","n","other","y"
"momentum","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\Momentum.mq5","2.8","","n","other","y"
"trix","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\TRIX.mq5","3.3","","n","other","y"
"ad","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\AD.mq5","3.3","","n","other","y"
"ftmoea","3","D:\Forex\10_EA_PROJECTS\2. wait for test\wait for test\0 - MQ5\FTMO Expert\FTMO EA.mq5","466.4","","n","other","n"
"tatsupplydemandzone","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\TAT Supply Demand Zone 180.mq5","602.3","trailing","y","other","y"
"aibotxxx","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\AiBot XxX V1.11.mq5","752.7","","n","other","y"
"advancemmconnectdlbywobr","3","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day4 AI Trading Agent\Advance MM Connect DL by WOBR.mq5","754","","n","other","n"
"marcorexphasebm","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\917_MarcoreX _Phase _BM_V3.1 .mq5","1397","ATR","y","other","y"
"highspeedvolumevelocity","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\High speed Volume Velocity  V3.mq5","488.4","","n","other","y"
"eacorrelations","3","D:\Forex\10_EA_PROJECTS\2. wait for test\wait for test\0 - MQ5\EA Correllations\EA Correlations.mq5","470.4","","n","other","n"
"chartpanel","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\Panels\ChartPanel\ChartPanel.mq5","2.7","","n","other","y"
"heikenashi","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\Heiken_Ashi.mq5","3.6","","n","other","y"
"tanakorn","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\TANAKORN  เทรดในกรอบ  v4.mq5","311.8","","y","other","y"
"cxx","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\cxx.mq5","724.5","","n","other","y"
"marketfacilitationindex","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\MarketFacilitationIndex.mq5","4.9","","n","other","y"
"colorcandlesdaily","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\ColorCandlesDaily.mq5","3.1","","n","other","y"
"sieubotfull","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\sieu bot full v5 (1).mq5","540.2","","n","other","y"
"jobotfiboqmadvancet","3","D:\Forex\10_EA_PROJECTS\1. review EA\0. Not work\(Jobot) Fibo QM Advance  T5.mq5","434.5","","y","other","n"
"roc","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\ROC.mq5","2.6","","n","other","y"
"pvt","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\PVT.mq5","3.2","","n","other","y"
"atr","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\ATR.mq5","3.8","ATR","n","other","y"
"joboteanewsmulticurrencies","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week2\(Jobot) EA News Multi Currencies .mq5","517.8","news","n","other","n"
"เทรดท่าไม้ตาย  v14.mq5","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\เทรดท่าไม้ตาย  V14.mq5","369.2","","y","other","y"
"ghostbotg","2","D:\Forex\10_EA_PROJECTS\1. review EA\3. ready to use\Ghost Bot 01 G07 (1).mq5","465.2","","n","other","y"
"aidltemplatefollow","2","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day2 AI Trading Agent\Day2 AI Trading Agent\AI DL Template 1 Follow.mq5","440.1","","n","other","n"
"btczingplusv","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\BTC Zing Plus V.2.mq5","340.3","","y","other","n"
"oheadashboardva","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(Oh) EA Dashboard V04A.mq5","595.6","","y","other","n"
"eagoldenfighterv","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\EA Golden Fighter V.2.2.mq5","420.7","","y","other","n"
"openaiapitradesltpmq","2","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day3 AI Trading Agent\2 Openai API Trade SL TP.mq5.mq5","448.3","","n","other","n"
"lotrebate","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Lot Rebate v2.0.mq5","366.8","","y","other","y"
"hfxnewseaonoffonmobilexau","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\HFX_News EA V9 on off on mobile XAU.mq5","520.2","ATR;news","y","other","n"
"ohfiboharmonicpattern","2","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-08\(OH)  Fibo Harmonic Pattern V03_01.mq5","595.5","","y","other","n"
"fullstackaiblocksample","2","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day3 AI Trading Agent\4 Full Stack AI Block - Sample.mq5","436.6","","n","other","n"
"aidltemplatetpsl","2","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day2 AI Trading Agent\Day2 AI Trading Agent\AI DL Template 4 TPSL.mq5","469.4","","n","other","n"
"ghostbotkrapooksnowball","2","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-04\New folder\Ghost Bot Krapook Snowball 100.mq5","655.3","","n","other","n"
"pkturbomatingale","2","D:\Forex\10_EA_PROJECTS\1. review EA\2. More test and adapt\!!PK Turbo Matingale .mq5","569","","y","other","n"
"ohtprevenge","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh) TP Revenge v06.mq5","323.5","","y","other","n"
"ghostbotc","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\! GhostBot_2C1.mq5","328","","y","other","y"
"exrvbtc","2","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-04\New folder\EX143 - RV4.1- BTC.mq5","983.4","","n","other","n"
"bspofit","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\BS Pofit888.mq5","300.6","trailing","y","other","n"
"aidltemplateeverybar","2","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day2 AI Trading Agent\Day2 AI Trading Agent\AI DL Template 2 every bar.mq5","521","","n","other","n"
"exfastclosebynatong","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\EX175 FastClose  By Natong V01.mq5","375.6","","y","other","n"
"exzonetradingstrategy","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\EX170 - Zone Trading Strategy.mq5","295.7","","y","other","n"
"openaiapistart","2","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day3 AI Trading Agent\1 Openai API Start.mq5","248.3","","n","other","n"
"ohfibogold","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh) fibo gold v06.mq5","353.3","","y","other","n"
"aidltemplatepending","2","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day2 AI Trading Agent\Day2 AI Trading Agent\AI DL Template 5 Pending.mq5","477.6","","n","other","n"
"testgetopenaiapi","2","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day3 AI Trading Agent\0 Test Get OpenAI API.mq5","267.3","","n","other","n"
"bitonicsort","2","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\OpenCL\Double\BitonicSort.mq5","7.8","","n","other","y"
"winningsemiautorobotv","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\Winning  Semi auto RobotV3.mq5","398.6","","y","other","n"
"aillmalltemplateea","2","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day3 AI Trading Agent\AI - LLM - ALL  TEMPLATE (ea1).mq5","1171.8","","n","other","n"
"niyombotbpriceactionatrlotdgroup","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\(Niyombot B_3) Price Action ATR  Lot.D Group 3.mq5","400.5","ATR","y","other","n"
"fft","2","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\OpenCL\Double\FFT.mq5","13.1","","n","other","y"
"ohcontinue","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh) continue v06.mq5","327.9","ATR","y","other","n"
"semitelephonev","2","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-04\New folder\Semi telephone V.1.4.5.2 (1) (1) (1).mq5","853","","n","other","n"
"llmgrutemplate","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\LLM+GRU TEMPLATE.mq5","1026.2","","n","other","n"
"candleangleprox","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\candleanglepro10x.mq5","303.2","trailing","y","other","n"
"ohwayeavg","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(OH) 2way EA v05G.mq5","575.9","","y","other","n"
"aidltemplatebigtf","2","D:\Forex\50_KNOWLEDGE\02_Courses\3. Course AI WOBR\Day2 AI Trading Agent\Day2 AI Trading Agent\AI DL Template 6 big TF.mq5","612.6","","n","other","n"
"exxauusdmuamuav","2","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\EX52 - )XAUUSD Mua  Mua   v1.mq5","1499.7","","n","other","n"
"ohfiboharmonicpatternva","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(OH)  Fibo Harmonic Pattern V01A.mq5","559.2","","y","other","y"
"exxauusdmuamuavlock","2","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-08\EX52 - )XAUUSD Mua  Mua   v1[Lock].mq5","747.2","","y","other","n"
"highjnewseaonlimit","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\HIGHJ_News EA V8 on limit(2).mq5","493.7","ATR;news","y","other","n"
"matrixmult","2","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\OpenCL\Double\MatrixMult.mq5","8.5","","n","other","y"
"wavelet","2","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\OpenCL\Float\Wavelet.mq5","15.4","","n","other","y"
"hurstexponent","2","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop4\ea\001 - Hurst Trend Strategy\HurstExponent.mq5","9","","n","other","y"
"bossrsiobosrevcomplete","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) RSI OBOS\old\(Boss)RSI_OBOS rev 4.1 (complete).mq5","584.2","","n","other","n"
"piechartsample","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\Canvas\Charts\PieChartSample.mq5","3.1","","n","other","y"
"testinterfaces","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Alglib\TestInterfaces.mq5","17.5","","n","other","n"
"bosszscorepairtrading","1","D:\Forex\10_EA_PROJECTS\Claude EA\EA MQL5 AI gen\rev 2\Boss - 5 Z-Score Pair Trading.mq5","11.9","ATR","n","other","n"
"testlinkedlist","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Generic\TestLinkedList.mq5","61","","n","other","n"
"orderinfosample","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\OrderInfo\OrderInfoSample.mq5","7.3","","n","other","y"
"testarraylist","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Generic\TestArrayList.mq5","33.4","","n","other","n"
"bossredbullracing","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull Racing\old\(Boss) Redbull racing.mq5","362.9","","n","other","n"
"teststack","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Generic\TestStack.mq5","8.5","","n","other","n"
"testsortedset","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Generic\TestSortedSet.mq5","5.3","","n","other","n"
"bossnewsstraddle","1","D:\Forex\10_EA_PROJECTS\Claude EA\EA MQL5 AI gen\rev 2\Boss - 9 News Straddle.mq5","13.3","ATR;news","n","other","n"
"linechartsample","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\Canvas\Charts\LineChartSample.mq5","2.1","","n","other","y"
"teststat","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Stat\TestStat.mq5","211","","n","other","n"
"teststatprecision","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Stat\TestStatPrecision.mq5","15.8","","n","other","n"
"symbolinfosample","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\SymbolInfo\SymbolInfoSample.mq5","8.6","","n","other","y"
"zigoprobotv","1","D:\Forex\10_EA_PROJECTS\1. review EA\0. Not work\Zigo Pro Bot V.2.3.mq5","484.4","","y","other","n"
"testhashset","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Generic\TestHashSet.mq5","4.9","","n","other","n"
"billionairenewseaatrhand","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Jobot) Billionaire News Nonfarm\Billionaire News EA ATR Hand V2.mq5","758.1","ATR;news","n","other","n"
"teststatbenchmark","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Stat\TestStatBenchmark.mq5","56.8","","n","other","n"
"bossgrowup","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) grow up\(Boss) grow up.mq5","367.2","","y","other","n"
"accountinfosample","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\AccountInfo\AccountInfoSample.mq5","5.8","","n","other","y"
"arraydoublesample","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\ArrayDouble\ArrayDoubleSample.mq5","4.1","","n","other","y"
"testsortedmap","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Generic\TestSortedMap.mq5","6.3","","n","other","n"
"spheresample","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\ObjectSphere\SphereSample.mq5","5.9","","n","other","y"
"remnantd","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\Remnant 3D\Remnant 3D.mq5","5.6","","n","other","y"
"expertmama","1","D:\Forex\20_Selected EA\Advisors\ExpertMAMA.mq5","6.3","","n","other","n"
"bossrsiobosrevmt","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) RSI OBOS\old\(Boss)RSI_OBOS rev 4.1 (MT5).mq5","584.2","","n","other","n"
"testredblacktree","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Generic\TestRedBlackTree.mq5","11.7","","n","other","n"
"testclasses","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Alglib\TestClasses.mq5","30.4","","n","other","n"
"bossrsibbrevcomplete","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) RSI OBOS\(Boss)RSI_BB rev 3.1 (complete).mq5","711.5","","n","other","n"
"bossmtfzscorepairtrading","1","D:\Forex\10_EA_PROJECTS\Claude EA\EA MQL5 AI gen\rev 0\(Boss) 5- MTF Z-score Pair Trading.mq5","1.3","","n","other","n"
"eaaitemplatepending","1","D:\Forex\50_KNOWLEDGE\02_Courses\4. Openclaw\OpenClaw AI Trading WOBR ไฟล์และเอกสารประกอบการสอน\FXDreema AI Template\EA AI Template 3 Pending.mq5","237.8","","y","other","n"
"canvassample","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\Canvas\CanvasSample.mq5","5.9","","n","other","y"
"testhashmap","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Generic\TestHashMap.mq5","6.2","","n","other","n"
"testqueue","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\UnitTests\Generic\TestQueue.mq5","8.6","","n","other","n"
"positioninfosample","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\PositionInfo\PositionInfoSample.mq5","7.1","","n","other","y"
"histogramchartsample","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\Canvas\Charts\HistogramChartSample.mq5","2.2","","n","other","y"
"seascape","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Scripts\Examples\OpenCL\Seascape\Seascape.mq5","6.1","","n","other","y"
"bossdynamicbreakrsirev","8","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Dynamic RSI\old\(Boss) Dynamic  break RSI rev 1.mq5","468.2","RSI;ATR","n","mean-reversion","n"
"jobotccicurrenciesstrengthcarrytrade","6","D:\Forex\50_KNOWLEDGE\02_Courses\1. Course_EA\jobot EA\(Jobot) CCI Currencies Strength Carry Trade.mq5","652","CCI;news","y","mean-reversion","y"
"bossdynamicbreakrsiforswandbrakerev","6","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Dynamic RSI\old\(Boss) Dynamic break RSI for SW  and Brake rev 3.2.mq5","382.5","RSI;ATR","y","mean-reversion","n"
"jobotccicurrenciesstrengthatr","6","D:\Forex\50_KNOWLEDGE\02_Courses\1. Course_EA\! JOBOT Week\EA Week9\(Jobot) CCI Currencies Strength ATR.mq5","644.1","CCI;ATR;news","y","mean-reversion","n"
"nuiindydynamicrsiadxstyle","5","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Experts\(NuiIndy) Dynamic RSI+ADX Style (4).mq5","836.6","RSI;ADX","n","mean-reversion","y"
"bossdynamicbreakrsiforswrev","4","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Dynamic RSI\(Boss) Dynamic break RSI for SW rev 6.4.mq5","454.3","RSI;ATR","n","mean-reversion","n"
"stochastic","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\Stochastic.mq5","4.9","Stochastic","n","mean-reversion","y"
"joboteabillwilliams","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week1\(Jobot) EA Bill Williams .mq5","415","WPR","n","mean-reversion","n"
"jobotcorrelationrsi","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot)  Correlation RSI .mq5","439.1","RSI","n","mean-reversion","n"
"iceccicurrenciesstrengthtrend","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(ICE) CCI Currencies Strength Trend.mq5","1301.3","RSI;CCI;news","y","mean-reversion","y"
"pkccicurrenciesstrengthcarrytrademasteratronecmmin","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\!!PK CCI Currencies Strength Carry Trade Master+ATR+Onecm min.mq5","669.6","CCI;ATR;news","y","mean-reversion","y"
"rhymebollingerbreakrange","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(Rhyme) Bollinger Break Range.mq5","285","Bollinger","y","mean-reversion","y"
"rsi","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\RSI.mq5","4.3","RSI","n","mean-reversion","y"
"bb","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\BB.mq5","5.7","Bollinger","n","mean-reversion","y"
"bwzonetrade","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\BW-ZoneTrade.mq5","4.9","AO/AC;WPR","n","mean-reversion","y"
"pkccicurrenciesstrengthcarrytrademasteratronec","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\!!PK CCI Currencies Strength Carry Trade Master+ATR+Onec.mq5","672.4","CCI;ATR;news","y","mean-reversion","y"
"fxcorrelationcciv","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\FX-Correlation-CCI-V.5.mq5","762.6","CCI","y","mean-reversion","y"
"jobotdynamicrsihighestlowestbreak","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\EA Q_A\(Jobot) Dynamic RSI Highest Lowest Break .mq5","474.2","RSI","n","mean-reversion","n"
"jobotrsibreaktrendlineea","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week10\(Jobot) RSI Break Trend Line EA.mq5","578.6","RSI","n","mean-reversion","n"
"bossrsiobosrevnearbypip","3","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) RSI OBOS\Test\(Boss)RSI OBOS_rev3 (nearby pip).mq5","464.8","RSI","n","mean-reversion","n"
"jobotccicurrenciesstrengthlongtradescatrtlbk","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(Jobot) CCI Currencies Strength Long Trade(SC) ATR+TL+BK.mq5","706","CCI;ATR;news","y","mean-reversion","y"
"cci","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\CCI.mq5","3.6","CCI","n","mean-reversion","y"
"wad","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-07  _all done\Indicators\Examples\W_AD.mq5","3.3","WPR","n","mean-reversion","y"
"jobotrsietf","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week9\(Jobot) RSI ETF .mq5","448.2","RSI","n","mean-reversion","n"
"bbrsiplusg","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\bb rsi (1) plus G.mq5","653.1","RSI","n","mean-reversion","y"
"jobotcorrelationrsitrade","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) Correlation RSI  1 trade.mq5","420.7","RSI","n","mean-reversion","n"
