"family_name","copies","representative_path","size_kb","mechanism_keywords","uses_iCustom","has_mart_block","rough_family","already_known"
"farhadhill_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FarhadHill_V4.mq4","33.4","iMA|iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"farhadhill_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FarhadHill_V3.mq4","31.5","iMA|iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"feedback","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Feedback.mq4","0.5","","n","n","other","n"
"find_data_holes","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Find Data Holes.mq4","1.5","","n","n","other","n"
"firebird","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0.55.mq4","5.9","iMA","n","n","trend","n"
"firebird","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird.mq4","2.8","iMA","n","n","trend","n"
"firebird","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0.51.mq4","4.1","iMA","n","n","trend","n"
"firebird","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0.64.mq4","12.2","iMA","n","n","trend","n"
"firebird","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0.65.mq4","12.2","iMA","n","n","trend","n"
"firebird_hma_i","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird HMA [i].mq4","2.4","iMA","n","n","trend","n"
"firebird_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird_ v057.mq4","7.7","iMA","n","n","trend","n"
"firebird_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v060.mq4","9.6","iMA","n","n","trend","n"
"firebird_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v632.mq4","12.5","iMA","n","n","trend","n"
"firebird_v0_56_ea","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0.56 [ea].mq4","7.5","iMA","n","n","trend","n"
"firebird_v0_58_ea","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0.58 [ea].mq4","8.8","iMA","n","n","trend","n"
"firebird_v0_58_jd","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0_58_JD.mq4","10.3","iMA","n","n","trend","n"
"firebird_v0_58_symbol_fix","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0_58_symbol_fix.mq4","9.6","iMA","n","n","trend","n"
"firebird_v0_60_ea","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0.60 [ea].mq4","9.6","iMA","n","n","trend","n"
"firebird_v0_61_01_ea","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0.61.01 [ea]3.mq4","10.7","iMA","n","n","trend","n"
"firebird_v0_62_ea","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0.62 [ea].mq4","10.7","iMA","n","n","trend","n"
"firebird_v63_a","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63_A.mq4","14","iMA","n","n","trend","n"
"firebird_v63_gbp_eur","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63 gbp & eur.mq4","12.5","iMA","n","n","trend","n"
"firebird_v63_ifxanalyzer_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63_iFXAnalyzer_v03.mq4","13.7","iMA","n","n","trend","n"
"firebird_v63_ifxanalyzer_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63_iFXAnalyzer_v01.mq4","13.2","iMA","n","n","trend","n"
"firebird_v63_tvd","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63 TVD.mq4","20.1","iMA","n","n","trend","n"
"firebird_v63b","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63B1.mq4","12.9","iMA","n","n","trend","n"
"firebird_v63b","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63B.mq4","14.3","iMA","n","n","trend","n"
"firebird_v63e_eurusd","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird_v63E_EURUSD.mq4","25.4","iMA","n","n","trend","n"
"firebird_v63f","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63F.mq4","25.2","iMA","n","n","trend","n"
"firebird_v63g","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63G.mq4","25.4","iMA","n","n","trend","n"
"firestats","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firestats v0.5.mq4","1.7","iMA","n","n","trend","n"
"firestats2","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firestats2 v0.10.mq4","2","iMA","n","n","trend","n"
"fisher_mbk","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Fisher_mbk.mq4","3.1","","n","n","other","n"
"flat_trend","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Flat Trend.v1.0.mq4","18.2","iCustom|iADX","y","n","trend","n"
"fluke_ai_gen_hedge","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\[fluke]AI Gen Hedge.mq4","226","iMA","n","y","breakout","n"
"fluke_ai_gen_workshop","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\[fluke] AI gen Workshop3.mq4","192.2","iMA|iATR|iAO","n","y","breakout","n"
"fmwk","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\fmwk.mq4","4.1","iCCI","n","n","oscillator","n"
"ford","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\Ford01.mq4","223.1","iMA|iADX","n","y","breakout","n"
"fotest","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\fotest.mq4","8","iCustom","y","n","other","n"
"fractal_zigzag","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Fractal ZigZag.mq4","3.4","","n","n","other","n"
"fractured_fractals","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Fractured Fractals.mq4","5.4","","n","n","other","n"
"franks_4hour_limit_orders","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Franks 4hour limit orders.mq4","9.5","iMACD|iForce","n","n","trend","n"
"franks_4hour_limit_orders","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Franks 4hour limit orders1.mq4","9.5","iMACD|iForce","n","n","trend","n"
"frbestexp02_1_maloma_mod","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FrBestExp02_1_maloma_mod.mq4","11","iCustom","y","n","other","n"
"frbestexp02_2_maloma_mod","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FrBestExp02_2_maloma_mod.mq4","10.5","iCustom","y","n","other","n"
"frbestexp02_3_maloma_mod","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FrBestExp02_3_maloma_mod.mq4","11.2","iCustom|iAlligator","y","n","other","n"
"frbestexp02_4_maloma_mod","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FrBestExp02_4_maloma_mod.mq4","10.7","iCustom|iAlligator","y","n","other","n"
"frbestexp02_5_maloma_mod","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FrBestExp02_5_maloma_mod.mq4","11.1","iCustom|iMA","y","n","trend","n"
"frbestexp02_6_maloma_mod","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FrBestExp02_6_maloma_mod.mq4","10.6","iCustom|iMA","y","n","trend","n"
"frbestexp02_7_maloma_mod","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FrBestExp02_7_maloma_mod.mq4","11.1","iCustom|iMA","y","n","trend","n"
"fvg_followtrend","2","D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\FVG FollowTrend.mq4","306.7","iMA|iSAR","n","y","breakout","n"
"fvg_richshield_pro","2","D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\FVG RichShield Pro.mq4","384.2","iRSI|iATR","n","y","reversion","n"
"fx10ea","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FX10EA.mq4","6.9","iMA|iRSI|iStochastic|iMACD","n","n","oscillator","n"
"fxanalyser_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FXAnalyser_v6.mq4","11.2","iCustom|iADX","y","n","trend","n"
"g_scalping_v","2","D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\G Scalping v4.mq4","302.4","iStochastic|iSAR|iATR","n","y","reversion","n"
"gamma_v122b","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\GAMMA v122b.mq4","47.4","iATR","n","n","breakout","n"
"ganbah_tp10_sl","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Ganbah_tp10_sl22.mq4","3.6","iRSI","n","n","oscillator","n"
"gbp9am","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\GBP9AM.mq4","7.5","","n","n","other","n"
"gk_last_trade","2","D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\GK Last Trade 1.2.mq4","337.2","","n","y","other","n"
"glamtrader","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\GLAMtrader.mq4","5.8","iCustom|iMA|iAO","y","n","trend","n"
"goh_ai_gen","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\(Goh) AI Gen.mq4","121.7","iMA|iADX","n","n","breakout","n"
"goh_ai_gen_workshop","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\(Goh) AI gen Workshop1.mq4","235.8","iMA|iADX|iATR","n","y","breakout","n"
"gold_accumulative_grid_intelligence_viip","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\wait for testttt\Gold Accumulative GRID Intelligence  VIIP9.mq4","377.9","","n","y","other","n"
"gold_smc_omnianalyzer_mt","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\wait for testttt\Gold_SMC_OmniAnalyzer_MT4.mq4","22.6","","n","n","other","n"
"goldsniper_fx","2","D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\GoldSniper FX v4.22.mq4","224.8","iRSI|iSAR","n","y","reversion","n"
"goldwarrior01bmt","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\GoldWarrior01bMT4.mq4","9.7","iCustom|iCCI|iWPR","y","n","oscillator","n"
"goldwarrior02b","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\GoldWarrior02b.mq4","11.6","iCustom|iCCI|iWPR","y","n","oscillator","n"
"grid_collect_with_mcdxbyatr","2","D:\Forex\01_INBOX_NEW\2.1 review EA\0. Not work\grid collect with MCDXbyATR.mq4","314.2","iCustom|iMA|iSAR|iATR","y","y","breakout","n"
"h1h6_expert","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\H1H6 expert.mq4","6.4","iCustom|iMA","y","n","trend","n"
"hadi4emacrossheadg","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\hadi4emacrossheadg.mq4","15.9","iMA","n","n","trend","n"
"hans_123_edited_version","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans 123 Edited Version.mq4","14","iATR","n","n","other","n"
"hans123mv1_1","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans123MV1[1].2.mq4","7.4","","n","n","other","n"
"hans123mv22_mbk","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans123MV22_MBK_1.mq4","8.4","","n","n","other","n"
"hans123mv22_mbk","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans123MV22_MBK_12.mq4","8.4","","n","n","other","n"
"hans123mv22_mbk","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans123MV22_MBK_11.mq4","8.4","","n","n","other","n"
"hans123trader","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans123Trader_v9_01.mq4","16","iATR","n","n","other","n"
"hans123trader","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans123Trader.mq4","8.3","","n","n","other","n"
"hans123trader_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans123Trader_v8.mq4","13.1","iATR","n","n","other","n"
"hans123trader_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans123Trader_v2.mq4","9.9","","n","n","other","n"
"hans123trader_v8m","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans123Trader_v8m1_1.mq4","14","iATR","n","n","other","n"
"hans123trader_v8m1_1_r","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans123Trader_v8m1_1_R.mq4","14","iATR","n","n","other","n"
"happy_doji_lucky_hammer","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Happy Doji Lucky Hammer.mq4","17.6","","n","n","other","n"
"happy_doji_lucky_hammer","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Happy_Doji_Lucky_Hammer.mq4","25.3","","n","n","other","n"
"happy_doji_lucky_hammer","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Happy Doji Lucky Hammer3.mq4","24.7","","n","n","other","n"
"happy_doji_lucky_hammer","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Happy Doji Lucky Hammer2.mq4","24.5","","n","n","other","n"
"happy_doji_lucky_hammer","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Happy Doji Lucky Hammer4.mq4","25","","n","n","other","n"
"happy_doji_lucky_hammer","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Happy Doji Lucky Hammer1.mq4","21.6","","n","n","other","n"
"hedgehog","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\HedgeHog.mq4","2.7","","n","n","other","n"
"hedgehog_1_1","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\HedgeHog_1[1].0.mq4","8","iATR","n","n","other","n"
"hedgehog_v1_1","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\HedgeHog_v1[1].3.mq4","5","iSAR","n","n","trend","n"
"hedgehog_v1_1","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\HedgeHog_v1[1].1.mq4","2.7","","n","n","other","n"
"hedgehog_v1_1_1","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\HedgeHog_v1[1][1].1.mq4","2.7","","n","n","other","n"
"hedgehogultra_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\HedgeHogUltra_v1.mq4","3.9","","n","n","other","n"
"hedgexpert_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\HedgExpert_v1.mq4","11.4","","n","n","other","n"
"hedgexpert_v1_1","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\HedgExpert_v1[1].1.mq4","13","","n","n","other","n"
"heiken","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Heiken299.mq4","5.6","iCustom|iMA|iAO","y","n","trend","n"
"hma_no_solid","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\HMA_No_Solid.mq4","2.6","iMA","n","n","trend","n"
"hull_trend","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hull Trend.mq4","3.4","iMA","n","n","trend","n"
"i_macd","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\_i_MACD.mq4","2.6","iMA","n","n","trend","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.5.mq4","10.8","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr2.19.mq4","20.6","iRSI|iADX","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.3.mq4","10.8","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr4.mq4","10.5","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.9.mq4","13.3","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.16.mq4","15.9","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.12.mq4","13.1","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.13.mq4","14.2","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.mq4","10.2","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr2.mq4","10.4","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr3.mq4","10.5","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr1.17.mq4","18.7","iRSI|iADX","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr1.5.mq4","11.4","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr1.12.mq4","14.8","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.10.mq4","13.3","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.18.mq4","18.9","iRSI|iADX","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr1.3.mq4","10.8","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.6.mq4","11.9","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.8.mq4","13.2","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.4.mq4","10.8","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.7.mq4","13.2","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.11.mq4","13.6","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr1.mq4","10.3","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.14.mq4","14.7","iRSI","n","n","oscillator","n"
"icwr","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.17.mq4","18.6","iRSI|iADX","n","n","oscillator","n"
"icwr_1_12_w_tsl","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr[1].12 (w.tsl).mq4","18.2","iRSI|iADX","n","n","oscillator","n"
"icwr_ea","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr ea.mq4","6.3","iCustom|iRSI","y","n","oscillator","n"
"ifxovereasy","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\iFxOverEasy1.mq4","2.8","iCustom|iMA","y","n","trend","n"
"infinix","2","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Infinix\Infinix 2313442.mq4","376.7","iATR","n","y","breakout","n"
"infinix_ea","2","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Infinix\Infinix ea 2385782.mq4","376.7","iATR","n","y","breakout","n"
"it","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\it1.mq4","8.5","iCustom","y","n","other","n"
"it","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\it.mq4","8.8","iCustom","y","n","other","n"
"it","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\it2.mq4","8.8","iCustom","y","n","other","n"
"it","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\it3.mq4","8.9","iCustom","y","n","other","n"
"it_d","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\it.d.mq4","8.5","iCustom","y","n","other","n"
"jfk","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\jfk.mq4","7.1","iMA","n","n","trend","n"
"jma_macd_i","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\JMA_MACD [i].mq4","2.6","iCustom|iMA","y","n","trend","n"
"jobot_fibo_partial_close_rsi_divergence_advance","2","D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\(Jobot) Fibo Partial Close (RSI Divergence) Advance.mq4","337.7","iCustom|iRSI","y","y","reversion","n"
"joh_ai_gen_hedge","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\(Joh)AI Gen Hedge.mq4","191.9","","n","y","other","n"
"joh_ai_gen_workshop","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\(Joh)AI gen Workshop1.mq4","229.7","iMA|iADX","n","y","breakout","n"
"joh_workshop","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\(Joh)Workshop3.mq4","167","iRSI","n","y","reversion","n"
"jpyretz20_mq4","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\JPYretz20.mq4  .mq4","8.2","iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"juice","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Juice.mq4","2.9","","n","n","other","n"
"juice","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Juice2.mq4","3","","n","n","other","n"
"juice5level","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Juice5Level.mq4","4.5","","n","n","other","n"
"juicelevelsalert","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\JuiceLevelsAlert.mq4","4","","n","n","other","n"
"juicenew","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Juicenew.mq4","3.1","","n","n","other","n"
"jum_stoch_v2_5f","2","D:\Forex\01_INBOX_NEW\2.1 review EA\MT4 good\Jum+StoCh+v2.5F.mq4","18.1","iMA|iRSI|iStochastic","n","n","oscillator","n"
"jumpy","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Jumpy.mq4","5.4","","n","n","other","n"
"jumstoch_fixedlot","2","D:\Forex\01_INBOX_NEW\2.1 review EA\MT4 good\JUMSTOCH_FIXEDLOT.mq4","18.1","iMA|iRSI|iStochastic","n","n","oscillator","n"
"k","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\K.mq4","168.2","iRSI","n","y","reversion","n"
"ken_ai_gen","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\(Ken) Ai Gen.mq4","179.5","iMA|iADX","n","y","breakout","n"
"ki_ea","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\KI EA.mq4","9","iCustom|iADX","y","n","trend","n"
"kshighblow","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\wait for testttt\KSHighBLow6.mq4","755.2","iStochastic|iADX","n","y","reversion","n"
"l_ai_gen","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\(L) Ai gen.mq4","173.3","iMA|iADX","n","y","breakout","n"
"las_vegas_tunnel","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\LAS_VEGAS_TUNNEL_2.mq4","3.3","iMA","n","n","trend","n"
"las_vegas_tunnel","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\LAS VEGAS TUNNEL.mq4","3.2","iMA","n","n","trend","n"
"las_vegas_tunnel","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\LAS_VEGAS_TUNNEL_3.mq4","3.3","iMA","n","n","trend","n"
"lbs","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\LBS.mq4","1.3","","n","n","other","n"
"lbs_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\LBS V12.mq4","4.7","iATR","n","n","other","n"
"lots_ex1_4_1111_p_m","2","D:\Forex\01_INBOX_NEW\2.1 review EA\MT4 good\Lots ex1+4 1111 P m1.mq4","965.5","","n","n","other","n"
"lsma_angle","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\LSMA_Angle.mq4","5.6","","n","n","other","n"
"m1v11_killerkhan","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\m1v11(killerkhan).mq4","5.7","","n","n","other","n"
"ma_of_rsi","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\ma of rsi.mq4","1.4","","n","n","other","n"
