variant,context,symbol,tf,window,pf,net,trades,native_eqdd_pct,report_sha256,set_sha256,build_receipt,ex5_sha256,source,sidecar_truncated,cage_kill_confirmed,full_window_eligible,parse_error
PIPFLOOR_OFF,USDJPY_H1,USDJPY,H1,MAIN,1.83,1263.49,501,6.4,173967263df4b82b434cae55173c3291be172e2f0dae141fe0341bdaa1be87e6,9b1bc32cc6e0ae4a7ce999c125d5ff65a5ae461160bdac38121bb0cc5b1e465e,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
PIPFLOOR_OFF,XAU_H4,XAUUSD,H4,BWD,1.44,512.69,148,8.29,5f0eaba2870ea98cc5233c530bd823ea72e575d18061517c3616041430b715c1,9b1bc32cc6e0ae4a7ce999c125d5ff65a5ae461160bdac38121bb0cc5b1e465e,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
PIPFLOOR_OFF,XAU_H4,XAUUSD,H4,MAIN,4.08,707.78,79,6.27,7da6009e911ada5503876dfee5cf68bcb63a953f4fe0782b34ca7d53cbb8032b,9b1bc32cc6e0ae4a7ce999c125d5ff65a5ae461160bdac38121bb0cc5b1e465e,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
PIPFLOOR_OFF,XAU_M15,XAUUSD,M15,BWD,1.1,1019.92,1483,14.31,4a4a1676c880a616e5d4bc15f0ebb6ac2977908988b24fe2e4a2a04a0c56edf4,9b1bc32cc6e0ae4a7ce999c125d5ff65a5ae461160bdac38121bb0cc5b1e465e,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
PIPFLOOR_OFF,XAU_M15,XAUUSD,M15,MAIN,1.19,2083.33,1572,14.11,d146902a2b1de1b025ec931f69a7720a35ec17bf79e94b6cfbc393c4b69820e0,9b1bc32cc6e0ae4a7ce999c125d5ff65a5ae461160bdac38121bb0cc5b1e465e,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
SELL_DIRECTION,EUR_H4,EURUSD,H4,BWD,0.48,-214.92,62,3.55,98122995a5a4fc02443d9a272fc3104ffbfdaecb8f30a8de3dde85e7c79ecf68,c0e7cfad84236b798dece5b5106d271c708553fb220af370dba913d8610105de,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,EURGBP_EXTENSION,False,False,True,
SELL_DIRECTION,EUR_H4,EURUSD,H4,MAIN,0.8,-52.14,64,3.44,31be2dbb8ad89c00f845097fc64dbf37227dcf2bd25f1ecc3e5aac4c1575118e,c0e7cfad84236b798dece5b5106d271c708553fb220af370dba913d8610105de,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,EURGBP_EXTENSION,False,False,True,
SELL_DIRECTION,GBP_H4,GBPUSD,H4,BWD,14.36,268.97,76,1.27,d87d450e83bd3fd4cf93d13bb30b51238c0eb110a7154fdde2c22205d9b88fc9,c0e7cfad84236b798dece5b5106d271c708553fb220af370dba913d8610105de,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,EURGBP_EXTENSION,False,False,True,
SELL_DIRECTION,GBP_H4,GBPUSD,H4,MAIN,7.97,283.2,80,1.72,24fb63c4d163410d37ab60eade7230a9e3488f1bed854d0871cf53b2df0f0a89,c0e7cfad84236b798dece5b5106d271c708553fb220af370dba913d8610105de,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,EURGBP_EXTENSION,False,False,True,
SELL_DIRECTION,USDJPY_H1,USDJPY,H1,BWD,0.67,-182.33,272,3.47,93925d6c156fcc97761dc97df1fdc00ccf68d8a69e08fe0c46634e444f894e94,c0e7cfad84236b798dece5b5106d271c708553fb220af370dba913d8610105de,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
SELL_DIRECTION,USDJPY_H1,USDJPY,H1,MAIN,0.52,-488.21,168,5.43,507cc55259b312c78cb578068292a2b7f54c30ae6b2c4cbd1f0a22b10d39971d,c0e7cfad84236b798dece5b5106d271c708553fb220af370dba913d8610105de,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
SELL_DIRECTION,XAU_H4,XAUUSD,H4,BWD,1.58,729.19,196,8.79,1c56ce84afca0f3210c0522df2761cf9758f59687c1bb4b6f8ac0fc6087f00c5,c0e7cfad84236b798dece5b5106d271c708553fb220af370dba913d8610105de,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
SELL_DIRECTION,XAU_H4,XAUUSD,H4,MAIN,1.04,157.21,325,14.61,8b96dbe14d7f816100e4e4940d1495e27d245c19e4bf480f38a4ab33cc7bb674,c0e7cfad84236b798dece5b5106d271c708553fb220af370dba913d8610105de,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
SELL_DIRECTION,XAU_M15,XAUUSD,M15,BWD,0.47,-2504.95,393,25.18,2037baaa5cdbad8f4eb9969af48d187ab3127315113c975b5635d4a5ba5ced96,c0e7cfad84236b798dece5b5106d271c708553fb220af370dba913d8610105de,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,True,True,False,
SELL_DIRECTION,XAU_M15,XAUUSD,M15,MAIN,0.81,-2330.25,1521,25.08,2a4bea6001baf73a08ee15c8100fc66f58df3a46518382d68f82727f48d81528,c0e7cfad84236b798dece5b5106d271c708553fb220af370dba913d8610105de,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,True,True,False,
SINGLETP_OFF,EUR_H4,EURUSD,H4,BWD,0.62,-148.28,14,6.5,d00a8c44ccb91eeafe9335f0d0045ed473526ad18b9f311a423aed77c798b8b6,4f900139ae9e8acdff17198e6721028f769da1fb546b4be1415d050658e00fd1,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,EURGBP_EXTENSION,False,False,True,
SINGLETP_OFF,EUR_H4,EURUSD,H4,MAIN,1.11,25.88,18,2.54,f82741bace4b1299891eef7edb591fef9566caf87b3904f9eac57f2f0e3b311e,4f900139ae9e8acdff17198e6721028f769da1fb546b4be1415d050658e00fd1,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,EURGBP_EXTENSION,False,False,True,
SINGLETP_OFF,GBP_H4,GBPUSD,H4,BWD,0.41,-802.83,40,13.16,9cdf16a83e8aa4cb188be86a6456463ce74d9f9dd6a4ee9e067895bb6db5ba01,4f900139ae9e8acdff17198e6721028f769da1fb546b4be1415d050658e00fd1,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,EURGBP_EXTENSION,False,False,True,
SINGLETP_OFF,GBP_H4,GBPUSD,H4,MAIN,0.0,175.2,3,1.33,1c2b092939f8f774a28af5439dd646e6ac2eefa72feb14a0d6d71f4b8363753c,4f900139ae9e8acdff17198e6721028f769da1fb546b4be1415d050658e00fd1,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,EURGBP_EXTENSION,False,False,True,
SINGLETP_OFF,USDJPY_H1,USDJPY,H1,BWD,2.6,229.74,15,1.5,7fe0954c444eaaf19806186fe9f0a9bcafd5a21f54a681a5b0b5a3d0e2a72fd7,4f900139ae9e8acdff17198e6721028f769da1fb546b4be1415d050658e00fd1,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
SINGLETP_OFF,USDJPY_H1,USDJPY,H1,MAIN,0.0,276.74,4,1.21,d35740ff124e9e50ab27d3bef8dd6ee50da4145db936b62c201b8b17bda60fe2,4f900139ae9e8acdff17198e6721028f769da1fb546b4be1415d050658e00fd1,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
SINGLETP_OFF,XAU_H4,XAUUSD,H4,BWD,0.17,-399.24,4,10.6,0687487caed64405460479d9aab64cf542ef84ede4ef4202c1039586e5875002,4f900139ae9e8acdff17198e6721028f769da1fb546b4be1415d050658e00fd1,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
SINGLETP_OFF,XAU_H4,XAUUSD,H4,MAIN,5.98,1952.33,43,6.71,6d21c76cf14303a137ccb2054e0204174e94b13a8ac0497591369db3a693fd0e,4f900139ae9e8acdff17198e6721028f769da1fb546b4be1415d050658e00fd1,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
SINGLETP_OFF,XAU_M15,XAUUSD,M15,BWD,1.0,16.21,847,17.95,06840693dc8e3e5347492de26332e2c0cfc952c78dc5481728a4a7c5848eaba5,4f900139ae9e8acdff17198e6721028f769da1fb546b4be1415d050658e00fd1,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
SINGLETP_OFF,XAU_M15,XAUUSD,M15,MAIN,1.72,1860.42,326,11.74,06be4f1b966e8ecc44399794c662e39df048497527d3017a4a038606922cfd9e,4f900139ae9e8acdff17198e6721028f769da1fb546b4be1415d050658e00fd1,br-4fa94d22907b446ebc721d524bdfa5d1,212de9f292f2b90c24a71875352d81f39878148c57563b7d23b7a76216eb37db,MAIN_MATRIX,False,False,True,
