Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSwingPeriod,InpRiskReward,InpLotMultiplier,InpMinGapPts,InpTakeProfitUSD,InpDailyTargetUSD,InpSLBufferPts,InpMaxRecoverySteps,reject_reasons,score
1707,7160.59,10.624021,1.216332,2.341677,2.246495,15.2464,674,7,1.5,1.4,400,200,260,45,7,MAX_RECOVERY_STEPS_GT_3,45.0749
1656,8161.90,13.380164,1.246133,2.196155,2.812507,18.6951,610,6,2.0,2.0,450,160,180,30,5,MAX_RECOVERY_STEPS_GT_3,45.0432
1783,7685.86,12.599770,1.198989,2.398406,2.420088,16.3816,610,6,3.0,1.0,200,200,220,30,5,MAX_RECOVERY_STEPS_GT_3,45.0409
1477,4964.57,6.885673,1.147592,2.600054,1.831980,12.4495,721,6,1.5,1.0,200,120,260,15,7,MAX_RECOVERY_STEPS_GT_3,45.0292
1428,7971.51,12.633138,1.192573,2.366374,2.458623,16.5061,631,7,2.5,1.0,350,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,45.0146
1189,7591.46,12.547868,1.198340,2.381806,2.440319,16.3943,605,6,3.0,1.0,200,200,220,15,5,MAX_RECOVERY_STEPS_GT_3,44.8376
1897,1235.64,1.674309,1.051487,0.617956,0.627194,15.1090,738,3,1.0,1.0,500,120,100,15,3,PF_LT_1_10,44.8303
1319,7138.83,10.607474,1.215946,2.333531,2.229734,15.2710,673,7,1.5,1.4,400,200,260,15,7,MAX_RECOVERY_STEPS_GT_3,44.7169
1345,5826.84,8.312183,1.234411,2.143056,2.612168,16.4353,701,5,1.5,2.0,400,40,140,30,7,MAX_RECOVERY_STEPS_GT_3,44.6630
1490,5200.05,8.754293,1.201922,2.303384,2.400880,14.2694,594,6,2.0,1.2,450,160,100,15,7,MAX_RECOVERY_STEPS_GT_3,44.5893
2337,5799.67,8.682141,1.181216,2.511071,1.971241,13.8963,668,7,2.0,1.2,150,120,220,15,7,MAX_RECOVERY_STEPS_GT_3,44.4882
1673,9879.05,15.781230,1.268123,2.110705,2.959892,20.9003,626,6,2.0,2.0,450,200,260,15,5,MAX_RECOVERY_STEPS_GT_3,44.4458
950,4251.83,6.346015,1.148901,2.632076,1.582412,11.1752,670,7,1.5,1.4,350,80,220,45,7,MAX_RECOVERY_STEPS_GT_3,43.8039
1332,6430.95,10.899915,1.209090,2.291979,2.368161,15.3021,590,7,2.5,2.0,400,80,140,30,5,MAX_RECOVERY_STEPS_GT_3,43.6610
1762,9536.83,15.113835,1.248465,2.189375,2.801813,20.5888,631,7,3.0,1.2,200,160,260,30,7,MAX_RECOVERY_STEPS_GT_3,43.6312
793,2594.82,4.288959,1.088190,0.824166,0.920686,21.6484,605,5,1.5,1.4,100,160,300,30,3,PF_LT_1_10,43.6182
803,6423.32,10.905467,1.208796,2.289260,2.364463,15.3091,589,7,2.5,2.0,400,80,140,45,5,MAX_RECOVERY_STEPS_GT_3,43.5464
108,2544.94,5.731847,1.085183,0.817489,1.001294,20.4785,444,7,2.5,1.4,200,120,220,15,3,PF_LT_1_10,43.2978
192,3048.98,5.604743,1.114166,0.819499,1.241119,24.7808,544,5,2.0,1.8,100,80,260,15,3,,43.2584
582,2560.32,4.224950,1.087070,0.812952,0.909305,21.7185,606,5,1.5,1.8,150,160,300,30,3,PF_LT_1_10,43.2099
1460,5718.35,8.076766,1.193255,2.094288,2.687099,16.5473,708,5,3.0,1.6,150,40,140,15,7,MAX_RECOVERY_STEPS_GT_3,43.0517
39,2793.10,6.006667,1.090286,0.778332,1.136873,21.9405,465,4,3.5,1.6,500,120,260,45,3,PF_LT_1_10,42.9145
1498,7895.33,12.775615,1.203983,2.302799,2.397818,17.1576,618,6,3.0,1.0,200,160,260,45,5,MAX_RECOVERY_STEPS_GT_3,42.8467
2122,8418.44,12.716677,1.215934,2.209941,2.598979,18.7896,662,7,2.0,1.0,250,200,260,30,7,MAX_RECOVERY_STEPS_GT_3,42.8154
1918,8380.06,13.322830,1.241005,2.207422,2.565874,18.8867,629,7,2.0,1.0,450,160,260,45,7,MAX_RECOVERY_STEPS_GT_3,42.7169
709,9076.68,12.589015,1.204657,2.011702,2.938062,19.8519,721,5,3.0,1.0,200,200,260,15,7,MAX_RECOVERY_STEPS_GT_3,42.4352
621,1874.17,5.279352,1.081948,0.724135,1.030327,18.9971,355,7,4.0,1.0,150,120,100,15,3,PF_LT_1_10,42.2455
2027,6334.79,9.483219,1.222284,2.351496,2.071326,16.2985,668,7,2.0,2.0,150,80,300,15,7,MAX_RECOVERY_STEPS_GT_3,41.9177
924,1310.04,1.694748,1.053788,0.664705,0.621313,18.1805,773,3,1.0,1.0,100,40,100,15,3,PF_LT_1_10,41.9047
836,1402.07,1.839987,1.057716,0.644544,0.704163,18.9394,762,3,1.0,1.0,100,40,100,30,3,PF_LT_1_10,41.7036
968,2415.78,4.746130,1.087704,0.762802,1.037274,22.2885,509,5,2.5,1.6,250,80,300,45,3,PF_LT_1_10,41.6175
578,1395.52,1.831391,1.057408,0.640808,0.701168,18.9576,762,3,1.0,1.0,100,40,100,45,3,PF_LT_1_10,41.5817
1190,5263.75,7.519643,1.213796,2.011875,2.576430,16.3808,700,5,1.5,1.2,450,40,140,15,7,MAX_RECOVERY_STEPS_GT_3,41.4002
825,1711.49,4.576176,1.068344,0.716248,0.793227,17.4007,374,6,4.0,1.4,200,160,180,30,3,PF_LT_1_10,41.3858
1225,8442.34,13.464657,1.227611,2.089016,2.749401,19.7821,627,6,2.0,2.0,300,200,260,30,5,MAX_RECOVERY_STEPS_GT_3,41.2354
166,4287.42,5.454733,1.181445,2.129654,2.052176,12.3512,786,4,1.0,2.0,350,120,100,45,7,MAX_RECOVERY_STEPS_GT_3,41.1394
392,4285.51,5.452303,1.181442,2.127754,2.051320,12.3575,786,4,1.0,1.8,350,160,100,30,7,MAX_RECOVERY_STEPS_GT_3,41.0937
1522,9058.04,12.493848,1.201977,1.977565,2.892005,20.1090,725,5,3.0,1.0,200,200,260,30,7,MAX_RECOVERY_STEPS_GT_3,41.0509
436,1521.12,2.697021,1.062254,0.630344,0.756968,18.5251,564,5,2.0,1.2,300,40,260,30,3,PF_LT_1_10,40.7913
1580,2058.02,4.243340,1.087115,0.660049,1.037509,21.3241,485,6,2.5,2.0,450,40,220,45,3,PF_LT_1_10,40.6935
363,2273.48,4.857863,1.071145,0.687885,1.031270,21.2166,468,3,3.5,1.0,100,80,300,45,3,PF_LT_1_10,40.4836
2043,2153.78,4.404458,1.091650,0.656338,1.075308,22.0514,489,6,2.5,1.8,400,40,300,45,3,PF_LT_1_10,40.4068
434,1488.76,2.989478,1.060869,0.643794,0.774202,18.3410,498,5,3.0,1.2,500,40,180,30,3,PF_LT_1_10,40.3788
567,1622.13,2.538545,1.078164,0.588680,0.677357,19.1667,639,7,1.0,1.2,450,160,220,30,3,PF_LT_1_10,40.2791
1942,7159.13,11.274220,1.181266,2.363935,2.031641,16.2661,635,7,4.0,1.0,350,120,300,30,7,MAX_RECOVERY_STEPS_GT_3,40.2514
405,1961.09,4.119937,1.065675,0.649555,0.955508,20.1554,476,4,3.5,1.8,150,80,300,45,3,PF_LT_1_10,40.1911
1703,10158.77,16.385113,1.243906,2.148622,2.646929,21.7564,620,7,4.0,1.0,450,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,40.0642
555,1605.74,2.512895,1.077379,0.582351,0.670625,19.1987,639,7,1.0,1.2,450,160,220,15,3,PF_LT_1_10,40.0428
1985,7774.67,11.535119,1.196421,2.239358,2.314275,18.6425,674,6,2.5,2.0,350,160,260,45,7,MAX_RECOVERY_STEPS_GT_3,39.7528
2410,7407.19,11.155407,1.177072,2.272772,2.212920,17.5202,664,6,2.5,2.0,450,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,39.5834
995,3896.35,5.894629,1.136733,2.527783,1.441468,11.6771,661,7,1.5,1.4,200,80,300,15,5,MAX_RECOVERY_STEPS_GT_3,39.4956
2148,7396.39,11.139142,1.176821,2.269193,2.209962,17.5310,664,6,2.5,2.0,450,160,300,30,7,MAX_RECOVERY_STEPS_GT_3,39.4730
2374,7388.03,11.126551,1.176726,2.266371,2.208343,17.5395,664,6,2.5,2.0,450,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,39.3967
1170,8613.78,12.556531,1.198064,2.102589,2.599975,20.3085,686,6,3.0,1.0,200,160,220,30,7,MAX_RECOVERY_STEPS_GT_3,39.2075
783,7768.34,12.570129,1.200321,2.154025,2.371258,18.0057,618,6,3.0,1.0,200,160,260,15,5,MAX_RECOVERY_STEPS_GT_3,39.1401
1671,7713.90,11.444955,1.194886,2.221374,2.295335,18.7038,674,6,2.5,2.0,350,160,260,15,7,MAX_RECOVERY_STEPS_GT_3,39.1359
53,1417.29,1.887204,1.052208,0.515928,0.752879,19.8780,751,4,1.0,1.0,450,40,260,30,3,PF_LT_1_10,38.9500
1111,5733.91,8.714149,1.196758,2.177280,2.088896,15.7196,658,7,2.0,2.0,400,80,300,45,7,MAX_RECOVERY_STEPS_GT_3,38.8381
263,6469.28,9.831733,1.170940,2.321293,2.106322,17.2221,658,5,3.0,1.0,200,200,260,15,5,MAX_RECOVERY_STEPS_GT_3,38.8336
1804,6166.33,9.634891,1.211757,1.912527,2.643977,17.5181,640,6,2.0,2.0,250,40,260,45,5,MAX_RECOVERY_STEPS_GT_3,38.7435
341,2128.39,4.165147,1.075874,0.684161,0.893756,22.4352,511,5,2.5,1.6,250,80,260,30,3,PF_LT_1_10,38.2975
184,3921.12,5.749443,1.191634,2.362804,1.621513,14.1131,682,7,1.0,1.8,150,80,220,30,7,MAX_RECOVERY_STEPS_GT_3,38.1321
833,2082.23,4.012004,1.070472,0.639382,0.867934,21.7424,519,5,2.0,1.8,450,120,220,45,3,PF_LT_1_10,38.1011
729,4234.54,5.273400,1.157577,2.236805,1.710024,12.6804,803,4,1.0,2.0,350,120,140,45,5,MAX_RECOVERY_STEPS_GT_3,38.0683
936,954.66,1.335189,1.035900,0.456581,0.371272,16.0288,715,5,1.0,1.8,300,160,300,45,3,PF_LT_1_10,38.0607
304,2210.00,4.966292,1.070288,0.689277,0.920342,22.0103,445,4,3.5,2.0,350,160,220,15,3,PF_LT_1_10,38.0524
963,2086.52,3.922030,1.070724,0.633311,0.868209,21.9130,532,5,2.0,1.4,400,120,220,45,3,PF_LT_1_10,38.0048
611,2068.07,4.220551,1.061064,0.626485,0.920734,21.4799,490,4,3.5,1.8,450,80,300,30,3,PF_LT_1_10,38.0000
846,5023.52,7.681223,1.178622,2.059748,2.172978,14.8975,654,6,1.5,1.0,200,200,140,30,5,MAX_RECOVERY_STEPS_GT_3,37.8554
1558,6027.80,8.698124,1.139483,2.290328,1.880885,15.1208,693,3,3.0,1.2,350,160,260,30,5,MAX_RECOVERY_STEPS_GT_3,37.8146
1535,5702.77,8.411165,1.162013,2.161172,2.065626,15.5095,678,5,2.5,1.2,150,120,220,30,5,MAX_RECOVERY_STEPS_GT_3,37.6700
985,8257.53,13.318597,1.231773,1.949549,2.699802,20.6070,620,6,2.0,1.2,450,200,220,15,5,MAX_RECOVERY_STEPS_GT_3,37.6108
897,4035.04,5.199794,1.171369,2.025897,1.887557,12.4282,776,4,1.0,1.8,350,160,100,30,5,MAX_RECOVERY_STEPS_GT_3,37.3656
67,910.73,1.708687,1.042274,0.470997,0.488170,15.9778,533,6,1.5,1.0,500,200,100,30,3,PF_LT_1_10,37.3225
1040,1080.61,2.501412,1.049200,0.547516,0.558892,16.7020,432,6,2.5,2.0,400,160,100,15,3,PF_LT_1_10,37.1930
857,3907.99,5.747044,1.189368,2.313680,1.619399,14.2336,680,7,1.0,1.8,150,80,220,30,5,MAX_RECOVERY_STEPS_GT_3,37.1150
1521,8134.16,11.926921,1.190099,2.078307,2.454777,20.0602,682,6,3.0,1.0,200,160,220,15,7,MAX_RECOVERY_STEPS_GT_3,37.1135
300,6015.98,10.647752,1.187659,2.029443,2.484332,17.3606,565,6,3.5,1.6,450,200,100,15,7,MAX_RECOVERY_STEPS_GT_3,37.0997
1208,7939.14,11.573090,1.207706,1.934413,2.577967,19.8078,686,6,2.5,1.0,100,120,260,15,7,MAX_RECOVERY_STEPS_GT_3,37.0658
1513,7974.98,11.762507,1.209804,1.932008,2.589434,19.8656,678,6,2.5,1.2,150,120,260,45,7,MAX_RECOVERY_STEPS_GT_3,37.0521
1421,6829.17,11.104341,1.186849,2.029043,2.342001,17.1503,615,6,2.5,2.0,450,120,220,30,5,MAX_RECOVERY_STEPS_GT_3,37.0153
512,6001.66,10.641241,1.187195,2.025767,2.478666,17.3685,564,6,3.5,1.6,450,200,100,30,7,MAX_RECOVERY_STEPS_GT_3,36.9408
2059,5606.88,8.209195,1.159660,2.135572,2.034510,15.5149,683,5,2.5,1.0,200,120,220,30,5,MAX_RECOVERY_STEPS_GT_3,36.9095
1143,5714.71,9.070968,1.193544,2.048122,2.201096,16.3676,630,7,2.0,2.0,350,80,180,15,5,MAX_RECOVERY_STEPS_GT_3,36.7231
298,1050.22,2.092072,1.050264,0.573772,0.514270,17.9598,502,7,2.5,1.4,250,40,260,45,3,PF_LT_1_10,36.6533
235,8291.36,11.189420,1.182280,2.077645,2.266802,18.9238,741,5,3.0,1.6,150,200,260,45,7,MAX_RECOVERY_STEPS_GT_3,36.6496
1824,6831.47,11.090049,1.186697,2.010486,2.344921,17.2834,616,6,2.5,2.0,450,120,220,15,5,MAX_RECOVERY_STEPS_GT_3,36.6166
254,1185.83,1.682028,1.043950,0.465303,0.465995,18.5570,705,5,1.0,1.8,400,160,300,45,3,PF_LT_1_10,36.5023
1705,5964.63,9.276252,1.189240,2.135121,2.099811,16.9989,643,7,2.0,2.0,150,80,180,30,5,MAX_RECOVERY_STEPS_GT_3,36.4177
1014,5427.18,7.665508,1.206145,1.920799,2.351845,17.4169,708,5,1.5,2.0,400,40,220,15,5,MAX_RECOVERY_STEPS_GT_3,36.3588
1161,5934.80,10.522695,1.185318,2.009651,2.455826,17.3923,564,6,3.5,1.6,450,200,100,45,7,MAX_RECOVERY_STEPS_GT_3,36.3429
14,5015.47,7.775922,1.190141,1.929116,2.358631,16.5651,645,5,4.0,2.0,500,40,300,30,5,MAX_RECOVERY_STEPS_GT_3,36.0219
1211,5010.40,7.768062,1.189949,1.926721,2.356158,16.5711,645,5,4.0,2.0,500,40,300,15,5,MAX_RECOVERY_STEPS_GT_3,35.9448
990,6796.79,9.197280,1.185979,1.992621,2.294173,18.1779,739,5,2.5,1.2,150,120,260,45,7,MAX_RECOVERY_STEPS_GT_3,35.9252
1165,5692.22,8.028519,1.217155,1.804036,2.479786,17.9994,709,5,1.5,2.0,450,40,260,30,7,MAX_RECOVERY_STEPS_GT_3,35.7057
537,1411.14,3.002426,1.045497,0.520445,0.685516,19.2004,470,4,3.5,1.8,150,80,300,30,3,PF_LT_1_10,35.6336
859,9227.12,14.646222,1.213270,1.971379,2.561368,21.4964,630,6,3.5,1.8,200,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,35.4667
792,6527.99,9.772440,1.191220,1.914136,2.393584,18.3306,668,6,2.5,1.2,400,80,260,15,7,MAX_RECOVERY_STEPS_GT_3,35.1507
1126,1429.45,2.486000,1.050881,0.575275,0.548306,20.5602,575,7,1.5,1.4,300,160,260,30,3,PF_LT_1_10,35.1498
1967,8670.74,13.360154,1.207319,1.911240,2.552606,20.7903,649,6,3.0,1.8,400,160,260,45,7,MAX_RECOVERY_STEPS_GT_3,35.1093
992,3141.23,4.552507,1.164449,2.267987,1.467133,13.1442,690,6,1.0,1.0,100,160,100,30,7,MAX_RECOVERY_STEPS_GT_3,35.1016
161,1611.00,2.712121,1.057790,0.554256,0.645150,21.6815,594,5,1.5,1.4,400,120,140,15,3,PF_LT_1_10,35.0614
157,935.25,1.673077,1.042148,0.440487,0.492881,17.9531,559,5,2.5,2.0,150,40,220,15,3,PF_LT_1_10,34.9209
796,7394.89,11.908035,1.207948,1.951581,2.446421,19.7799,621,6,2.0,2.0,300,200,220,15,5,MAX_RECOVERY_STEPS_GT_3,34.8491
488,4065.49,6.867382,1.149055,2.195236,1.798727,14.0644,592,6,2.0,1.4,300,160,100,45,5,MAX_RECOVERY_STEPS_GT_3,34.7453
1992,6747.86,9.143442,1.170039,1.973168,2.290171,18.5499,738,5,2.5,1.0,200,120,260,15,7,MAX_RECOVERY_STEPS_GT_3,34.5646
1573,1422.72,2.500387,1.051279,0.558641,0.524317,20.5807,569,7,1.5,1.4,400,160,300,45,3,PF_LT_1_10,34.5606
344,1004.05,1.737111,1.036631,0.457311,0.442045,18.2472,578,5,1.5,1.8,500,80,180,45,3,PF_LT_1_10,34.4247
309,4993.23,8.053597,1.141795,2.316421,1.504273,13.9725,620,7,4.0,1.2,350,120,260,15,7,MAX_RECOVERY_STEPS_GT_3,34.3386
916,6229.35,10.871466,1.174626,1.974243,2.294233,17.3005,573,6,4.0,2.0,450,200,140,15,7,MAX_RECOVERY_STEPS_GT_3,34.2077
1637,5398.81,8.836023,1.190983,1.941229,2.188956,16.6517,611,7,2.0,1.0,450,80,220,15,5,MAX_RECOVERY_STEPS_GT_3,34.1383
973,5309.75,7.436625,1.200538,1.829592,2.341848,17.9345,714,5,1.5,2.0,400,40,220,15,7,MAX_RECOVERY_STEPS_GT_3,34.0147
1355,2212.87,4.718273,1.074551,0.605622,0.968373,25.2026,469,5,2.5,1.2,100,200,140,30,3,PF_LT_1_10;EQUITY_DD_GT_25,33.9407
1306,5537.82,8.860512,1.174615,1.978605,2.081715,16.2713,625,7,2.0,1.2,400,120,220,30,7,MAX_RECOVERY_STEPS_GT_3,33.7797
888,6310.49,11.032325,1.185852,2.002408,2.182357,17.5619,572,7,3.5,1.2,450,200,180,15,7,MAX_RECOVERY_STEPS_GT_3,33.6169
576,6361.57,11.737214,1.198024,1.910691,2.350877,17.9098,542,7,2.5,1.0,350,160,140,45,5,MAX_RECOVERY_STEPS_GT_3,33.5319
1253,5509.66,8.829583,1.172646,1.969811,2.066334,16.2895,624,7,2.0,1.2,400,120,220,45,7,MAX_RECOVERY_STEPS_GT_3,33.3748
401,872.05,1.588434,1.039709,0.390121,0.476333,18.2970,549,5,2.0,2.0,250,40,140,15,3,PF_LT_1_10,33.3274
1013,4378.00,8.275992,1.166648,2.127205,1.803392,14.3376,529,7,4.0,1.0,100,200,100,45,7,MAX_RECOVERY_STEPS_GT_3,33.3157
827,5376.37,9.704639,1.184064,2.040515,2.028253,16.3844,554,7,3.5,1.4,350,160,140,30,7,MAX_RECOVERY_STEPS_GT_3,33.2737
1601,5137.72,7.819970,1.178036,2.011613,1.875164,15.8006,657,7,2.0,1.4,400,80,260,15,7,MAX_RECOVERY_STEPS_GT_3,33.1509
358,4696.90,7.063008,1.180938,1.774524,2.279892,16.2110,665,5,2.5,1.2,450,40,140,45,5,MAX_RECOVERY_STEPS_GT_3,33.1449
1736,6307.99,8.559009,1.169861,2.018208,2.044229,18.1205,737,5,2.0,1.4,150,120,300,30,5,MAX_RECOVERY_STEPS_GT_3,33.0699
1711,5477.31,8.763696,1.172797,1.957406,2.057118,16.3255,625,7,2.0,1.2,400,120,220,15,7,MAX_RECOVERY_STEPS_GT_3,33.0568
690,4857.09,7.612994,1.130481,2.247883,1.503712,14.0768,638,7,4.0,1.0,100,120,300,15,7,MAX_RECOVERY_STEPS_GT_3,32.9729
1827,6169.02,8.325263,1.168904,1.941048,2.107072,17.7508,741,5,2.5,1.2,100,120,260,15,7,MAX_RECOVERY_STEPS_GT_3,32.8816
1320,1161.27,1.500349,1.040225,0.443858,0.456052,21.1611,774,3,1.0,1.6,350,120,180,30,3,PF_LT_1_10,32.8136
1554,5069.84,6.688443,1.150832,2.027490,1.836170,15.7048,758,5,1.5,1.6,150,120,220,45,7,MAX_RECOVERY_STEPS_GT_3,32.7423
740,6272.13,8.510353,1.169064,2.005965,2.031963,18.1630,737,5,2.0,1.4,150,120,300,15,5,MAX_RECOVERY_STEPS_GT_3,32.6668
728,3423.81,4.367105,1.153029,1.905695,1.669686,12.2453,784,5,1.0,1.2,300,40,140,45,7,MAX_RECOVERY_STEPS_GT_3,32.6558
946,5030.09,8.022472,1.146517,2.089793,1.752889,14.8881,627,7,4.0,1.4,350,120,220,45,7,MAX_RECOVERY_STEPS_GT_3,32.6103
1092,5016.25,7.015734,1.198725,1.727192,2.335625,17.5986,715,5,1.5,1.2,450,40,300,45,7,MAX_RECOVERY_STEPS_GT_3,32.6093
138,390.57,0.612179,1.016559,0.239699,0.170532,14.7921,638,6,1.0,1.0,450,160,220,15,3,PF_LT_1_10,32.4394
644,6762.50,10.683254,1.182331,1.864005,2.339339,19.1709,633,5,2.5,1.0,200,200,180,45,5,MAX_RECOVERY_STEPS_GT_3,32.1541
457,4113.78,5.455942,1.180456,1.824948,1.833263,14.1374,754,5,1.0,1.8,300,160,140,15,7,MAX_RECOVERY_STEPS_GT_3,32.1148
449,2737.10,6.042163,1.082010,0.595604,0.939270,26.6092,453,6,3.0,1.2,150,200,300,15,3,PF_LT_1_10;EQUITY_DD_GT_25,32.1060
183,4540.56,6.628555,1.177779,1.791431,2.097676,15.8612,685,6,1.5,2.0,250,40,220,45,7,MAX_RECOVERY_STEPS_GT_3,32.0930
704,453.84,0.646496,1.017132,0.230105,0.175783,15.8735,702,5,1.0,2.0,350,200,260,15,3,PF_LT_1_10,31.9877
75,5153.37,7.490363,1.180434,1.673292,2.422015,17.5618,688,5,2.0,1.0,350,40,260,45,5,MAX_RECOVERY_STEPS_GT_3,31.9658
1856,4707.78,7.390549,1.130496,2.199013,1.478517,14.0682,637,7,4.0,1.0,100,120,260,45,7,MAX_RECOVERY_STEPS_GT_3,31.9098
1743,4724.18,7.427956,1.128704,2.206674,1.465971,14.0497,636,7,4.0,1.0,100,120,260,15,7,MAX_RECOVERY_STEPS_GT_3,31.8526
403,1434.63,3.253129,1.052374,0.485593,0.697421,21.8887,441,6,3.5,2.0,400,80,220,15,3,PF_LT_1_10,31.8421
1723,7903.40,12.426730,1.203798,1.814388,2.405674,20.6434,636,7,3.0,1.2,200,160,300,30,7,MAX_RECOVERY_STEPS_GT_3,31.6708
1474,5497.44,7.593149,1.150394,1.984413,1.931652,17.0593,724,5,2.0,1.4,150,120,220,30,5,MAX_RECOVERY_STEPS_GT_3,31.6241
485,1470.52,1.940000,1.055169,0.396900,0.796947,24.9828,758,4,1.0,1.2,450,40,180,45,3,PF_LT_1_10,31.6098
1217,6153.34,8.182633,1.168874,1.941858,2.044190,18.3275,752,5,2.0,1.4,150,120,260,15,7,MAX_RECOVERY_STEPS_GT_3,31.5640
1404,2479.89,4.283057,1.080749,0.532985,0.946183,27.7248,579,7,1.5,1.8,300,160,220,45,3,PF_LT_1_10;EQUITY_DD_GT_25,31.5244
2090,6178.14,8.440082,1.162280,1.920353,2.036652,17.9196,732,5,2.5,1.0,150,120,260,15,7,MAX_RECOVERY_STEPS_GT_3,31.4372
765,3248.72,4.791622,1.166937,2.114419,1.425934,13.9155,678,7,1.0,1.8,200,80,260,45,7,MAX_RECOVERY_STEPS_GT_3,31.4299
74,1275.03,3.382042,1.049885,0.447665,0.679831,20.7146,377,5,4.0,1.2,350,160,100,30,3,PF_LT_1_10,31.4250
1483,2462.08,4.281878,1.080331,0.529028,0.938024,27.7577,575,7,1.5,1.8,300,160,220,30,3,PF_LT_1_10;EQUITY_DD_GT_25,31.2633
1658,3754.13,4.458587,1.142451,1.899037,1.681201,13.2508,842,3,1.0,1.4,350,200,100,45,5,MAX_RECOVERY_STEPS_GT_3,31.2595
2379,3753.12,4.457387,1.142468,1.898094,1.680335,13.2536,842,3,1.0,1.8,350,160,100,30,5,MAX_RECOVERY_STEPS_GT_3,31.2334
1044,5217.83,10.311917,1.177597,1.903734,2.116243,16.3728,506,7,3.5,1.4,350,160,140,30,5,MAX_RECOVERY_STEPS_GT_3,31.1245
1264,4671.28,6.635341,1.131269,2.180793,1.551438,15.8804,704,5,2.0,1.4,400,120,300,45,5,MAX_RECOVERY_STEPS_GT_3,31.0998
2239,4990.64,7.761493,1.199741,1.737349,2.253989,17.6640,643,7,2.0,1.0,100,40,300,45,7,MAX_RECOVERY_STEPS_GT_3,31.0753
1832,6487.09,10.793827,1.170103,1.899470,2.193166,18.4700,601,6,2.5,1.0,500,160,220,45,5,MAX_RECOVERY_STEPS_GT_3,31.0426
1354,4982.11,6.967986,1.143465,1.951733,1.704426,14.9189,715,5,1.5,2.0,450,80,260,15,5,MAX_RECOVERY_STEPS_GT_3,30.9299
1684,5175.04,7.747066,1.177963,2.021066,1.727722,16.6898,668,7,2.0,1.4,150,80,260,15,7,MAX_RECOVERY_STEPS_GT_3,30.9245
550,1003.17,2.394200,1.039334,0.427508,0.448138,19.0284,419,7,2.5,1.8,250,160,140,30,3,PF_LT_1_10,30.9239
1262,6648.57,10.028009,1.195260,1.824645,2.334621,20.4174,663,6,2.0,1.8,150,80,260,15,5,MAX_RECOVERY_STEPS_GT_3,30.8448
1839,6305.48,9.852313,1.183057,1.777523,2.315657,18.9965,640,6,2.5,2.0,400,80,300,30,5,MAX_RECOVERY_STEPS_GT_3,30.7262
603,988.82,2.247318,1.050356,0.399845,0.573475,20.4670,440,6,4.0,1.6,450,40,220,45,3,PF_LT_1_10,30.7146
593,5088.08,9.118423,1.172529,1.996218,1.865417,16.2281,558,7,3.5,1.4,350,160,140,45,7,MAX_RECOVERY_STEPS_GT_3,30.6777
519,4992.56,7.716476,1.174359,1.862312,1.978356,16.6611,647,7,2.0,1.2,400,80,220,15,7,MAX_RECOVERY_STEPS_GT_3,30.5666
2342,3632.24,4.329249,1.140745,1.885928,1.621848,13.1347,839,3,1.0,2.0,400,160,100,30,7,MAX_RECOVERY_STEPS_GT_3,30.4880
2267,3632.24,4.329249,1.140745,1.885928,1.621848,13.1347,839,3,1.0,1.8,400,120,100,30,7,MAX_RECOVERY_STEPS_GT_3,30.4880
1829,3632.24,4.329249,1.140745,1.885928,1.621848,13.1347,839,3,1.0,1.8,400,160,100,30,7,MAX_RECOVERY_STEPS_GT_3,30.4880
1260,6769.48,10.430632,1.194414,1.824431,2.277186,20.1402,649,6,2.0,1.2,450,200,260,45,7,MAX_RECOVERY_STEPS_GT_3,30.4307
830,3257.66,4.950851,1.118637,2.086826,1.272496,11.5792,658,7,1.5,1.4,300,80,220,15,5,MAX_RECOVERY_STEPS_GT_3,30.3134
896,5189.98,7.119314,1.147060,1.999954,1.757040,16.7602,729,5,2.0,1.4,400,120,220,45,7,MAX_RECOVERY_STEPS_GT_3,30.1996
1100,4272.37,6.173945,1.143347,1.913141,1.772024,15.2526,692,6,1.5,1.0,200,80,180,30,5,MAX_RECOVERY_STEPS_GT_3,30.1533
1644,5930.43,8.101680,1.162904,1.901486,1.995332,18.3279,732,5,2.0,1.4,150,120,260,15,5,MAX_RECOVERY_STEPS_GT_3,30.1490
1504,1929.69,3.613652,1.063879,0.488524,0.795646,25.8104,534,5,2.0,1.0,400,120,300,15,3,PF_LT_1_10;EQUITY_DD_GT_25,30.1410
852,1074.26,2.719646,1.045239,0.422508,0.507227,20.0815,395,7,2.5,1.0,350,160,140,45,3,PF_LT_1_10,30.0754
601,5166.65,7.087311,1.148235,1.990043,1.755118,16.8030,729,5,2.0,1.4,400,120,220,15,7,MAX_RECOVERY_STEPS_GT_3,30.0098
176,648.99,1.556331,1.027404,0.323310,0.323686,16.9444,417,7,3.5,1.2,250,80,180,15,3,PF_LT_1_10,29.9940
1015,5771.32,8.678677,1.200988,1.735814,2.180494,18.5619,665,7,1.5,1.4,150,200,180,45,7,MAX_RECOVERY_STEPS_GT_3,29.9881
