"datetime","state","ri","flags"
"2019.05.01 00:00","RISK_OFF","-0.346",""
"2019.05.02 00:00","RISK_OFF","-0.346",""
"2019.05.05 00:00","RISK_OFF","-0.346",""
"2019.05.06 00:00","RISK_OFF","-0.346",""
"2019.05.07 00:00","RISK_OFF","-0.808",""
"2019.05.08 00:00","RISK_OFF","-0.654",""
"2019.05.09 00:00","RISK_OFF","-0.731",""
"2019.05.12 00:00","RISK_OFF","-0.346",""
"2019.05.13 00:00","STRESS","-1.038",""
"2019.05.14 00:00","RISK_OFF","-0.462",""
"2019.05.15 00:00","RISK_OFF","-0.462",""
"2019.05.16 00:00","RISK_OFF","-0.462",""
"2019.05.19 00:00","RISK_OFF","-0.462",""
"2019.05.20 00:00","RISK_OFF","-0.5",""
"2019.05.21 00:00","RISK_OFF","-0.308",""
"2019.05.22 00:00","RISK_OFF","-0.308",""
"2019.05.23 00:00","RISK_OFF","-0.462",""
"2019.05.26 00:00","RISK_OFF","-0.462",""
"2019.05.27 00:00","RISK_OFF","-0.462",""
"2019.05.28 00:00","RISK_OFF","-0.462",""
"2019.05.29 00:00","RISK_OFF","-0.615",""
"2019.05.30 00:00","RISK_OFF","-0.692",""
"2019.06.02 00:00","RISK_OFF","-0.692",""
"2019.06.03 00:00","STRESS","-1.192",""
"2019.06.04 00:00","RISK_OFF","-0.654",""
"2019.06.05 00:00","RISK_OFF","-0.654",""
"2019.06.06 00:00","RISK_OFF","-0.654",""
"2019.06.09 00:00","RISK_OFF","-0.5",""
"2019.06.10 00:00","RISK_OFF","-0.462",""
"2019.06.11 00:00","RISK_OFF","-0.462",""
"2019.06.12 00:00","RISK_OFF","-0.462",""
"2019.06.13 00:00","RISK_OFF","-0.462",""
"2019.06.16 00:00","RISK_OFF","-0.462",""
"2019.06.17 00:00","RISK_OFF","-0.462",""
"2019.06.18 00:00","RISK_OFF","-0.462",""
"2019.06.19 00:00","RISK_OFF","-0.308",""
"2019.06.20 00:00","RISK_OFF","-0.308",""
"2019.06.23 00:00","RISK_OFF","-0.769",""
"2019.06.24 00:00","RISK_OFF","-0.769",""
"2019.06.25 00:00","RISK_OFF","-0.769",""
"2019.06.26 00:00","RISK_OFF","-0.538",""
"2019.06.27 00:00","RISK_OFF","-0.462",""
"2019.06.30 00:00","RISK_OFF","-0.654",""
"2019.07.01 00:00","RISK_OFF","-0.5",""
"2019.07.02 00:00","RISK_OFF","-0.5",""
"2019.07.03 00:00","RISK_OFF","-0.5",""
"2019.07.04 00:00","RISK_OFF","-0.5",""
"2019.07.07 00:00","RISK_OFF","-0.308",""
"2019.07.08 00:00","RISK_OFF","-0.308",""
"2019.07.09 00:00","RISK_OFF","-0.308",""
"2019.07.10 00:00","RISK_OFF","-0.308",""
"2019.07.11 00:00","NEUTRAL","-0.231",""
"2019.07.14 00:00","RISK_OFF","-0.5",""
"2019.07.15 00:00","RISK_OFF","-0.5",""
"2019.07.16 00:00","RISK_OFF","-0.5",""
"2019.07.17 00:00","RISK_OFF","-0.5",""
"2019.07.18 00:00","RISK_OFF","-0.5",""
"2019.07.21 00:00","RISK_OFF","-0.385",""
"2019.07.22 00:00","RISK_OFF","-0.308",""
"2019.07.23 00:00","RISK_OFF","-0.5",""
"2019.07.24 00:00","RISK_OFF","-0.5",""
"2019.07.25 00:00","RISK_OFF","-0.5",""
"2019.07.28 00:00","RISK_OFF","-0.5",""
"2019.07.29 00:00","RISK_OFF","-0.346",""
"2019.07.30 00:00","RISK_OFF","-0.5",""
"2019.07.31 00:00","RISK_OFF","-0.462",""
