account,magic,ea_logical_identity,build_receipt,config_fingerprint,config_fingerprint_version,symbol,timeframe,attach_epoch,source_sha256,artifact_sha256
463666728,990026,(TRD)_SuperTrendFlip_rev05,br-81fad90230b74411a444ebe3aaae8506,bd705f3ba5aaaee442132af3af5a4f75effa5b9f2c72cc96fc1fa45f06ca7536,cfgfp-v1,BTCUSDm,PERIOD_H4,,19e686b82126985d79b3cfb58ba12381f7d47a0de2fdeb714333db365c07ec84,a4c1d8da91d0032d9cbc94c2b0d3c2351a40d2a507a6824e2cfff0865bc75b11
